NAME,COUNTYFP,GRID_ID,YEAR,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,AGEUNDER13_TOT,AGE1424_TOT,AGE2544_TOT,AGE4564_TOT,AGE65PLUS_TOT,COUNTY_AREA,POPDENSITY,POPDENSITY_MALE,POPDENSITY_FEM,Structure Arsons,Mobile Arsons,Other Arsons,Total Arsons,Total Arsons Cleared,Unemployment,medianHHI2018
San Diego,73,129,2018,36.1,34.8,37.5,33.794534475904115,29.644105011034284,59.678966727641395,48.24045225541877,28.01882264382391,16721402107.282082,199.37688111382246,100.4062930385983,98.97058807522414,121,98,143,362,137,0.034,78777
San Diego,73,129,2019,36.4,35.1,37.8,33.51913890976349,29.284087354537743,59.94455450380437,47.924390243029364,28.971972379578368,16721402107.282082,199.64414339071334,100.47106033460923,99.1730830561041,90,52,138,280,117,0.032,78777
San Diego,73,129,1990,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,374,190,156,720,169,0.103,78777
San Diego,73,129,1991,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,408,195,77,680,135,0.103,78777
San Diego,73,129,1992,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,419,187,79,685,136,0.103,78777
San Diego,73,129,1993,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,410,184,88,682,127,0.103,78777
San Diego,73,129,1994,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,372,147,106,625,157,0.103,78777
San Diego,73,129,1995,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,356,155,109,620,129,0.103,78777
San Diego,73,129,1996,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,332,169,126,627,142,0.103,78777
San Diego,73,129,1997,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,279,184,91,554,117,0.103,78777
San Diego,73,129,1998,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,306,169,55,530,123,0.103,78777
San Diego,73,129,1999,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,296,164,85,545,110,0.103,78777
San Diego,73,129,2000,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,239,162,56,457,111,0.103,78777
San Diego,73,129,2001,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,259,186,61,506,108,0.103,78777
San Diego,73,129,2002,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,246,221,88,555,99,0.103,78777
San Diego,73,129,2003,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,299,179,76,554,96,0.103,78777
San Diego,73,129,2004,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,264,184,68,516,103,0.103,78777
San Diego,73,129,2005,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,250,176,95,521,104,0.103,78777
San Diego,73,129,2006,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,210,184,74,468,94,0.103,78777
San Diego,73,129,2007,34.6,33.2,36.1,33.189262266368985,32.117043568141995,53.31401005013587,45.47405744574817,21.016479224966204,16721402107.282082,185.11085255536125,92.91559344317072,92.19525911219051,175,154,110,439,83,0.103,78777
Imperial,25,135,2008,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,14,9,18,41,6,0.289,46633
Imperial,25,135,2009,31.9,31.0,33.2,2.3540806645485093,1.880438982791615,2.8458952138909765,2.3605407869128157,1.095926552868214,16563153755.59916,10.53688220101213,5.412314666806471,5.12456753420566,15,9,20,44,6,0.289,46633
Imperial,25,135,2010,31.9,30.9,33.1,2.355046664154387,1.886416105352983,2.8437820897531187,2.36090303676502,1.1023263002571537,16563153755.59916,10.548474196282662,5.412737291634042,5.1357369046486205,16,12,11,39,8,0.289,46633
Imperial,25,135,2011,31.8,30.8,33.1,2.363680285631918,1.904830472840026,2.839253966600568,2.3779891547939815,1.1273215400592382,16563153755.59916,10.613075419925732,5.446788777741229,5.166286642184502,11,5,16,32,7,0.289,46633
Imperial,25,135,2012,31.9,30.9,33.1,2.373521406616797,1.901932474022393,2.837684217241016,2.3795589041535323,1.168014273456835,16563153755.59916,10.660711275490574,5.471482142666478,5.189229132824097,12,5,11,28,4,0.274,46633
Imperial,25,135,2013,31.9,30.8,33.2,2.3880114007049618,1.88877072939231,2.7964481090651137,2.369597033217919,1.209612631484942,16563153755.59916,10.652439903865247,5.433083658332841,5.219356245532406,19,5,26,50,9,0.25,46633
Imperial,25,135,2014,32.0,30.8,33.3,2.411195391246026,1.8871406050573913,2.8230734732021165,2.3730987817892255,1.250667614734743,16563153755.59916,10.745175866029502,5.486394761582214,5.258781104447288,23,6,17,46,5,0.24,46633
Imperial,25,135,2015,32.1,30.9,33.4,2.4362510060234777,1.850794869886244,2.8541062105409365,2.3708649077006334,1.2912999731569723,16563153755.59916,10.803316967308264,5.518574623453014,5.2847423438552505,22,8,41,71,11,0.245,46633
Imperial,25,135,2016,32.1,31.1,33.4,2.465230994199808,1.822841256291159,2.8978780676822686,2.363136910853612,1.329215457687671,16563153755.59916,10.87830268671452,5.559146606899875,5.3191560798146424,21,13,24,58,11,0.241,46633
Imperial,25,135,2017,32.2,31.3,33.5,2.4690949926233188,1.8062381380651367,2.9584341679757244,2.357823913021285,1.3754626888190642,16563153755.59916,10.96705390050453,5.630207952907252,5.336845947597278,22,13,45,80,16,0.195,46633
Imperial,25,135,2018,32.4,31.4,33.6,2.465110244249073,1.7782845244700516,2.9655584150690726,2.337054921494915,1.41343854832513,16563153755.59916,10.959446653608241,5.622057331232659,5.337389322375584,29,6,55,90,20,0.189,46633
Imperial,25,135,2019,32.7,31.7,33.8,2.4467562517373973,1.7552212838797223,2.9708110379260324,2.3107918072101157,1.4572707804418292,16563153755.59916,10.940851161195098,5.6075069621691265,5.333344199025971,29,11,64,104,18,0.183,46633
Imperial,25,135,1990,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,24,22,148,194,13,0.289,46633
Imperial,25,135,1991,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,27,18,101,146,17,0.289,46633
Imperial,25,135,1992,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,28,30,45,103,9,0.289,46633
Imperial,25,135,1993,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,28,29,55,112,22,0.289,46633
Imperial,25,135,1994,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,44,25,30,99,13,0.289,46633
Imperial,25,135,1995,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,29,23,52,104,53,0.289,46633
Imperial,25,135,1996,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,30,16,14,60,13,0.289,46633
Imperial,25,135,1997,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,15,20,25,60,6,0.289,46633
Imperial,25,135,1998,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,15,8,14,37,11,0.289,46633
Imperial,25,135,1999,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,8,7,12,27,3,0.289,46633
Imperial,25,135,2000,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,12,11,24,47,2,0.289,46633
Imperial,25,135,2001,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,27,11,23,61,1,0.289,46633
Imperial,25,135,2002,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,21,11,27,59,8,0.289,46633
Imperial,25,135,2003,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,19,9,27,55,11,0.289,46633
Imperial,25,135,2004,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,16,7,26,49,8,0.289,46633
Imperial,25,135,2005,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,29,15,49,93,12,0.289,46633
Imperial,25,135,2006,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,21,14,47,82,6,0.289,46633
Imperial,25,135,2007,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,11,7,10,28,3,0.289,46633
Imperial,25,136,2008,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,14,9,18,41,6,0.289,46633
Imperial,25,136,2009,31.9,31.0,33.2,2.3540806645485093,1.880438982791615,2.8458952138909765,2.3605407869128157,1.095926552868214,16563153755.59916,10.53688220101213,5.412314666806471,5.12456753420566,15,9,20,44,6,0.289,46633
Imperial,25,136,2010,31.9,30.9,33.1,2.355046664154387,1.886416105352983,2.8437820897531187,2.36090303676502,1.1023263002571537,16563153755.59916,10.548474196282662,5.412737291634042,5.1357369046486205,16,12,11,39,8,0.289,46633
Imperial,25,136,2011,31.8,30.8,33.1,2.363680285631918,1.904830472840026,2.839253966600568,2.3779891547939815,1.1273215400592382,16563153755.59916,10.613075419925732,5.446788777741229,5.166286642184502,11,5,16,32,7,0.289,46633
Imperial,25,136,2012,31.9,30.9,33.1,2.373521406616797,1.901932474022393,2.837684217241016,2.3795589041535323,1.168014273456835,16563153755.59916,10.660711275490574,5.471482142666478,5.189229132824097,12,5,11,28,4,0.274,46633
Imperial,25,136,2013,31.9,30.8,33.2,2.3880114007049618,1.88877072939231,2.7964481090651137,2.369597033217919,1.209612631484942,16563153755.59916,10.652439903865247,5.433083658332841,5.219356245532406,19,5,26,50,9,0.25,46633
Imperial,25,136,2014,32.0,30.8,33.3,2.411195391246026,1.8871406050573913,2.8230734732021165,2.3730987817892255,1.250667614734743,16563153755.59916,10.745175866029502,5.486394761582214,5.258781104447288,23,6,17,46,5,0.24,46633
Imperial,25,136,2015,32.1,30.9,33.4,2.4362510060234777,1.850794869886244,2.8541062105409365,2.3708649077006334,1.2912999731569723,16563153755.59916,10.803316967308264,5.518574623453014,5.2847423438552505,22,8,41,71,11,0.245,46633
Imperial,25,136,2016,32.1,31.1,33.4,2.465230994199808,1.822841256291159,2.8978780676822686,2.363136910853612,1.329215457687671,16563153755.59916,10.87830268671452,5.559146606899875,5.3191560798146424,21,13,24,58,11,0.241,46633
Imperial,25,136,2017,32.2,31.3,33.5,2.4690949926233188,1.8062381380651367,2.9584341679757244,2.357823913021285,1.3754626888190642,16563153755.59916,10.96705390050453,5.630207952907252,5.336845947597278,22,13,45,80,16,0.195,46633
Imperial,25,136,2018,32.4,31.4,33.6,2.465110244249073,1.7782845244700516,2.9655584150690726,2.337054921494915,1.41343854832513,16563153755.59916,10.959446653608241,5.622057331232659,5.337389322375584,29,6,55,90,20,0.189,46633
Imperial,25,136,2019,32.7,31.7,33.8,2.4467562517373973,1.7552212838797223,2.9708110379260324,2.3107918072101157,1.4572707804418292,16563153755.59916,10.940851161195098,5.6075069621691265,5.333344199025971,29,11,64,104,18,0.183,46633
Imperial,25,136,1990,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,24,22,148,194,13,0.289,46633
Imperial,25,136,1991,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,27,18,101,146,17,0.289,46633
Imperial,25,136,1992,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,28,30,45,103,9,0.289,46633
Imperial,25,136,1993,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,28,29,55,112,22,0.289,46633
Imperial,25,136,1994,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,44,25,30,99,13,0.289,46633
Imperial,25,136,1995,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,29,23,52,104,53,0.289,46633
Imperial,25,136,1996,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,30,16,14,60,13,0.289,46633
Imperial,25,136,1997,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,15,20,25,60,6,0.289,46633
Imperial,25,136,1998,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,15,8,14,37,11,0.289,46633
Imperial,25,136,1999,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,8,7,12,27,3,0.289,46633
Imperial,25,136,2000,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,12,11,24,47,2,0.289,46633
Imperial,25,136,2001,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,27,11,23,61,1,0.289,46633
Imperial,25,136,2002,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,21,11,27,59,8,0.289,46633
Imperial,25,136,2003,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,19,9,27,55,11,0.289,46633
Imperial,25,136,2004,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,16,7,26,49,8,0.289,46633
Imperial,25,136,2005,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,29,15,49,93,12,0.289,46633
Imperial,25,136,2006,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,21,14,47,82,6,0.289,46633
Imperial,25,136,2007,31.9,31.0,33.2,2.3541410395238764,1.880438982791615,2.8459555888663437,2.3606615368635504,1.095926552868214,16563153755.59916,10.5371237009136,5.4123750417818375,5.124748659131762,11,7,10,28,3,0.289,46633
Sutter,101,34,2008,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,11,5,2,18,4,0.182,57879
Sutter,101,34,2009,34.5,33.3,35.9,7.694010870491554,5.785513863510493,9.423203971968984,8.738102482283475,4.585439323263388,2615670856.040038,36.22627051151789,17.972827082369115,18.25344342914878,7,2,2,11,2,0.182,57879
Sutter,101,34,2010,34.6,33.3,35.9,7.6806299820211335,5.772897597238383,9.402559172614621,8.76601119252178,4.602261011626203,2615670856.040038,36.22435895602212,17.975503260063196,18.248855695958923,4,4,4,12,2,0.182,57879
Sutter,101,34,2011,34.8,33.6,36.1,7.58199371843918,5.7300787541330385,9.281748865281685,8.841326479055288,4.686369453440271,2615670856.040038,36.12151727034946,17.91739197299166,18.204125297357802,5,5,5,15,1,0.182,57879
Sutter,101,34,2012,35.0,33.8,36.3,7.519294698177783,5.676172889152204,9.183877223898042,8.771363547909948,4.8587917591591125,2615670856.040038,36.00950011829709,17.892924062645747,18.116576055651343,7,2,6,15,1,0.168,57879
Sutter,101,34,2013,35.4,34.1,36.6,7.445126344941739,5.636412534840098,9.222108333813528,8.78092132538882,5.046506508844149,2615670856.040038,36.13107504782833,17.96632779368348,18.164747254144853,7,7,4,18,4,0.146,57879
Sutter,101,34,2014,35.5,34.4,36.8,7.415688390306816,5.594358313933063,9.246193933060283,8.778245147694737,5.200195570704404,2615670856.040038,36.2346813556993,17.999588859309956,18.235092496389345,10,10,4,24,6,0.126,57879
Sutter,101,34,2015,35.7,34.5,37.0,7.413012212612732,5.532423915869976,9.300482109140274,8.840944167956133,5.340503744094237,2615670856.040038,36.42736614967335,18.08599116771895,18.3413749819544,9,2,7,18,5,0.107,57879
Sutter,101,34,2016,35.8,34.5,37.0,7.4718881218825794,5.442580807568584,9.428938638456307,8.819917057502616,5.4399046298744995,2615670856.040038,36.60322925528458,18.214447697034984,18.3887815582496,6,2,1,9,5,0.097,57879
Sutter,101,34,2017,35.9,34.5,37.2,7.437097811859488,5.393262675777607,9.575363789432618,8.853560434228244,5.520572271796175,2615670856.040038,36.77985698309413,18.30390849423722,18.475948488856908,7,3,7,17,8,0.087,57879
Sutter,101,34,2018,36.0,34.7,37.3,7.345343148062321,5.370324009828315,9.667118453229785,8.817623190907687,5.634500979344323,2615670856.040038,36.83490978137243,18.349785826135804,18.485123955236624,5,6,1,12,5,0.077,57879
Sutter,101,34,2019,36.2,35.0,37.4,7.340373103773308,5.3848518315962,9.796721915843284,8.780156703190508,5.770986041742608,2615670856.040038,37.073089596145905,18.46677302247719,18.606316573668714,6,0,2,8,6,0.073,57879
Sutter,101,34,1990,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,3,6,4,13,2,0.182,57879
Sutter,101,34,1991,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,7,1,2,10,4,0.182,57879
Sutter,101,34,1992,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,3,4,1,8,1,0.182,57879
Sutter,101,34,1993,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,5,3,3,11,1,0.182,57879
Sutter,101,34,1994,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,11,4,2,17,6,0.182,57879
Sutter,101,34,1995,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,10,2,1,13,5,0.182,57879
Sutter,101,34,1996,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,4,5,6,15,5,0.182,57879
Sutter,101,34,1997,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,3,4,6,13,2,0.182,57879
Sutter,101,34,1998,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,4,4,4,12,4,0.182,57879
Sutter,101,34,1999,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,4,4,1,9,1,0.182,57879
Sutter,101,34,2000,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,8,3,2,13,4,0.182,57879
Sutter,101,34,2001,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,7,4,2,13,0,0.182,57879
Sutter,101,34,2002,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,10,12,4,26,4,0.182,57879
Sutter,101,34,2003,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,7,6,3,16,1,0.182,57879
Sutter,101,34,2004,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,16,8,12,36,9,0.182,57879
Sutter,101,34,2005,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,10,8,4,22,3,0.182,57879
Sutter,101,34,2006,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,7,13,11,31,5,0.182,57879
Sutter,101,34,2007,34.5,33.2,35.9,7.693246248293243,5.784749241312183,9.422439349770675,8.734661682391081,4.583910078866769,2615670856.040038,36.21900660063395,17.969003971377564,18.250002629256386,10,6,6,22,5,0.182,57879
Placer,61,46,2008,40.3,39.0,41.4,9.964454364825324,7.315013347279958,13.266236872178041,15.079517213509241,8.287645843705244,6462872691.487198,53.912867641497805,26.327456554129625,27.585411087368183,19,13,10,42,20,0.108,89175
Placer,61,46,2009,40.3,39.0,41.4,9.96693004410353,7.317489026558165,13.268867281411136,15.082147622742335,8.288264763524795,6462872691.487198,53.92369873833996,26.333491022370254,27.590207715969708,21,7,14,42,8,0.108,89175
Placer,61,46,2010,40.3,39.1,41.5,9.976678031261468,7.35740935491924,13.305383550764677,15.168332207614892,8.350930395254391,6462872691.487198,54.15873353981467,26.44675334934819,27.711980190466477,25,1,19,45,13,0.108,89175
Placer,61,46,2011,40.6,39.2,41.8,10.043057181908374,7.534884613175652,13.424525616028353,15.462938041721436,8.669209912458784,6462872691.487198,55.1346153652926,26.931677027966842,28.202938337325758,18,1,13,32,9,0.108,89175
Placer,61,46,2012,41.0,39.5,42.2,9.983795609186311,7.625865826649732,13.440617531336695,15.508583378413364,9.18461539219035,6462872691.487198,55.74347773777645,27.270071439306662,28.473406298469794,12,4,21,37,8,0.094,89175
Placer,61,46,2013,41.3,39.8,42.6,9.960740845908015,7.690852407702646,13.61639076008934,15.611942988278477,9.658089054147299,6462872691.487198,56.53801605612578,27.625640875639032,28.91237518048674,19,5,22,46,12,0.077,89175
Placer,61,46,2014,41.6,40.1,43.1,9.896373184674651,7.722417318499776,13.637588763908981,15.778277689782959,10.094272796976266,6462872691.487198,57.128929753842634,27.90632101380567,29.222608740036964,15,4,16,35,11,0.063,89175
Placer,61,46,2015,41.9,40.4,43.3,9.873937341215909,7.701838234499688,13.640838092961626,15.925425876881345,10.547631564797786,6462872691.487198,57.68967111035635,28.151258532393204,29.53841257796315,11,0,13,24,8,0.051,89175
Placer,61,46,2016,42.0,40.5,43.5,9.968632073607298,7.658049657266414,13.884383041955168,16.134466045934886,10.988302476318502,6462872691.487198,58.63383329508227,28.595797692786114,30.03803560229615,13,7,13,33,7,0.045,89175
Placer,61,46,2017,42.1,40.6,43.5,10.073384253066399,7.7156092004847086,14.15639830264808,16.242158094536858,11.401276725914284,6462872691.487198,59.588826576650334,29.07762677230701,30.511199804343324,33,3,17,53,12,0.039,89175
