NAME,COUNTYFP,GRID_ID,YEAR,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,AGEUNDER13_TOT,AGE1424_TOT,AGE2544_TOT,AGE4564_TOT,AGE65PLUS_TOT,COUNTY_AREA,POPDENSITY,POPDENSITY_MALE,POPDENSITY_FEM,Structure Arsons,Mobile Arsons,Other Arsons,Total Arsons,Total Arsons Cleared,Unemployment,medianHHI2018
Nevada,57,45,2012,48.7,47.1,50.2,3.136861707864687,2.7164795606202357,4.703395744437778,7.722180571688964,4.9895780635150775,4217591093.298747,23.26849564812674,11.485466212446962,11.78302943567978,9,1,4,14,7,0.097,66681
Nevada,57,45,2013,49.2,47.4,50.6,3.0993995650194397,2.67119304616807,4.701498927078524,7.542931331239553,5.206289446809735,4217591093.298747,23.221312316315323,11.463652812815553,11.75765950349977,3,0,6,9,5,0.081,66681
Nevada,57,45,2014,49.5,47.6,51.0,3.104141608417572,2.656018507294046,4.741806295962651,7.398536109766416,5.471132570595438,4217591093.298747,23.371635092036126,11.510361940287158,11.861273151748966,4,1,4,9,1,0.065,66681
Nevada,57,45,2015,49.8,47.9,51.5,3.081379800106536,2.5737440543364456,4.765279410783408,7.242285779797949,5.733604672682075,4217591093.298747,23.396293717706413,11.522691253122302,11.873602464584112,6,1,11,18,12,0.054000000000000006,66681
Nevada,57,45,2016,50.2,48.2,52.0,3.069998895951018,2.5011907903450172,4.775237701919486,7.123260490504822,5.982799053253942,4217591093.298747,23.452486931974285,11.532412442088473,11.92007448988581,4,2,7,13,8,0.048,66681
Nevada,57,45,2017,50.4,48.4,52.2,3.0681020785917648,2.4532961520238787,4.853481417988673,6.971989306104393,6.213262362403184,4217591093.298747,23.560131317111892,11.581966795598959,11.978164521512934,5,1,4,10,0,0.041,66681
Nevada,57,45,2018,50.6,48.7,52.4,3.065493954722792,2.3909382813384354,4.890706458664013,6.7875238179170365,6.45890021042645,4217591093.298747,23.593562723068725,11.586708838997092,12.006853884071637,1,0,3,4,3,0.035,66681
Nevada,57,45,2019,50.8,49.1,52.7,3.0422579420719424,2.334270862730752,4.955909555388336,6.608274577467626,6.711414021377009,4217591093.298747,23.652126959035666,11.618717631934485,12.033409327101179,1,0,3,4,3,0.033,66681
Nevada,57,45,1990,47.6,46.1,48.9,3.2900297096243687,2.7899812332912903,4.775000599749579,8.015950160203277,4.546197005789684,4217591093.298747,23.4171587086582,11.578884467390173,11.838274241268023,1,3,1,5,2,0.111,66681
Nevada,57,45,1991,47.6,46.1,48.9,3.2900297096243687,2.7899812332912903,4.775000599749579,8.015950160203277,4.546197005789684,4217591093.298747,23.4171587086582,11.578884467390173,11.838274241268023,7,3,1,11,1,0.111,66681
