Year,County,NCICCode,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum
1985,Alameda County,Alameda Co. Sheriff's Department,22,6,3,31,11
1985,Alameda County,Alameda,23,4,5,32,7
1985,Alameda County,Albany,2,0,0,2,1
1985,Alameda County,Berkeley,72,23,5,100,20
1985,Alameda County,Emeryville,0,1,0,1,0
1985,Alameda County,Fremont,37,26,61,124,14
1985,Alameda County,Hayward,17,18,21,56,7
1985,Alameda County,Livermore,17,9,64,90,2
1985,Alameda County,Newark,7,3,2,12,2
1985,Alameda County,Oakland,287,166,22,475,71
1985,Alameda County,Piedmont,1,0,3,4,2
1985,Alameda County,Pleasanton,12,2,12,26,5
1985,Alameda County,San Leandro,13,6,6,25,2
1985,Alameda County,Union City,21,6,19,46,11
1985,Alameda County,Alameda E. Bay Reg. Park Dist.,0,0,11,11,0
1985,Alameda County,CSU East Bay,0,0,0,0,0
1985,Alameda County,Alameda BART,1,0,0,1,0
1985,Alameda County,UC Lawrence-Livermore,0,0,0,0,0
1985,Alameda County,UC Lawrence-Berkeley,0,0,0,0,0
1985,Alameda County,Santa Fe Railroad Alameda,0,0,0,0,0
1985,Alameda County,Alameda SP RR,1,2,0,3,0
1985,Alameda County,Dublin,2,1,2,5,2
1985,Alameda County,Alameda E. Bay Mun. Util. Dist.,0,0,1,1,0
1985,Alameda County,Alameda UP RR,0,0,0,0,0
1985,Alameda County,UC Berkeley,5,1,12,18,3
1985,Alameda County,Alameda State Police,0,0,0,0,0
1985,Alameda County,CA Highway Patrol - Alameda, , , , , 
1985,Alpine County,Alpine Co. Sheriff's Department,0,0,0,0,0
1985,Alpine County,CA Highway Patrol - Alpine, , , , , 
1985,Amador County,Amador Co. Sheriff's Department,0,0,0,0,0
1985,Amador County,Ione,0,0,0,0,0
1985,Amador County,Jackson,1,0,0,1,0
1985,Amador County,Plymouth,1,0,0,1,0
1985,Amador County,Sutter Creek,0,0,0,0,0
1985,Amador County,Union Pacific RR - Amador,0,0,0,0,0
1985,Amador County,CA Highway Patrol - Amador, , , , , 
1985,Butte County,Butte Co. Sheriff's Department,18,15,54,87,0
1985,Butte County,Biggs,0,0,0,0,0
1985,Butte County,Chico,5,2,3,10,2
1985,Butte County,Gridley,1,0,0,1,1
1985,Butte County,Oroville,7,3,5,15,0
1985,Butte County,Paradise,2,0,4,6,1
1985,Butte County,Union Pacific RR - Butte,0,0,0,0,0
1985,Butte County,Northern Buttes DPR,0,0,0,0,0
1985,Butte County,CSU Chico,0,0,0,0,0
1985,Butte County,Butte State Police,0,0,0,0,0
1985,Butte County,CA Highway Patrol - Butte, , , , , 
1985,Calaveras County,Calaveras Co. Sheriff's Department,2,0,16,18,0
1985,Calaveras County,Angels Camp,0,1,2,3,2
1985,Calaveras County,Union Pacific RR - Calaveras,0,0,0,0,0
1985,Calaveras County,Calaveras DPR,0,0,0,0,0
1985,Calaveras County,CA Highway Patrol - Calaveras, , , , , 
1985,Colusa County,Colusa Co. Sheriff's Department,0,1,0,1,0
1985,Colusa County,Colusa,0,2,0,2,0
1985,Colusa County,Williams,0,0,0,0,0
1985,Colusa County,Union Pacific RR - Colusa,0,0,0,0,0
1985,Colusa County,CA Highway Patrol - Colusa, , , , , 
1985,Contra Costa County,Contra Costa Co. Sheriff's Department,26,14,20,60,13
1985,Contra Costa County,Antioch,13,14,67,94,1
1985,Contra Costa County,Brentwood,3,1,3,7,2
1985,Contra Costa County,Clayton,0,0,1,1,0
1985,Contra Costa County,Concord,25,6,24,55,17
1985,Contra Costa County,El Cerrito,4,0,0,4,1
1985,Contra Costa County,Hercules,0,0,2,2,1
1985,Contra Costa County,Pinole,0,1,1,2,2
1985,Contra Costa County,Pittsburg,14,13,1,28,3
1985,Contra Costa County,Pleasant Hill,3,0,0,3,1
1985,Contra Costa County,Richmond,49,42,18,109,13
1985,Contra Costa County,San Pablo,3,6,3,12,0
1985,Contra Costa County,Walnut Creek,7,1,2,10,2
1985,Contra Costa County,Kensington,0,0,0,0,0
1985,Contra Costa County,Martinez,3,1,4,8,1
1985,Contra Costa County,Lafayette,0,1,0,1,0
1985,Contra Costa County,Moraga,0,0,0,0,0
1985,Contra Costa County,Contra Costa E. Bay Reg. Park Dist.,1,0,5,6,2
1985,Contra Costa County,Contra Costa BART,0,0,0,0,0
1985,Contra Costa County,Santa Fe Railroad  Contra Costa,0,1,0,1,0
1985,Contra Costa County,Contra Costa SP RR,0,0,1,1,0
1985,Contra Costa County,Contra Costa Community College,2,0,0,2,0
1985,Contra Costa County,Danville,6,0,1,7,2
1985,Contra Costa County,San Ramon,2,3,0,5,1
1985,Contra Costa County,Diablo DPR,2,0,1,3,0
1985,Contra Costa County,Contra Costa State Police,0,0,0,0,0
1985,Contra Costa County,CA Highway Patrol - Contra Costa, , , , , 
1985,Del Norte County,Del Norte Co. Sheriff's Department,6,0,2,8,0
1985,Del Norte County,Crescent City,3,0,0,3,2
1985,Del Norte County,CA Highway Patrol - Del Norte, , , , , 
1985,El Dorado County,El Dorado Co. Sheriff's Department,7,4,2,13,3
1985,El Dorado County,Placerville,3,0,1,4,0
1985,El Dorado County,South Lake Tahoe,8,0,5,13,3
1985,El Dorado County,Union Pacific RR - El Dorado,0,0,0,0,0
1985,El Dorado County,Marshall Gold DPR,0,0,0,0,0
1985,El Dorado County,CA Highway Patrol - El Dorado, , , , , 
1985,Fresno County,CA Highway Patrol - Fresno, , , , , 
1986,Fresno County,CA Highway Patrol - Fresno, , , , , 
1987,Fresno County,CA Highway Patrol - Fresno, , , , , 
1988,Fresno County,CA Highway Patrol - Fresno, , , , , 
1989,Fresno County,CA Highway Patrol - Fresno, , , , , 
1990,Fresno County,CA Highway Patrol - Fresno, , , , , 
1991,Fresno County,CA Highway Patrol - Fresno, , , , , 
1992,Fresno County,CA Highway Patrol - Fresno, , , , , 
1993,Fresno County,CA Highway Patrol - Fresno, , , , , 
1994,Fresno County,CA Highway Patrol - Fresno, , , , , 
1995,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
1996,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
1997,Fresno County,CA Highway Patrol - Fresno,0,5,0,5,0
1998,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
1999,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2000,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2001,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2002,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2003,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2004,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
1985,Glenn County,Glenn Co. Sheriff's Department,1,0,0,1,0
1985,Glenn County,Orland,0,0,0,0,0
1985,Glenn County,Willows,1,0,0,1,0
1985,Glenn County,Union Pacific RR - Glenn,0,0,0,0,0
1985,Glenn County,CA Highway Patrol - Glenn, , , , , 
1985,Humboldt County,Humboldt Co. Sheriff's Department,19,7,79,105,5
1985,Humboldt County,Arcata,1,1,2,4,1
1985,Humboldt County,Eureka,13,8,3,24,7
1985,Humboldt County,Ferndale,1,0,0,1,1
1985,Humboldt County,Fortuna,0,0,0,0,0
1985,Humboldt County,Rio Dell,0,0,0,0,0
1985,Humboldt County,CSU Humboldt (Arcata),2,0,0,2,0
1985,Humboldt County,Union Pacific RR - Humboldt,0,0,0,0,0
1985,Humboldt County,Eel River DPR,1,0,1,2,0
1985,Humboldt County,Northern Coast Redwoods DPR,0,0,1,1,0
1985,Humboldt County,CA Highway Patrol - Humboldt, , , , , 
1985,Imperial County,Imperial Co. Sheriff's Department,4,10,5,19,4
1985,Imperial County,Brawley,7,2,1,10,3
1985,Imperial County,Calexico,4,2,5,11,5
1985,Imperial County,El Centro,7,9,2,18,3
1985,Imperial County,Holtville,2,0,0,2,1
1985,Imperial County,Imperial,0,0,0,0,0
1985,Imperial County,Westmorland,0,0,0,0,0
1985,Imperial County,Union Pacific RR - Imperial,0,0,0,0,0
1985,Imperial County,Montane DPR,0,0,7,7,0
1985,Imperial County,Imperial State Police,0,0,0,0,0
1985,Imperial County,CA Highway Patrol - Imperial, , , , , 
1985,Inyo County,Inyo Co. Sheriff's Department,3,2,3,8,3
1985,Inyo County,Bishop,0,0,0,0,0
1985,Inyo County,Union Pacific RR - Inyo,0,0,0,0,0
1985,Inyo County,CA Highway Patrol - Inyo, , , , , 
1985,Kern County,Kern Co. Sheriff's Department,101,100,537,738,131
1985,Kern County,Arvin,3,2,3,8,1
1985,Kern County,Bakersfield,79,29,59,167,39
1985,Kern County,Delano,1,5,2,8,0
1985,Kern County,Maricopa,1,0,0,1,0
1985,Kern County,McFarland,2,0,5,7,1
1985,Kern County,Ridgecrest,4,3,26,33,0
1985,Kern County,Shafter,3,0,20,23,2
1985,Kern County,Taft,0,0,5,5,5
1985,Kern County,Tehachapi,0,0,0,0,0
1985,Kern County,California City,0,0,0,0,0
1985,Kern County,China Lake,0,0,5,5,1
1985,Kern County,Stallion Springs,0,0,0,0,0
1985,Kern County,Bear Valley,0,0,0,0,0
1985,Kern County,Santa Fe Railroad Kern,0,0,0,0,0
1985,Kern County,Kern SP RR,0,0,0,0,0
1985,Kern County,CSU Bakersfield,0,0,0,0,0
1985,Kern County,Kern State Police,0,0,0,0,0
1985,Kern County,CA Highway Patrol - Kern, , , , , 
1985,Kings County,Kings Co. Sheriff's Department,11,3,5,19,5
1985,Kings County,Corcoran,0,2,0,2,0
1985,Kings County,Hanford,4,1,2,7,0
1985,Kings County,Lemoore,0,0,0,0,0
1985,Kings County,Santa Fe Railroad Kings,0,0,0,0,0
1985,Kings County,Union Pacific RR - Kings,0,0,0,0,0
1985,Kings County,Porterville Developmental Center,1,0,0,1,0
1985,Kings County,Kings State Police,0,0,0,0,0
1985,Kings County,CA Highway Patrol - Kings, , , , , 
1985,Lake County,Lake Co. Sheriff's Department,7,2,3,12,4
1985,Lake County,Lakeport,0,0,0,0,0
1985,Lake County,Clearlake,8,1,3,12,3
1985,Lake County,Clear Lake DPR,0,0,0,0,0
1985,Lake County,CA Highway Patrol - Lake, , , , , 
1985,Lassen County,Lassen Co. Sheriff's Department,0,0,1,1,1
1985,Lassen County,Susanville,2,0,0,2,1
1985,Lassen County,Union Pacific RR - Lassen,0,0,0,0,0
1985,Lassen County,Lassen State Police,0,0,0,0,0
1985,Lassen County,CA Highway Patrol - Lassen, , , , , 
1985,Los Angeles County,Los Angeles Co. Sheriff's Department,323,260,89,672,67
1985,Los Angeles County,Alhambra,15,7,22,44,1
1985,Los Angeles County,Arcadia,5,0,6,11,5
1985,Los Angeles County,Artesia,2,4,0,6,0
1985,Los Angeles County,Avalon,0,0,1,1,1
1985,Los Angeles County,Azusa,7,5,4,16,4
1985,Los Angeles County,Baldwin Park,15,9,4,28,4
1985,Los Angeles County,Bell,4,3,1,8,0
1985,Los Angeles County,Bellflower,12,8,1,21,2
1985,Los Angeles County,Bell Gardens,9,9,0,18,2
1985,Los Angeles County,La Habra Heights,0,0,0,0,0
1985,Los Angeles County,Santa Fe Railroad Los Angeles,0,0,0,0,0
1985,Los Angeles County,Los Angeles Housing Authority,1,0,0,1,0
1985,Los Angeles County,Southern Pacific RR - Los Angeles,0,2,0,2,0
1985,Los Angeles County,Los Angeles UP RR,4,0,1,5,1
1985,Los Angeles County,Westlake Village,0,1,0,1,0
1985,Los Angeles County,Beverly Hills,6,0,0,6,1
1985,Los Angeles County,Bradbury,0,0,0,0,0
1985,Los Angeles County,Burbank,37,14,8,59,9
1985,Los Angeles County,Claremont,5,0,2,7,0
1985,Los Angeles County,Commerce,0,12,1,13,0
1985,Los Angeles County,Compton,50,35,7,92,16
1985,Los Angeles County,Covina,44,6,94,144,14
1985,Los Angeles County,Cudahy,4,1,1,6,0
1985,Los Angeles County,Culver City,38,15,62,115,1
1985,Los Angeles County,Cerritos,7,12,5,24,4
1985,Los Angeles County,High Desert DPR,1,0,0,1,0
1985,Los Angeles County,Hungry Valley DPR,0,0,0,0,0
1985,Santa Clara County,Agnews Developmental Center,0,0,0,0,0
1985,Los Angeles County,Downey,15,6,10,31,6
1985,Los Angeles County,Duarte,5,3,1,9,2
1985,Los Angeles County,El Monte,41,21,1,63,0
1985,Los Angeles County,El Segundo,7,0,0,7,1
1985,Los Angeles County,Gardena,17,9,10,36,3
1985,Los Angeles County,Glendale,64,16,72,152,26
1985,Los Angeles County,Glendora,3,1,7,11,0
1985,Los Angeles County,Hawaiian Gardens,4,4,0,8,0
1985,Los Angeles County,Hawthorne,29,23,63,115,6
1985,Los Angeles County,Hermosa Beach,2,1,0,3,0
1985,Los Angeles County,Hidden Hills,0,0,0,0,0
1985,Los Angeles County,Huntington Park,17,5,3,25,3
1985,Los Angeles County,Industry,3,9,2,14,1
1985,Los Angeles County,Inglewood,76,42,3,121,8
1985,Los Angeles County,Irwindale,1,4,0,5,0
1985,Los Angeles County,Lakewood,6,10,1,17,6
1985,Los Angeles County,La Mirada,6,0,2,8,1
1985,Los Angeles County,La Puente,10,9,5,24,2
1985,Los Angeles County,La Verne,5,3,1,9,2
1985,Los Angeles County,Lawndale,3,4,2,9,2
1985,Los Angeles County,Lomita,2,1,0,3,0
1985,Los Angeles County,Long Beach,116,43,14,173,87
1985,Los Angeles County,Los Angeles,1835,1434,2069,5338,249
1985,Los Angeles County,Lynwood,20,44,2,66,3
1985,Los Angeles County,Manhattan Beach,0,0,4,4,0
1985,Los Angeles County,Maywood,2,5,1,8,1
1985,Los Angeles County,Monrovia,13,5,0,18,7
1985,Los Angeles County,Montebello,3,8,3,14,1
1985,Los Angeles County,Monterey Park,7,2,0,9,2
1985,Los Angeles County,Norwalk,13,13,5,31,1
1985,Los Angeles County,Palmdale,11,8,6,25,0
1985,Los Angeles County,Palos Verdes Estates,0,0,0,0,0
1985,Los Angeles County,Paramount,11,16,2,29,5
1985,Los Angeles County,Pasadena,67,31,46,144,34
1985,Los Angeles County,Pico Rivera,14,16,1,31,0
1985,Los Angeles County,Pomona,68,38,19,125,30
1985,Los Angeles County,Redondo Beach,12,6,3,21,5
1985,Los Angeles County,Rolling Hills,0,0,0,0,0
1985,Los Angeles County,Rolling Hills Estates,1,0,0,1,0
1985,Los Angeles County,Rosemead,7,8,0,15,1
1985,Los Angeles County,San Dimas,6,1,7,14,3
1985,Los Angeles County,San Fernando,0,1,0,1,1
1985,Los Angeles County,San Gabriel,7,1,2,10,1
1985,Los Angeles County,San Marino,1,0,0,1,1
1985,Los Angeles County,Santa Fe Springs,13,7,0,20,2
1985,Los Angeles County,Santa Monica,35,16,102,153,9
1985,Los Angeles County,Sierra Madre,0,1,1,2,1
1985,Los Angeles County,Signal Hill,3,0,1,4,1
1985,Los Angeles County,South El Monte,6,4,2,12,3
1985,Los Angeles County,South Gate,33,30,3,66,6
1985,Los Angeles County,South Pasadena,7,0,0,7,0
1985,Los Angeles County,Temple City,4,1,0,5,3
1985,Los Angeles County,Torrance,30,12,25,67,28
1985,Los Angeles County,Vernon,1,0,0,1,0
1985,Los Angeles County,Walnut,3,3,2,8,5
1985,Los Angeles County,West Covina,19,11,19,49,6
1985,Los Angeles County,Whittier,5,6,3,14,2
1985,Los Angeles County,Carson,14,17,5,36,5
1985,Los Angeles County,Cal Poly - Pomona,1,0,0,1,0
1985,Los Angeles County,Rancho Palos Verdes,3,2,4,9,1
1985,Los Angeles County,CSU Dominguez Hills,0,0,0,0,0
1985,Los Angeles County,CSU Long Beach,0,0,0,0,0
1985,Los Angeles County,CSU Los Angeles,0,0,1,1,0
1985,Los Angeles County,CSU Northridge,0,0,0,0,0
1985,Los Angeles County,La Canada-Flintridge,8,1,1,10,0
1985,Los Angeles County,Lancaster,21,11,8,40,5
1985,Los Angeles County,UC Los Angeles,3,0,0,3,1
1985,Los Angeles County,Los Angeles State Police,0,0,0,0,0
1985,Los Angeles County,CA Highway Patrol - Los Angeles, , , , , 
1985,Madera County,Madera Co. Sheriff's Department,4,11,6,21,2
1985,Madera County,Chowchilla,1,4,0,5,1
1985,Madera County,Madera,3,4,0,7,0
1985,Madera County,Santa Fe Railroad Madera,0,0,0,0,0
1985,Madera County,Union Pacific RR - Madera,0,0,0,0,0
1985,Madera County,CA Highway Patrol - Madera, , , , , 
1985,Marin County,Marin Co. Sheriff's Department,4,5,3,12,2
1985,Marin County,Belvedere,0,0,0,0,0
1985,Marin County,Fairfax,0,0,0,0,0
1985,Marin County,Twin Cities,0,0,2,2,2
1985,Marin County,Mill Valley,2,0,6,8,5
1985,Marin County,Novato,4,4,6,14,1
1985,Marin County,Ross,0,0,0,0,0
1985,Marin County,San Anselmo,3,1,0,4,1
1985,Marin County,San Rafael,8,4,8,20,5
1985,Marin County,Sausalito,0,0,1,1,0
1985,Marin County,Tiburon,1,0,3,4,1
1985,Marin County,Union Pacific RR - Marin,0,0,0,0,0
1985,Marin County,Marin Community College,4,0,1,5,0
1985,Marin County,Marin DPR,0,0,1,1,0
1985,Marin County,CA Highway Patrol - Marin, , , , , 
1985,Mariposa County,Mariposa Co. Sheriff's Department,4,0,29,33,0
1985,Mariposa County,CA Highway Patrol - Mariposa, , , , , 
1985,Mendocino County,Mendocino Co. Sheriff's Department,8,1,4,13,3
1985,Mendocino County,Fort Bragg,1,0,1,2,1
1985,Mendocino County,Ukiah,3,1,1,5,4
1985,Mendocino County,Willits,3,1,1,5,1
1985,Mendocino County,Mendocino SP RR,0,0,1,1,1
1985,Mendocino County,Mendocino DPR,0,0,0,0,0
1985,Mendocino County,CA Highway Patrol - Mendocino, , , , , 
1985,Merced County,Merced Co. Sheriff's Department,2,2,2,6,1
1985,Merced County,Atwater,2,3,2,7,1
1985,Merced County,Dos Palos,2,0,0,2,1
1985,Merced County,Gustine,0,0,0,0,0
1985,Merced County,Livingston,1,0,0,1,1
1985,Merced County,Los Banos,1,2,0,3,0
1985,Merced County,Merced,8,6,4,18,6
1985,Merced County,Santa Fe Railroad Merced,0,0,0,0,0
1985,Merced County,Union Pacific RR - Merced,0,0,0,0,0
1985,Merced County,Merced College,1,0,0,1,0
1985,Merced County,Four Rivers DPR,2,0,2,4,0
1985,Merced County,Merced State Police,0,0,0,0,0
1985,Merced County,CA Highway Patrol - Merced, , , , , 
1985,Modoc County,Modoc Co. Sheriff's Department,1,2,0,3,2
1985,Modoc County,Alturas,0,1,0,1,0
1985,Modoc County,Union Pacific RR - Modoc,0,0,0,0,0
1985,Modoc County,CA Highway Patrol - Modoc, , , , , 
1985,Mono County,Mono Co. Sheriff's Department,0,0,1,1,0
1985,Mono County,CA Highway Patrol - Mono, , , , , 
1985,Monterey County,Monterey Co. Sheriff's Department,14,13,32,59,8
1985,Monterey County,Carmel,0,0,0,0,0
1985,Monterey County,Del Rey Oaks,0,0,1,1,0
1985,Monterey County,Gonzales,0,0,0,0,0
1985,Monterey County,Greenfield,0,1,0,1,2
1985,Monterey County,King City,1,1,0,2,1
1985,Monterey County,Monterey,10,2,4,16,7
1985,Monterey County,Pacific Grove,1,0,0,1,0
1985,Monterey County,Salinas,10,8,0,18,0
1985,Monterey County,Sand City,0,0,0,0,0
1985,Monterey County,Seaside,22,13,33,68,0
1985,Monterey County,Soledad,2,0,2,4,3
1985,Monterey County,Marina,6,1,1,8,3
1985,Monterey County,Monterey Airport,0,0,0,0,0
1985,Monterey County,Union Pacific RR - Monterey,0,0,0,0,0
1985,Monterey County,Big Sur DPR,0,0,0,0,0
1985,Monterey County,Monterey DPR,0,0,0,0,0
1985,Monterey County,CA Highway Patrol - Monterey, , , , , 
1985,Napa County,Napa Co. Sheriff's Department,1,1,1,3,1
1985,Napa County,Calistoga,0,0,1,1,1
1985,Napa County,Napa,12,3,15,30,4
1985,Napa County,St. Helena,0,0,0,0,0
1985,Napa County,Union Pacific RR - Napa,0,0,0,0,0
1985,Napa County,Napa DPR,0,0,0,0,0
1986,Santa Clara County,Agnews Developmental Center,1,0,0,1,1
1985,Napa County,CA Highway Patrol - Napa, , , , , 
1985,Nevada County,Nevada Co. Sheriff's Department,6,5,15,26,1
1985,Nevada County,Grass Valley,2,1,0,3,1
1985,Nevada County,Nevada City,0,0,0,0,0
1985,Nevada County,Union Pacific RR - Nevada,0,0,0,0,0
1985,Nevada County,Gold Mines DPR,0,0,0,0,0
1985,Nevada County,CA Highway Patrol - Nevada, , , , , 
1985,Orange County,Orange Co. Sheriff's Department,75,49,147,271,13
1985,Orange County,Anaheim,44,29,2,75,21
1985,Orange County,Brea,4,1,1,6,0
1985,Orange County,Buena Park,14,5,102,121,2
1985,Orange County,Costa Mesa,6,13,5,24,1
1985,Orange County,Cypress,12,7,32,51,0
1985,Orange County,La Palma,0,0,1,1,0
1985,Orange County,Fountain Valley,8,6,3,17,2
1985,Orange County,Fullerton,21,12,6,39,4
1985,Orange County,Garden Grove,25,16,6,47,2
1985,Orange County,Huntington Beach,19,7,12,38,7
1985,Orange County,Laguna Beach,13,3,7,23,0
1985,Orange County,La Habra,7,6,9,22,2
1985,Orange County,Los Alamitos,5,6,9,20,0
1985,Orange County,Newport Beach,8,3,1,12,0
1985,Orange County,Orange,28,21,150,199,0
1985,Orange County,Placentia,15,6,32,53,1
1985,Orange County,San Clemente,6,3,17,26,5
1985,Orange County,San Juan Capistrano,7,6,10,23,0
1985,Orange County,Santa Ana,60,57,34,151,7
1985,Orange County,Seal Beach,8,1,10,19,0
1985,Orange County,Stanton,4,6,0,10,4
1985,Orange County,Tustin,24,7,34,65,3
1985,Orange County,Villa Park,0,0,2,2,0
1985,Orange County,Westminster,10,8,0,18,0
1985,Orange County,Yorba Linda,7,2,16,25,3
1985,Orange County,Irvine,30,10,56,96,5
1985,Orange County,CSU Fullerton,0,0,0,0,0
1985,Orange County,Santa Fe Railroad Orange,0,0,0,0,0
1985,Orange County,Union Pacific RR - Orange,0,0,0,0,0
1985,Orange County,Orange UP RR,0,0,0,0,0
1985,Orange County,Orange Coast DPR,1,0,1,2,1
1985,Orange County,Pendleton Coast DPR,0,3,0,3,0
1985,Orange County,Fairview Developmental Center,0,0,0,0,0
1985,Orange County,UC Irvine,4,0,0,4,0
1985,Orange County,Orange State Police,0,0,0,0,0
1985,Orange County,CA Highway Patrol - Orange, , , , , 
1985,Placer County,Placer Co. Sheriff's Department,6,3,75,84,2
1985,Placer County,Auburn,2,1,0,3,0
1985,Placer County,Colfax,0,0,0,0,0
1985,Placer County,Lincoln,0,0,0,0,0
1985,Placer County,Rocklin,3,1,3,7,1
1985,Placer County,Roseville,1,4,1,6,0
1985,Placer County,Placer SP RR,0,0,0,0,0
1985,Placer County,Sierra DPR,0,0,0,0,0
1985,Placer County,CA Highway Patrol - Placer, , , , , 
1985,Plumas County,Plumas Co. Sheriff's Department,1,0,0,1,0
1985,Plumas County,Plumas-Eureka DPR,0,0,0,0,0
1985,Plumas County,Union Pacific RR - Plumas,0,0,0,0,0
1985,Plumas County,CA Highway Patrol - Plumas, , , , , 
1985,Riverside County,Riverside Co. Sheriff's Department,62,76,41,179,42
1985,Riverside County,Banning,4,7,1,12,4
1985,Riverside County,Beaumont,0,1,0,1,0
1985,Riverside County,Blythe,7,2,8,17,2
1985,Riverside County,Coachella,1,1,2,4,2
1985,Riverside County,Desert Hot Springs,0,0,1,1,0
1985,Riverside County,Hemet,8,2,9,19,6
1985,Riverside County,Indio,3,9,4,16,6
1985,Riverside County,Palm Springs,16,6,30,52,3
1985,Riverside County,Perris,4,0,0,4,0
1985,Riverside County,Riverside,79,49,320,448,15
1985,Riverside County,San Jacinto,2,3,1,6,0
1985,Riverside County,Corona,16,8,11,35,9
1985,Riverside County,Santa Fe Railroad Riverside,1,0,0,1,1
1985,Riverside County,Union Pacific RR - Riverside,0,0,0,0,0
1985,Riverside County,Riverside UP RR,0,0,0,0,0
1985,Riverside County,Inland Empire DPR,0,0,0,0,0
1985,Riverside County,Cathedral City,3,2,1,6,3
1985,Riverside County,Mt. San Jacinto DPR,0,0,0,0,0
1985,Riverside County,Salton Sea DPR,0,0,0,0,0
1985,Riverside County,Picacho DPR,0,0,0,0,0
1985,Riverside County,UC Riverside,2,0,1,3,1
1985,Riverside County,Riverside State Police,0,0,0,0,0
1985,Riverside County,CA Highway Patrol - Riverside, , , , , 
1985,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1986,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1987,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1988,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1989,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1990,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1991,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1992,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1993,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1994,Sacramento County,CA Highway Patrol - Sacramento, , , , , 
1995,Sacramento County,CA Highway Patrol - Sacramento,0,0,0,0,0
1996,Sacramento County,CA Highway Patrol - Sacramento,1,0,0,1,1
1997,Sacramento County,CA Highway Patrol - Sacramento,0,0,0,0,0
1985,San Benito County,San Benito Co. Sheriff's Department,2,1,1,4,1
1985,San Benito County,Hollister,7,1,1,9,1
1985,San Benito County,San Juan Bautisto,0,1,0,1,0
1985,San Benito County,Union Pacific RR - San Benito,0,0,0,0,0
1985,San Benito County,Hollister Hills DPR,0,0,0,0,0
1985,San Benito County,Gavilan DPR,0,0,0,0,0
1985,San Benito County,CA Highway Patrol - San Benito, , , , , 
1985,San Bernardino County,San Bernardino Co. Sheriff's Department,60,58,18,136,38
1985,San Bernardino County,Barstow,7,3,0,10,4
1985,San Bernardino County,Chino,4,8,5,17,0
1985,San Bernardino County,Colton,14,9,9,32,11
1985,San Bernardino County,Fontana,22,14,6,42,9
1985,San Bernardino County,Montclair,7,6,2,15,2
1985,San Bernardino County,Needles,1,4,0,5,1
1985,San Bernardino County,Ontario,36,34,217,287,0
1985,San Bernardino County,Redlands,10,1,0,11,2
1985,San Bernardino County,Rialto,8,5,2,15,7
1985,San Bernardino County,San Bernardino,80,49,25,154,14
1985,San Bernardino County,Upland,11,3,14,28,8
1985,San Bernardino County,Victorville,8,2,1,11,1
1985,San Bernardino County,Adelanto,1,2,1,4,0
1985,San Bernardino County,CSU San Bernardino,0,0,2,2,1
1985,San Bernardino County,Rancho Cucamonga,5,11,9,25,7
1985,San Bernardino County,Santa Fe Railroad San Bernardino,0,0,1,1,0
1985,San Bernardino County,San Bernardino SP RR,0,0,0,0,0
1985,San Bernardino County,San Bernardino UP RR,0,0,0,0,0
1985,San Bernardino County,Big Bear,3,0,0,3,1
1985,San Bernardino County,Grand Terrace,1,0,0,1,1
1985,San Bernardino County,Loma Linda,1,3,1,5,4
1985,San Bernardino County,Mojave River DPR,0,0,0,0,0
1985,San Bernardino County,San Bernardino State Police,0,0,0,0,0
1985,San Bernardino County,CA Highway Patrol - San Bernardino, , , , , 
1985,San Diego County,San Diego Co. Sheriff's Department,137,76,83,296,66
1985,San Diego County,Carlsbad,7,4,0,11,1
1985,San Diego County,Chula Vista,16,6,2,24,7
1985,San Diego County,Coronado,4,1,11,16,0
1985,San Diego County,El Cajon,28,9,2,39,9
1985,San Diego County,Escondido,9,5,0,14,3
1985,San Diego County,La Mesa,6,10,2,18,2
1985,San Diego County,National City,8,0,2,10,4
1985,San Diego County,Oceanside,8,9,1,18,0
1985,San Diego County,San Diego,250,106,24,380,85
1985,San Diego County,CSU San Diego,0,0,1,1,0
1985,San Diego County,Santa Fe Railroad San Diego,1,0,1,2,0
1985,San Diego County,Union Pacific RR - San Diego,0,0,0,0,0
1985,San Diego County,Colorado DPR,0,0,0,0,0
1985,San Diego County,Frontera DPR,0,0,0,0,0
