Year,County,NCICCode,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum
2017,Orange County,Tustin,2,2,5,9,4
2017,Orange County,Villa Park,1,0,0,1,0
2017,Orange County,Westminster,8,6,0,14,1
2017,Orange County,Yorba Linda,1,0,4,5,0
2017,Orange County,Irvine,4,0,6,10,5
2017,Orange County,CSU Fullerton,1,0,0,1,0
2017,Orange County,Union Pacific RR - Orange,0,0,0,0,0
2017,Orange County,Orange Coast DPR,0,0,0,0,0
2017,Orange County,Fairview Developmental Center,0,0,0,0,0
2017,Orange County,Mission Viejo,0,0,1,1,2
2017,Orange County,Dana Point,0,0,1,1,1
2017,Orange County,Laguna Niguel,0,0,1,1,1
2017,Orange County,Laguna Hills,1,0,3,4,2
2017,Orange County,Lake Forest,0,1,1,2,0
2017,Orange County,Laguna Woods,0,0,1,1,0
2017,Orange County,Rancho Santa Margarita,0,2,2,4,0
2017,Orange County,Aliso Viejo,2,0,1,3,2
2017,Orange County,Irvine Valley College,0,0,0,0,0
2017,Orange County,UC Irvine,1,0,0,1,0
2017,Orange County,CA Highway Patrol - Orange,0,0,0,0,0
2017,Placer County,Placer Co. Sheriff's Department,3,0,1,4,2
2017,Placer County,Auburn,1,0,2,3,0
2017,Placer County,Lincoln,1,0,2,3,2
2017,Placer County,Rocklin,7,0,3,10,0
2017,Placer County,Roseville,21,3,9,33,8
2017,Placer County,Sierra DPR,0,0,0,0,0
2017,Placer County,Union Pacific RR - Placer,0,0,0,0,0
2017,Placer County,CA Highway Patrol - Placer,0,0,0,0,0
2017,Plumas County,Plumas Co. Sheriff's Department,1,1,4,6,2
2017,Plumas County,Union Pacific RR - Plumas,0,0,0,0,0
2017,Plumas County,CA Highway Patrol - Plumas,0,0,0,0,0
2017,Riverside County,Riverside Co. Sheriff's Department,7,10,11,28,11
2017,Riverside County,Banning,0,0,0,0,0
2017,Riverside County,Beaumont,1,1,0,2,0
2017,Riverside County,Blythe,12,2,13,27,4
2017,Riverside County,Coachella,1,2,1,4,1
2017,Riverside County,Desert Hot Springs,1,1,1,3,1
2017,Riverside County,Hemet,6,3,1,10,0
2017,Riverside County,Indio,3,2,1,6,0
2017,Riverside County,Norco,0,0,0,0,0
2017,Riverside County,Palm Springs,1,1,1,3,1
2017,Riverside County,Perris,1,3,3,7,3
2017,Riverside County,Riverside,26,14,33,73,14
2017,Riverside County,San Jacinto,0,1,0,1,0
2017,Riverside County,Corona,4,5,10,19,4
2017,Riverside County,Indian Wells,0,0,0,0,0
2017,Riverside County,Rancho Mirage,0,0,0,0,0
2017,Riverside County,Palm Desert,0,0,1,1,0
2017,Riverside County,Union Pacific RR - Riverside,0,0,0,0,0
2017,Riverside County,Inland Empire DPR,0,0,1,1,0
2017,Riverside County,Cathedral City,1,4,1,6,0
2017,Riverside County,Lake Elsinore,0,0,1,1,0
2017,Riverside County,La Quinta,0,0,0,0,0
2017,Riverside County,Moreno Valley,2,4,8,14,1
2017,Riverside County,Temecula,2,0,0,2,1
2017,Riverside County,Calimesa,0,0,0,0,0
2017,Riverside County,Canyon Lake,1,1,0,2,1
2017,Riverside County,Murrieta,5,1,2,8,0
2017,Riverside County,Riverside Community College,0,0,1,1,1
2017,Riverside County,Wildomar,0,1,0,1,0
2017,Riverside County,Menifee,1,0,1,2,0
2017,Riverside County,Eastvale,1,1,0,2,1
2017,Riverside County,UC Riverside,0,0,0,0,0
2017,Riverside County,CA Highway Patrol - Riverside,0,0,0,0,0
2017,Riverside County,Jurupa Valley,0,0,5,5,1
2017,Riverside County,Mount San Jacinto Community College,0,0,0,0,0
2017,Sacramento County,Sacramento Co. Sheriff's Department,20,11,27,58,19
2017,Sacramento County,Folsom,12,0,3,15,1
2017,Sacramento County,Galt,6,0,0,6,3
2017,Sacramento County,Isleton,0,0,0,0,0
2017,Sacramento County,Sacramento,75,46,88,209,43
2017,Sacramento County,CSU Sacramento,2,0,0,2,0
2017,Sacramento County,Elk Grove,5,0,1,6,1
2017,Sacramento County,Gold Fields DPR,0,0,0,0,0
2017,Sacramento County,Twin Rivers Unified School,0,0,0,0,0
2017,Sacramento County,CA State Fair,1,0,2,3,0
2017,Sacramento County,Capital DPR,0,0,0,0,0
2017,Sacramento County,Twin Cities DPR,0,0,0,0,0
2017,Sacramento County,Union Pacific RR - Sacramento,0,0,0,0,0
2017,Sacramento County,Rancho Cordova,0,0,1,1,0
2017,Sacramento County,Citrus Heights,10,1,0,11,2
2017,Sacramento County,UC Med Center Sacramento,2,0,2,4,1
2017,Sacramento County,CA Highway Patrol - Sacramento,0,0,0,0,1
2017,San Benito County,San Benito Co. Sheriff's Department,1,0,0,1,0
2017,San Benito County,Hollister,3,0,2,5,1
2017,San Benito County,Union Pacific RR - San Benito,0,0,0,0,0
2017,San Benito County,Hollister Hills DPR,0,0,0,0,0
2017,San Benito County,CA Highway Patrol - San Benito,0,0,0,0,0
2017,San Bernardino County,San Bernardino Co. Sheriff's Department,18,33,19,70,13
2017,San Bernardino County,Barstow,10,2,1,13,4
2017,San Bernardino County,Chino,4,2,0,6,0
2017,San Bernardino County,Colton,2,4,1,7,2
2017,San Bernardino County,Fontana,7,3,3,13,6
2017,San Bernardino County,Montclair,2,4,9,15,1
2017,San Bernardino County,Needles,6,0,3,9,3
2017,San Bernardino County,Ontario,13,7,9,29,12
2017,San Bernardino County,Redlands,6,4,10,20,2
2017,San Bernardino County,Rialto,0,2,1,3,0
2017,San Bernardino County,San Bernardino,26,16,25,67,32
2017,San Bernardino County,Upland,2,0,4,6,0
2017,San Bernardino County,Victorville,20,13,9,42,11
2017,San Bernardino County,Adelanto,6,6,1,13,2
2017,San Bernardino County,CSU San Bernardino,1,0,0,1,1
2017,San Bernardino County,Rancho Cucamonga,4,2,1,7,2
2017,San Bernardino County,Big Bear,0,1,2,3,1
2017,San Bernardino County,Grand Terrace,0,0,0,0,0
2017,San Bernardino County,Loma Linda,1,0,0,1,1
2017,San Bernardino County,San Bernardino Unified School,11,0,0,11,2
2017,San Bernardino County,Highland,2,6,9,17,2
2017,San Bernardino County,Twentynine Palms,4,2,2,8,1
2017,San Bernardino County,Hesperia,12,7,6,25,6
2017,San Bernardino County,Apple Valley,4,2,1,7,5
2017,San Bernardino County,Yucaipa,3,0,2,5,3
2017,San Bernardino County,San Bernardino College,0,0,1,1,0
2017,San Bernardino County,Chino Hills,3,2,0,5,2
2017,San Bernardino County,Yucca Valley,0,0,2,2,0
2017,San Bernardino County,Fontana Unified School,3,0,0,3,1
2017,San Bernardino County,Union Pacific RR - San Bernardino,0,0,0,0,0
2017,San Bernardino County,Patton State Hospital,0,0,0,0,0
2017,San Bernardino County,Tehachapi DPR,0,0,1,1,0
2017,San Bernardino County,CA Highway Patrol - San Bernardino,0,0,0,0,0
2017,San Diego County,San Diego Co. Sheriff's Department,7,5,20,32,25
2017,San Diego County,Carlsbad,6,1,11,18,7
2017,San Diego County,Chula Vista,3,6,14,23,7
2017,San Diego County,Coronado,1,0,1,2,1
2017,San Diego County,Del Mar,0,0,0,0,0
2017,San Diego County,El Cajon,3,0,9,12,4
2017,San Diego County,Escondido,11,2,16,29,5
2017,San Diego County,Imperial Beach,0,0,1,1,0
2017,San Diego County,La Mesa,2,2,3,7,2
2017,San Diego County,National City,6,2,3,11,1
2017,San Diego County,Oceanside,3,5,14,22,3
2017,San Diego County,San Diego,91,44,23,158,50
2017,San Diego County,San Marcos,1,0,3,4,3
2017,San Diego County,Vista,4,1,4,9,7
2017,San Diego County,CSU San Diego,1,0,0,1,0
2017,San Diego County,San Diego Harbor,0,0,0,0,0
2017,San Diego County,Colorado DPR,0,0,0,0,0
2017,San Diego County,Ocotillo Wells DPR,0,0,0,0,0
2017,San Diego County,San Diego Coast DPR,1,0,0,1,0
2017,San Diego County,CSU San Marcos,0,0,1,1,1
2017,San Diego County,UC San Diego,9,0,0,9,5
2017,San Diego County,CA Highway Patrol - San Diego,0,1,0,1,0
2017,San Diego County,Lemon Grove,0,0,0,0,0
2017,San Diego County,Santee,0,0,1,1,1
2017,San Diego County,Poway,1,0,2,3,2
2017,San Diego County,Encinitas,1,0,1,2,3
2017,San Diego County,Solana Beach,0,0,0,0,0
2017,San Francisco County,San Francisco,74,95,134,303,57
2017,San Francisco County,CSU San Francisco,0,0,0,0,0
2017,San Francisco County,San Francisco BART,0,0,0,0,0
2017,San Francisco County,Union Pacific RR - San Francisco,0,0,0,0,0
2017,San Francisco County,UC San Francisco,0,0,0,0,0
2017,San Francisco County,CA Highway Patrol - San Francisco,0,0,0,0,0
2017,San Joaquin County,San Joaquin Co. Sheriff's Department,14,6,7,27,10
2017,San Joaquin County,Escalon,0,0,0,0,0
2017,San Joaquin County,Lodi,7,1,0,8,2
2017,San Joaquin County,Manteca,5,6,3,14,2
2017,San Joaquin County,Ripon,0,0,0,0,0
2017,San Joaquin County,Stockton,105,26,77,208,31
2017,San Joaquin County,Tracy,1,5,5,11,1
2017,San Joaquin County,Stockton Unified School,1,0,1,2,1
2017,San Joaquin County,Union Pacific RR - San Joaquin,0,0,0,0,0
2017,San Joaquin County,CA Highway Patrol - San Joaquin,0,0,0,0,0
2017,San Luis Obispo County,San Luis Obispo Co. Sheriff's Department,0,0,5,5,3
2017,San Luis Obispo County,Arroyo Grande,0,2,0,2,0
2017,San Luis Obispo County,Grover Beach,0,0,0,0,0
2017,San Luis Obispo County,Morro Bay,1,1,1,3,2
2017,San Luis Obispo County,Paso Robles,2,1,1,4,1
2017,San Luis Obispo County,Pismo Beach,0,0,1,1,0
2017,San Luis Obispo County,San Luis Obispo,2,0,10,12,0
2017,San Luis Obispo County,Cal Poly San Luis Obispo,0,0,0,0,0
2017,San Luis Obispo County,Atascadero,2,1,0,3,0
2017,San Luis Obispo County,San Luis Obispo Coast DPR,0,0,0,0,0
2017,San Luis Obispo County,Oceano Dunes DPR,0,0,6,6,0
2017,San Luis Obispo County,Atascadero State Hospital,0,0,0,0,0
2017,San Luis Obispo County,Union Pacific RR - San Luis Obispo,0,0,0,0,0
2017,San Luis Obispo County,Cuesta College,0,0,0,0,0
2017,San Luis Obispo County,CA Highway Patrol - San Luis Obispo,0,0,0,0,0
2017,San Mateo County,San Mateo Co. Sheriff's Department,8,0,6,14,6
2017,San Mateo County,Atherton,0,0,0,0,0
2017,San Mateo County,Belmont,3,0,5,8,1
2017,San Mateo County,Brisbane,1,0,0,1,0
2017,San Mateo County,Burlingame,4,0,0,4,0
2017,San Mateo County,Colma,0,0,0,0,0
2017,San Mateo County,Daly City,6,1,5,12,4
2017,San Mateo County,Hillsborough,0,0,0,0,0
2017,San Mateo County,Menlo Park,0,0,0,0,0
2017,San Mateo County,Pacifica,1,0,2,3,0
2017,San Mateo County,Redwood City,15,1,2,18,6
2017,San Mateo County,San Bruno,3,1,0,4,1
2017,San Mateo County,San Mateo,6,0,2,8,1
2017,San Mateo County,South San Francisco,5,0,3,8,3
2017,San Mateo County,Broadmoor,0,0,0,0,0
2017,San Mateo County,Foster City,4,0,0,4,0
2017,San Mateo County,San Mateo BART,0,0,0,0,0
2017,San Mateo County,Union Pacific RR - San Mateo,0,0,0,0,0
2017,San Mateo County,Bay Area DPR,0,0,0,0,0
2017,San Mateo County,East Palo Alto,2,0,6,8,1
2017,San Mateo County,CA Highway Patrol - San Mateo,0,0,0,0,0
2017,Santa Barbara County,Santa Barbara Co. Sheriff's Department,5,0,1,6,3
2017,Santa Barbara County,Guadalupe,0,1,0,1,0
2017,Santa Barbara County,Lompoc,2,4,2,8,1
2017,Santa Barbara County,Santa Barbara,11,1,11,23,6
2017,Santa Barbara County,Santa Maria,9,1,1,11,3
2017,Santa Barbara County,Carpinteria,1,0,0,1,1
2017,Santa Barbara County,Union Pacific RR - Santa Barbara,0,0,0,0,0
2017,Santa Barbara County,Solvang,0,0,0,0,0
2017,Santa Barbara County,Allen Hancock College,0,0,0,0,0
2017,Santa Barbara County,Buelton,0,0,0,0,0
2017,Santa Barbara County,Goleta,2,0,1,3,2
2017,Santa Barbara County,UC Santa Barbara,0,0,1,1,1
2017,Santa Barbara County,CA Highway Patrol - Santa Barbara,0,0,0,0,0
2017,Santa Clara County,Santa Clara Co. Sheriff's Department,0,0,1,1,0
2017,Santa Clara County,Campbell,1,2,9,12,1
2017,Santa Clara County,Cupertino,1,1,8,10,0
2017,Santa Clara County,Gilroy,5,0,3,8,4
2017,Santa Clara County,Los Altos,2,1,0,3,0
2017,Santa Clara County,Los Altos Hills,1,0,3,4,0
2017,Santa Clara County,Los Gatos,0,0,0,0,0
2017,Santa Clara County,Milpitas,4,0,0,4,0
2017,Santa Clara County,Monte Sereno,0,0,0,0,0
2017,Santa Clara County,Morgan Hill,1,0,1,2,2
2017,Santa Clara County,Mountain View,1,1,4,6,3
2017,Santa Clara County,Palo Alto,1,1,4,6,4
2017,Santa Clara County,San Jose,79,35,59,173,31
2017,Santa Clara County,Santa Clara,4,1,2,7,1
2017,Santa Clara County,Saratoga,1,0,3,4,0
2017,Santa Clara County,Sunnyvale,9,1,9,19,3
2017,Santa Clara County,CSU San Jose,7,0,0,7,1
2017,Santa Clara County,San Jose Community College,0,0,0,0,0
2017,Santa Clara County,West Valley College District,0,0,0,0,0
2017,Santa Clara County,Foothill College,0,0,0,0,0
2017,Santa Clara County,Union Pacific RR - Santa Clara,0,0,0,0,0
2017,Santa Clara County,Santa Clara Transit District,0,0,0,0,0
2017,Santa Clara County,CA Highway Patrol - Santa Clara,0,0,0,0,0
2017,Santa Cruz County,Santa Cruz Co. Sheriff's Department,6,0,3,9,3
2017,Santa Cruz County,Capitola,4,0,2,6,0
2017,Santa Cruz County,Santa Cruz,12,3,15,30,1
2017,Santa Cruz County,Watsonville,8,2,4,14,0
2017,Santa Cruz County,Scotts Valley,0,0,0,0,0
2017,Santa Cruz County,Union Pacific RR - Santa Cruz,0,0,0,0,0
2017,Santa Cruz County,Santa Cruz Mtns. DPR,1,2,1,4,0
2017,Santa Cruz County,UC Santa Cruz,6,0,0,6,2
2017,Santa Cruz County,CA Highway Patrol - Santa Cruz,0,0,0,0,0
2017,Shasta County,Shasta Co. Sheriff's Department,4,0,44,48,5
2017,Shasta County,Anderson,3,0,1,4,1
2017,Shasta County,Redding,4,0,5,9,6
2017,Shasta County,Union Pacific RR - Shasta,0,0,0,0,0
2017,Shasta County,Shasta Marshal's Office,0,0,0,0,0
2017,Shasta County,CA Highway Patrol - Shasta,0,0,0,0,0
2017,Sierra County,Sierra Co. Sheriff's Department,0,0,0,0,0
2017,Sierra County,Union Pacific RR - Sierra,0,0,0,0,0
2017,Sierra County,CA Highway Patrol - Sierra,0,0,0,0,0
2017,Siskiyou County,Siskiyou Co. Sheriff's Department,0,0,1,1,0
2017,Siskiyou County,Dorris,0,0,0,0,0
2017,Siskiyou County,Dunsmuir,0,0,0,0,0
2017,Siskiyou County,Etna,0,0,0,0,0
2017,Siskiyou County,Fort Jones,0,0,0,0,0
2017,Siskiyou County,Montague,0,0,0,0,0
2017,Siskiyou County,Mount Shasta,0,1,0,1,0
2017,Siskiyou County,Tulelake,0,0,0,0,0
2017,Siskiyou County,Weed,0,0,0,0,0
2017,Siskiyou County,Yreka,1,0,0,1,1
2017,Siskiyou County,Lake Shastina,0,0,0,0,0
2017,Siskiyou County,Union Pacific RR - Siskiyou,0,0,0,0,0
2017,Siskiyou County,CA Highway Patrol - Siskiyou,0,0,1,1,1
2017,Solano County,Solano Co. Sheriff's Department,4,2,2,8,0
2017,Solano County,Benicia,0,1,0,1,1
2017,Solano County,Dixon,6,0,8,14,1
2017,Solano County,Fairfield,29,0,3,32,12
2017,Solano County,Rio Vista,0,0,0,0,0
2017,Solano County,Suisun,4,4,0,8,2
2017,Solano County,Vacaville,0,4,13,17,0
2017,Solano County,Vallejo,56,0,4,60,23
2017,Solano County,Union Pacific RR - Solano,0,0,0,0,0
2017,Solano County,CA Highway Patrol - Solano,0,0,0,0,0
2017,Sonoma County,Sonoma Co. Sheriff's Department,5,2,8,15,7
2017,Sonoma County,Cloverdale,5,0,0,5,0
2017,Sonoma County,Cotati,0,0,0,0,0
2017,Sonoma County,Healdsburg,0,0,0,0,0
2017,Sonoma County,Rohnert Park,0,0,7,7,2
2017,Sonoma County,Santa Rosa,10,4,8,22,7
2017,Sonoma County,Sebastopol,1,0,0,1,0
2017,Sonoma County,Sonoma,0,0,1,1,1
2017,Sonoma County,Petaluma,1,0,8,9,3
2017,Sonoma County,CSU Sonoma,0,0,0,0,0
2017,Sonoma County,Union Pacific RR - Sonoma,0,0,0,0,0
2017,Sonoma County,Silverado DPR,0,0,0,0,0
2017,Sonoma County,Sonoma Mendocino Coast DPR,0,0,2,2,0
2017,Sonoma County,Sonoma Developmental Center,0,0,0,0,0
2017,Sonoma County,Sonoma Co. Junior College,0,0,0,0,0
2017,Sonoma County,Windsor,1,0,1,2,0
2017,Sonoma County,CA Highway Patrol - Sonoma,0,0,0,0,0
2017,Stanislaus County,Stanislaus Co. Sheriff's Department,2,5,4,11,1
2017,Stanislaus County,Ceres,6,0,4,10,5
2017,Stanislaus County,Modesto,16,21,26,63,15
2017,Stanislaus County,Newman,0,0,0,0,0
2017,Stanislaus County,Oakdale,2,1,0,3,0
2017,Stanislaus County,Patterson,1,1,0,2,1
2017,Stanislaus County,Riverbank,2,0,0,2,0
2017,Stanislaus County,Turlock,6,7,22,35,4
2017,Stanislaus County,Waterford,0,0,0,0,0
2017,Stanislaus County,Hughson,0,0,0,0,0
2017,Stanislaus County,CSU Stanislaus,0,0,1,1,1
2017,Stanislaus County,Union Pacific RR - Stanislaus,0,0,0,0,0
2017,Stanislaus County,CA Highway Patrol - Stanislaus,0,0,0,0,0
2017,Sutter County,Sutter Co. Sheriff's Department,1,1,0,2,1
2017,Sutter County,Yuba City,6,2,7,15,7
2017,Sutter County,Union Pacific RR - Sutter,0,0,0,0,0
2017,Sutter County,CA Highway Patrol - Sutter,0,0,0,0,0
2017,Tehama County,Tehama Co. Sheriff's Department,0,0,0,0,0
2017,Tehama County,Corning,2,0,0,2,1
2017,Tehama County,Red Bluff,6,0,4,10,5
2017,Tehama County,Union Pacific RR - Tehama,0,0,0,0,0
2017,Tehama County,CA Highway Patrol - Tehama,0,0,0,0,0
2017,Trinity County,Trinity Co. Sheriff's Department,1,0,0,1,0
2017,Trinity County,Union Pacific RR - Trinity,0,0,0,0,0
2017,Trinity County,CA Highway Patrol - Trinity,0,0,0,0,0
2017,Tulare County,Tulare Co. Sheriff's Department,0,0,0,0,0
2017,Tulare County,Dinuba,5,0,4,9,0
2017,Tulare County,Exeter,0,0,1,1,0
2017,Tulare County,Farmersville,1,0,1,2,0
2017,Tulare County,Lindsay,5,0,2,7,1
2017,Tulare County,Porterville,0,1,2,3,0
2017,Tulare County,Tulare,5,7,3,15,7
2017,Tulare County,Visalia,7,3,6,16,12
2017,Tulare County,Woodlake,0,0,4,4,2
2017,Tulare County,Union Pacific RR - Tulare,0,0,0,0,0
2017,Tulare County,College of the Sequoias,1,0,0,1,0
2017,Tulare County,CA Highway Patrol - Tulare,0,14,0,14,0
2017,Tuolumne County,Tuolumne Co. Sheriff's Department,6,0,0,6,4
2017,Tuolumne County,Sonora,4,0,3,7,2
2017,Tuolumne County,CA Highway Patrol - Tuolumne,0,0,0,0,0
2017,Ventura County,Ventura Co. Sheriff's Department,2,3,3,8,4
2017,Ventura County,Camarillo,2,0,4,6,1
2017,Ventura County,Fillmore,3,1,1,5,3
2017,Ventura County,Ojai,0,0,0,0,0
2017,Ventura County,Oxnard,17,11,15,43,3
2017,Ventura County,Port Hueneme,0,6,0,6,0
2017,Ventura County,Santa Paula,1,1,0,2,1
2017,Ventura County,Thousand Oaks,1,0,11,12,7
2017,Ventura County,Ventura,5,3,9,17,8
2017,Ventura County,Simi Valley,1,1,5,7,2
2017,Ventura County,Angeles DPR,0,0,0,0,0
2017,Ventura County,Moorpark,2,0,2,4,2
2017,Ventura County,Channel Coast DPR,0,0,0,0,0
2017,Ventura County,Hungry Valley DPR,0,0,0,0,0
2017,Ventura County,Union Pacific RR - Ventura,0,0,0,0,0
2017,Ventura County,CSU Channel Islands,0,0,0,0,0
2017,Ventura County,Ventura Community College,0,0,0,0,0
2017,Ventura County,CA Highway Patrol - Ventura,0,0,0,0,0
2017,Yolo County,Yolo Co. Sheriff's Department,0,2,1,3,0
2017,Yolo County,Davis,7,0,1,8,1
2017,Yolo County,Winters,1,0,1,2,1
2017,Yolo County,Woodland,15,10,10,35,3
2017,Yolo County,West Sacramento,12,1,8,21,3
2017,Yolo County,Union Pacific RR - Yolo,0,0,0,0,0
2017,Yolo County,UC Davis,4,0,0,4,0
2017,Yolo County,CA Highway Patrol - Yolo,0,0,0,0,0
2017,Yuba County,Yuba Co. Sheriff's Department,5,5,6,16,1
2017,Yuba County,Marysville,6,5,3,14,0
2017,Yuba County,Wheatland,1,0,0,1,0
2017,Yuba County,Union Pacific RR - Yuba,0,0,0,0,0
2017,Yuba County,CA Highway Patrol - Yuba,0,0,0,0,0
2018,Alameda County,Alameda Co. Sheriff's Department,9,7,7,23,3
2018,Alameda County,Alameda,11,2,5,18,1
2018,Alameda County,Albany,1,2,0,3,0
2018,Alameda County,Berkeley,14,6,11,31,12
2018,Alameda County,Emeryville,1,0,5,6,1
2018,Alameda County,Fremont,16,0,6,22,7
2018,Alameda County,Hayward,7,10,4,21,2
2018,Alameda County,Livermore,6,1,1,8,3
2018,Alameda County,Newark,6,1,0,7,1
2018,Alameda County,Oakland,104,133,8,245,24
2018,Alameda County,Piedmont,1,0,0,1,0
2018,Alameda County,Pleasanton,1,1,2,4,1
2018,Alameda County,San Leandro,13,8,6,27,5
2018,Alameda County,Union City,4,2,4,10,3
2018,Alameda County,Alameda E. Bay Reg. Park Dist.,13,0,0,13,2
2018,Alameda County,CSU East Bay,0,0,0,0,0
2018,Alameda County,Union Pacific RR - Alameda,0,0,0,0,0
2018,Alameda County,Alameda BART,0,2,0,2,0
2018,Alameda County,Dublin,2,0,0,2,1
2018,Alameda County,UC Berkeley,1,0,0,1,0
2018,Alameda County,CA Highway Patrol - Alameda,0,0,0,0,0
2018,Alpine County,Alpine Co. Sheriff's Department,0,0,0,0,0
2018,Alpine County,CA Highway Patrol - Alpine,0,0,0,0,0
2018,Amador County,Amador Co. Sheriff's Department,4,0,0,4,2
2018,Amador County,Ione,0,0,0,0,0
2018,Amador County,Jackson,3,0,0,3,2
2018,Amador County,Sutter Creek,0,0,0,0,0
2018,Amador County,Union Pacific RR - Amador,0,0,0,0,0
2018,Amador County,CA Highway Patrol - Amador,0,0,0,0,0
2018,Butte County,Butte Co. Sheriff's Department,1,0,1,2,1
2018,Butte County,Biggs,0,0,0,0,0
2018,Butte County,Chico,50,5,11,66,1
2018,Butte County,Gridley,1,0,2,3,3
2018,Butte County,Oroville,7,0,2,9,5
2018,Butte County,Paradise,0,0,0,0,0
2018,Butte County,Union Pacific RR - Butte,0,0,0,0,0
2018,Ventura County,Angeles DPR,0,0,0,0,0
2018,Butte County,CSU Chico,2,0,0,2,0
2018,Butte County,CA Highway Patrol - Butte,0,0,0,0,0
2018,Calaveras County,Calaveras Co. Sheriff's Department,0,0,0,0,0
2018,Calaveras County,Angels Camp,0,0,0,0,0
2018,Calaveras County,Union Pacific RR - Calaveras,0,0,0,0,0
2018,San Mateo County,Bay Area DPR,0,0,0,0,0
2018,Calaveras County,CA Highway Patrol - Calaveras,0,0,0,0,0
2018,Colusa County,Colusa Co. Sheriff's Department,0,0,1,1,1
2018,Colusa County,Colusa,0,0,0,0,0
2018,Colusa County,Williams,1,1,1,3,0
2018,Colusa County,Union Pacific RR - Colusa,0,0,0,0,0
2018,Colusa County,CA Highway Patrol - Colusa,0,0,0,0,0
2018,Contra Costa County,Contra Costa Co. Sheriff's Department,5,2,3,10,4
2018,Contra Costa County,Antioch,13,48,31,92,8
2018,Contra Costa County,Brentwood,1,0,0,1,0
2018,Contra Costa County,Clayton,0,0,0,0,0
2018,Contra Costa County,Concord,7,5,6,18,4
2018,Contra Costa County,El Cerrito,5,0,4,9,4
2018,Contra Costa County,Hercules,0,0,0,0,0
2018,Contra Costa County,Pinole,2,0,0,2,0
2018,Contra Costa County,Pittsburg,2,12,6,20,3
2018,Contra Costa County,Pleasant Hill,1,0,0,1,0
2018,Contra Costa County,Richmond,6,28,9,43,4
2018,Contra Costa County,San Pablo,4,2,0,6,3
2018,Contra Costa County,Walnut Creek,0,0,1,1,0
2018,Contra Costa County,Kensington,0,0,0,0,0
2018,Contra Costa County,Martinez,0,0,0,0,0
2018,Contra Costa County,Lafayette,0,0,0,0,0
2018,Contra Costa County,Moraga,0,0,0,0,0
2018,Contra Costa County,Contra Costa BART,1,0,0,1,0
2018,Contra Costa County,Contra Costa Community College,0,0,0,0,0
2018,Contra Costa County,Danville,0,0,1,1,0
2018,Contra Costa County,San Ramon,2,0,4,6,0
2018,Contra Costa County,Orinda,0,0,0,0,0
2018,Contra Costa County,Union Pacific RR - Contra Costa,0,0,0,0,0
2018,Contra Costa County,Oakley,1,0,1,2,2
2018,Contra Costa County,CA Highway Patrol - Contra Costa,0,0,0,0,0
2018,Del Norte County,Del Norte Co. Sheriff's Department,0,1,3,4,0
2018,Del Norte County,Crescent City,2,0,3,5,1
2018,Del Norte County,CA Highway Patrol - Del Norte,0,0,0,0,0
2018,El Dorado County,El Dorado Co. Sheriff's Department,2,2,1,5,1
2018,El Dorado County,Placerville,1,0,1,2,1
2018,El Dorado County,South Lake Tahoe,5,0,2,7,0
2018,El Dorado County,Union Pacific RR - El Dorado,0,0,0,0,0
2018,El Dorado County,CA Highway Patrol - El Dorado,0,0,0,0,0
2018,Fresno County,Fresno Co. Sheriff's Department,13,82,41,136,2
2018,Fresno County,Clovis,2,3,1,6,1
2018,Fresno County,Coalinga,3,0,0,3,0
2018,Fresno County,Firebaugh,0,0,0,0,0
2018,Fresno County,Fowler,0,0,0,0,0
2018,Fresno County,Fresno,65,85,114,264,72
2018,Fresno County,Huron,0,9,6,15,1
2018,Fresno County,Kerman,0,0,0,0,0
2018,Fresno County,Kingsburg,0,1,1,2,2
2018,Fresno County,Mendota,0,0,0,0,0
2018,Fresno County,Orange Cove,0,0,0,0,0
2018,Fresno County,Parlier,2,3,4,9,0
2018,Fresno County,Reedley,0,0,6,6,0
2018,Fresno County,Sanger,1,0,1,2,0
2018,Fresno County,Selma,1,0,2,3,1
2018,Fresno County,State Center Community College,0,0,0,0,0
2018,Fresno County,Union Pacific RR - Fresno,0,0,0,0,0
2018,Calaveras County,Calaveras DPR,0,0,0,0,0
2018,Fresno County,CSU Fresno,0,0,0,0,0
2018,Fresno County,CA Highway Patrol - Fresno,0,0,0,0,0
2018,Fresno County,Coalinga State Hospital,0,0,0,0,0
2018,Glenn County,Glenn Co. Sheriff's Department,0,2,1,3,0
2018,Glenn County,Orland,0,0,0,0,0
2018,Glenn County,Union Pacific RR - Glenn,0,0,0,0,0
2018,Glenn County,CA Highway Patrol - Glenn,0,0,0,0,0
2018,Humboldt County,Humboldt Co. Sheriff's Department,7,0,9,16,4
2018,Humboldt County,Arcata,9,0,3,12,4
2018,Humboldt County,Eureka,24,0,4,28,7
2018,Humboldt County,Ferndale,0,0,0,0,0
2018,Humboldt County,Fortuna,1,0,5,6,0
2018,Humboldt County,Rio Dell,0,1,0,1,0
2018,Humboldt County,CSU Humboldt (Arcata),0,0,0,0,0
2018,Humboldt County,Union Pacific RR - Humboldt,0,0,0,0,0
2018,Sacramento County,Capital DPR,0,0,0,0,0
2018,Humboldt County,CA Highway Patrol - Humboldt,0,1,0,1,0
2018,Imperial County,Imperial Co. Sheriff's Department,5,3,13,21,6
2018,Imperial County,Brawley,4,1,14,19,5
