FIPS,County Name,Year,Structure Arsons,Mobile Arsons,Other Arsons,Total Arsons,Total Arsons Cleared
13,Contra Costa,1992,4,3,1,8,0
13,Contra Costa,1992,5,1,0,6,1
13,Contra Costa,1992,0,1,1,2,0
13,Contra Costa,1992,12,14,3,29,2
13,Contra Costa,1992,5,0,2,7,0
13,Contra Costa,1992,45,97,7,149,4
13,Contra Costa,1992,6,17,3,26,4
13,Contra Costa,1992,10,3,22,35,5
13,Contra Costa,1992,0,0,0,0,0
13,Contra Costa,1992,2,1,0,3,0
13,Contra Costa,1992,3,1,0,4,0
13,Contra Costa,1992,1,0,1,2,1
13,Contra Costa,1992,2,0,3,5,0
13,Contra Costa,1992,0,0,0,0,0
13,Contra Costa,1992,0,0,0,0,0
13,Contra Costa,1996,0,0,0,0,0
13,Contra Costa,1992,1,0,1,2,0
13,Contra Costa,1992,1,2,0,3,1
13,Contra Costa,1992,0,0,0,0,0
13,Contra Costa,1992,0,0,0,0,0
13,Contra Costa,1992,0,0,0,0,0
13,Contra Costa,1992, , , , , 
13,Contra Costa,1997,0,0,0,0,0
13,Contra Costa,1993,17,30,11,58,23
13,Contra Costa,1993,9,11,61,81,0
13,Contra Costa,1993,3,0,2,5,2
13,Contra Costa,1993,0,0,0,0,0
13,Contra Costa,1993,8,7,15,30,4
13,Contra Costa,1993,0,2,7,9,2
13,Contra Costa,1993,1,0,2,3,1
13,Contra Costa,1993,3,4,4,11,2
13,Contra Costa,1993,9,7,2,18,4
13,Contra Costa,1993,5,1,3,9,5
13,Contra Costa,1993,26,70,16,112,10
13,Contra Costa,1993,8,8,4,20,1
13,Contra Costa,1993,11,2,10,23,11
13,Contra Costa,1993,0,0,0,0,0
13,Contra Costa,1993,2,1,0,3,0
13,Contra Costa,1993,0,1,1,2,0
13,Contra Costa,1993,0,0,0,0,0
13,Contra Costa,1993,0,0,0,0,0
13,Contra Costa,1993,0,0,0,0,0
13,Contra Costa,1993,5,2,0,7,0
13,Contra Costa,1998,0,0,0,0,0
13,Contra Costa,1993,4,0,5,9,1
13,Contra Costa,1993,1,0,5,6,1
13,Contra Costa,1993,1,0,1,2,0
13,Contra Costa,1993,0,0,0,0,0
13,Contra Costa,1993, , , , , 
13,Contra Costa,1999,0,0,0,0,0
13,Contra Costa,1994,27,18,16,61,25
13,Contra Costa,1994,10,8,84,102,0
13,Contra Costa,1994,2,2,0,4,2
13,Contra Costa,1994,2,0,0,2,0
13,Contra Costa,1994,11,11,4,26,1
13,Contra Costa,1994,5,1,6,12,5
13,Contra Costa,1994,0,0,3,3,1
13,Contra Costa,1994,1,0,4,5,2
13,Contra Costa,1994,5,7,2,14,1
13,Contra Costa,1994,9,2,1,12,1
13,Contra Costa,1994,35,58,10,103,7
13,Contra Costa,1994,8,7,3,18,1
13,Contra Costa,1994,3,0,3,6,1
13,Contra Costa,1994,0,0,0,0,0
13,Contra Costa,1994,2,1,1,4,1
13,Contra Costa,1994,2,0,1,3,1
13,Contra Costa,1994,1,0,0,1,1
13,Contra Costa,1994,0,0,4,4,0
13,Contra Costa,1994,0,0,0,0,0
13,Contra Costa,1994,0,1,0,1,0
13,Contra Costa,2000,0,0,0,0,0
13,Contra Costa,1994,2,2,5,9,1
13,Contra Costa,1994,3,1,0,4,1
13,Contra Costa,1994,0,0,1,1,0
13,Contra Costa,1994,0,0,0,0,0
13,Contra Costa,1994, , , , , 
13,Contra Costa,2001,0,0,0,0,0
13,Contra Costa,1995,29,18,10,57,22
13,Contra Costa,1995,13,5,4,22,6
13,Contra Costa,1995,0,0,1,1,0
13,Contra Costa,1995,0,0,0,0,0
13,Contra Costa,1995,12,3,2,17,3
13,Contra Costa,1995,16,4,8,28,9
13,Contra Costa,1995,1,0,4,5,1
13,Contra Costa,1995,0,0,0,0,0
13,Contra Costa,1995,6,2,0,8,1
13,Contra Costa,1995,8,0,0,8,2
13,Contra Costa,1995,41,44,4,89,6
13,Contra Costa,1995,7,9,4,20,4
13,Contra Costa,1995,7,1,3,11,1
13,Contra Costa,1995,0,1,0,1,0
13,Contra Costa,1995,3,5,2,10,4
13,Contra Costa,1995,0,0,2,2,0
13,Contra Costa,1995,4,0,0,4,2
13,Contra Costa,1995,1,0,3,4,0
13,Contra Costa,1995,0,2,0,2,1
13,Contra Costa,1995,0,0,0,0,0
13,Contra Costa,2002,0,0,0,0,0
13,Contra Costa,1995,0,0,3,3,0
13,Contra Costa,1995,2,0,5,7,4
13,Contra Costa,1995,0,0,1,1,0
13,Contra Costa,1995,0,0,0,0,0
13,Contra Costa,1995,0,0,0,0,0
13,Contra Costa,2003,0,0,0,0,0
13,Contra Costa,1996,13,18,14,45,21
13,Contra Costa,1996,5,6,10,21,10
13,Contra Costa,1996,2,0,1,3,1
13,Contra Costa,1996,0,0,0,0,0
13,Contra Costa,1996,8,9,7,24,10
13,Contra Costa,1996,5,3,3,11,1
13,Contra Costa,1996,1,1,1,3,1
13,Contra Costa,1996,4,1,9,14,3
13,Contra Costa,1996,3,1,2,6,4
13,Contra Costa,1996,4,1,3,8,0
13,Contra Costa,1996,26,55,10,91,5
13,Contra Costa,1996,3,3,0,6,0
13,Contra Costa,1996,5,3,16,24,2
13,Contra Costa,1996,0,0,0,0,0
13,Contra Costa,1996,1,3,2,6,1
13,Contra Costa,1996,0,0,2,2,0
13,Contra Costa,1996,1,0,0,1,1
13,Contra Costa,1996,1,1,1,3,0
13,Contra Costa,1996,0,1,0,1,1
13,Contra Costa,1996,0,0,0,0,0
13,Contra Costa,2004,0,0,0,0,0
13,Contra Costa,1996,0,1,2,3,1
13,Contra Costa,1996,2,1,9,12,6
13,Contra Costa,1996,0,0,0,0,0
13,Contra Costa,1996,0,0,0,0,0
13,Contra Costa,2005,0,0,0,0,0
13,Contra Costa,1997,13,24,15,52,22
13,Contra Costa,1997,4,5,11,20,12
13,Contra Costa,1997,3,2,2,7,0
13,Contra Costa,1997,0,0,0,0,0
13,Contra Costa,1997,18,10,10,38,8
13,Contra Costa,1997,6,1,3,10,1
13,Contra Costa,1997,3,2,2,7,2
13,Contra Costa,1997,3,5,15,23,2
13,Contra Costa,1997,2,0,0,2,1
13,Contra Costa,1997,4,2,2,8,2
13,Contra Costa,1997,29,44,5,78,3
13,Contra Costa,1997,16,5,3,24,0
13,Contra Costa,1997,8,1,9,18,3
13,Contra Costa,1997,0,0,0,0,0
13,Contra Costa,1997,1,2,0,3,0
13,Contra Costa,1997,0,0,1,1,0
13,Contra Costa,1997,5,0,0,5,2
13,Contra Costa,1997,4,0,4,8,0
13,Contra Costa,1997,1,0,0,1,0
13,Contra Costa,2006,0,0,0,0,0
13,Contra Costa,1997,1,0,1,2,0
13,Contra Costa,1997,2,0,1,3,3
13,Contra Costa,1997,0,0,1,1,0
13,Contra Costa,1997,0,1,0,1,0
13,Contra Costa,1997,0,0,0,0,0
13,Contra Costa,2007,0,0,0,0,0
13,Contra Costa,1998,22,11,18,51,20
13,Contra Costa,1998,4,8,10,22,9
13,Contra Costa,1998,3,2,1,6,1
13,Contra Costa,1998,0,0,0,0,0
13,Contra Costa,1998,10,12,5,27,3
13,Contra Costa,1998,5,0,0,5,2
13,Contra Costa,1998,1,1,4,6,2
13,Contra Costa,1998,7,3,8,18,0
13,Contra Costa,1998,5,0,0,5,3
13,Contra Costa,1998,6,2,1,9,2
13,Contra Costa,1998,38,60,11,109,5
13,Contra Costa,1998,5,6,1,12,0
13,Contra Costa,1998,7,0,5,12,0
13,Contra Costa,1998,0,0,0,0,0
13,Contra Costa,1998,1,3,1,5,1
13,Contra Costa,1998,0,0,1,1,0
13,Contra Costa,1998,2,0,0,2,0
13,Contra Costa,1998,1,0,0,1,0
13,Contra Costa,1998,2,2,0,4,0
13,Contra Costa,2008,0,0,0,0,0
13,Contra Costa,1998,4,0,2,6,1
13,Contra Costa,1998,1,1,3,5,1
13,Contra Costa,1998,1,0,1,2,0
13,Contra Costa,1998,0,0,0,0,0
13,Contra Costa,1998,0,0,0,0,0
13,Contra Costa,2009,0,0,0,0,0
13,Contra Costa,1999,17,18,16,51,15
13,Contra Costa,1999,6,9,20,35,8
13,Contra Costa,1999,2,1,0,3,0
13,Contra Costa,1999,0,0,0,0,0
13,Contra Costa,1999,6,4,6,16,6
13,Contra Costa,1999,5,0,1,6,0
13,Contra Costa,1999,0,1,8,9,5
13,Contra Costa,1999,24,5,5,34,1
13,Contra Costa,1999,2,0,0,2,0
13,Contra Costa,1999,8,0,0,8,2
13,Contra Costa,1999,21,40,5,66,3
13,Contra Costa,1999,5,7,2,14,0
13,Contra Costa,1999,4,1,2,7,0
13,Contra Costa,1999,0,0,0,0,0
13,Contra Costa,1999,0,0,2,2,0
13,Contra Costa,1999,0,0,0,0,0
13,Contra Costa,1999,1,0,0,1,0
13,Contra Costa,1999,0,0,5,5,0
13,Contra Costa,1999,0,2,0,2,0
13,Contra Costa,2010,0,0,0,0,0
13,Contra Costa,1999,0,2,0,2,0
13,Contra Costa,1999,2,1,3,6,0
13,Contra Costa,1999,0,0,0,0,0
13,Contra Costa,1999,0,0,0,0,0
13,Contra Costa,1999,0,0,0,0,0
13,Contra Costa,2011,0,0,0,0,0
13,Contra Costa,2000,10,14,6,30,14
13,Contra Costa,2000,6,6,9,21,1
13,Contra Costa,2000,1,0,10,11,3
13,Contra Costa,2000,0,0,0,0,0
13,Contra Costa,2000,6,3,6,15,3
13,Contra Costa,2000,3,2,2,7,1
13,Contra Costa,2000,1,1,0,2,0
13,Contra Costa,2000,7,2,4,13,1
13,Contra Costa,2000,2,1,1,4,4
13,Contra Costa,2000,7,2,1,10,3
13,Contra Costa,2000,25,59,9,93,5
13,Contra Costa,2000,11,8,2,21,1
13,Contra Costa,2000,14,1,3,18,4
13,Contra Costa,2000,0,0,0,0,0
13,Contra Costa,2000,1,1,0,2,0
13,Contra Costa,2000,0,0,0,0,0
13,Contra Costa,2000,3,0,0,3,1
13,Contra Costa,2000,0,0,0,0,0
13,Contra Costa,2000,0,2,0,2,0
13,Contra Costa,2012,0,0,0,0,0
13,Contra Costa,2000,1,0,0,1,1
13,Contra Costa,2000,3,5,5,13,1
13,Contra Costa,2000,2,0,0,2,0
13,Contra Costa,2000,0,1,0,1,0
13,Contra Costa,2000,0,0,0,0,0
13,Contra Costa,2000,0,0,0,0,0
13,Contra Costa,2013,0,0,2,2,0
13,Contra Costa,2001,8,21,7,36,7
13,Contra Costa,2001,10,11,9,30,7
13,Contra Costa,2001,2,1,5,8,4
13,Contra Costa,2001,2,0,0,2,0
13,Contra Costa,2001,6,2,2,10,3
13,Contra Costa,2001,3,2,2,7,0
13,Contra Costa,2001,0,1,1,2,0
13,Contra Costa,2001,2,2,4,8,0
13,Contra Costa,2001,3,0,2,5,3
13,Contra Costa,2001,6,2,0,8,2
13,Contra Costa,2001,18,68,9,95,5
13,Contra Costa,2001,9,5,1,15,0
13,Contra Costa,2001,11,2,17,30,2
13,Contra Costa,2001,0,0,0,0,0
13,Contra Costa,2001,6,6,5,17,1
13,Contra Costa,2001,0,0,2,2,0
13,Contra Costa,2001,1,0,0,1,0
13,Contra Costa,2001,1,1,4,6,0
13,Contra Costa,2001,0,2,0,2,0
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2001,2,1,6,9,1
13,Contra Costa,2001,1,0,2,3,1
13,Contra Costa,2001,0,0,2,2,1
13,Contra Costa,2001,0,0,0,0,0
13,Contra Costa,2001,3,4,0,7,1
13,Contra Costa,2001,0,0,0,0,0
13,Contra Costa,2015,0,0,1,1,0
13,Contra Costa,2002,7,19,6,32,10
13,Contra Costa,2002,10,20,25,55,7
13,Contra Costa,2002,0,1,15,16,7
13,Contra Costa,2002,1,0,0,1,0
13,Contra Costa,2002,0,1,3,4,1
13,Contra Costa,2002,6,1,0,7,0
13,Contra Costa,2002,1,2,1,4,0
13,Contra Costa,2002,3,1,4,8,1
13,Contra Costa,2002,5,2,0,7,2
13,Contra Costa,2002,5,3,1,9,4
13,Contra Costa,2002,19,62,7,88,0
13,Contra Costa,2002,0,6,1,7,1
13,Contra Costa,2002,5,3,11,19,1
13,Contra Costa,2002,0,0,0,0,0
13,Contra Costa,2002,1,2,0,3,0
13,Contra Costa,2002,1,2,0,3,0
13,Contra Costa,2002,0,0,1,1,0
13,Contra Costa,2002,5,3,9,17,0
13,Contra Costa,2002,0,1,0,1,1
13,Contra Costa,2002,1,0,2,3,1
13,Contra Costa,2002,0,2,5,7,2
13,Contra Costa,2002,0,0,0,0,0
13,Contra Costa,2002,0,0,0,0,0
13,Contra Costa,2002,0,4,1,5,0
13,Contra Costa,2002,0,0,0,0,0
13,Contra Costa,2003,13,5,5,23,5
13,Contra Costa,2003,6,12,12,30,7
13,Contra Costa,2003,0,0,10,10,4
13,Contra Costa,2003,1,0,3,4,1
13,Contra Costa,2003,3,2,0,5,0
13,Contra Costa,2003,3,0,0,3,0
13,Contra Costa,2003,0,1,3,4,3
13,Contra Costa,2003,2,0,1,3,0
13,Contra Costa,2003,4,0,0,4,2
13,Contra Costa,2003,8,3,5,16,1
13,Contra Costa,2003,17,49,0,66,2
13,Contra Costa,2003,4,7,1,12,1
13,Contra Costa,2003,11,3,2,16,1
13,Contra Costa,2003,0,0,0,0,0
13,Contra Costa,2003,0,0,0,0,0
13,Contra Costa,2003,0,0,0,0,1
13,Contra Costa,2003,2,1,5,8,0
13,Contra Costa,2003,0,0,2,2,0
13,Contra Costa,2003,0,1,0,1,0
13,Contra Costa,2003,1,0,0,1,0
13,Contra Costa,2003,5,0,2,7,2
13,Contra Costa,2003,0,0,0,0,0
13,Contra Costa,2003,0,0,0,0,0
13,Contra Costa,2003,1,1,0,2,0
13,Contra Costa,2003,0,0,0,0,0
13,Contra Costa,2004,10,3,4,17,5
13,Contra Costa,2004,11,15,14,40,9
13,Contra Costa,2004,1,2,4,7,2
13,Contra Costa,2004,1,0,0,1,0
13,Contra Costa,2004,7,8,0,15,4
13,Contra Costa,2004,3,2,0,5,1
13,Contra Costa,2004,4,1,0,5,1
13,Contra Costa,2004,2,3,4,9,0
13,Contra Costa,2004,2,1,0,3,1
13,Contra Costa,2004,3,2,3,8,3
13,Contra Costa,2004,19,26,3,48,2
13,Contra Costa,2004,3,7,0,10,2
13,Contra Costa,2004,4,1,1,6,0
13,Contra Costa,2004,0,0,0,0,0
13,Contra Costa,2004,0,0,0,0,0
13,Contra Costa,2004,1,0,0,1,0
13,Contra Costa,2004,0,0,7,7,0
13,Contra Costa,2004,0,0,5,5,0
13,Contra Costa,2004,0,1,0,1,0
13,Contra Costa,2004,3,0,1,4,0
13,Contra Costa,2004,1,1,1,3,0
13,Contra Costa,2004,1,0,0,1,0
13,Contra Costa,2004,0,0,0,0,0
13,Contra Costa,2004,3,1,0,4,1
13,Contra Costa,2004,0,0,0,0,0
13,Contra Costa,2005,9,5,5,19,4
13,Contra Costa,2005,8,13,23,44,4
13,Contra Costa,2005,1,0,8,9,5
13,Contra Costa,2005,1,0,0,1,0
13,Contra Costa,2005,3,6,2,11,3
13,Contra Costa,2005,4,1,0,5,3
13,Contra Costa,2005,0,0,1,1,0
13,Contra Costa,2005,1,2,4,7,0
13,Contra Costa,2005,4,1,0,5,0
13,Contra Costa,2005,3,1,9,13,1
13,Contra Costa,2005,16,29,1,46,2
13,Contra Costa,2005,2,4,0,6,1
13,Contra Costa,2005,1,1,12,14,4
13,Contra Costa,2005,0,0,0,0,0
13,Contra Costa,2005,0,0,0,0,0
13,Contra Costa,2005,1,0,0,1,0
13,Contra Costa,2005,0,0,2,2,0
13,Contra Costa,2005,2,0,1,3,0
13,Contra Costa,2005,3,0,0,3,0
13,Contra Costa,2005,3,1,0,4,0
13,Contra Costa,2005,0,0,0,0,0
13,Contra Costa,2005,0,0,0,0,0
13,Contra Costa,2005,2,1,1,4,0
13,Contra Costa,2005,0,0,0,0,0
13,Contra Costa,2006,6,6,5,17,2
13,Contra Costa,2006,16,16,24,56,10
13,Contra Costa,2006,3,3,26,32,0
13,Contra Costa,2006,1,0,4,5,3
13,Contra Costa,2006,4,0,0,4,2
13,Contra Costa,2006,4,1,1,6,2
13,Contra Costa,2006,2,0,0,2,0
13,Contra Costa,2006,2,3,6,11,0
13,Contra Costa,2006,4,3,0,7,4
13,Contra Costa,2006,3,2,6,11,0
13,Contra Costa,2006,12,18,0,30,9
13,Contra Costa,2006,8,2,1,11,2
13,Contra Costa,2006,5,1,8,14,2
13,Contra Costa,2006,0,0,0,0,0
13,Contra Costa,2006,0,0,0,0,0
13,Contra Costa,2006,0,0,2,2,0
13,Contra Costa,2006,4,3,6,13,2
13,Contra Costa,2006,3,0,3,6,0
13,Contra Costa,2006,0,0,0,0,0
13,Contra Costa,2006,1,0,1,2,0
13,Contra Costa,2006,3,1,1,5,1
13,Contra Costa,2006,0,0,0,0,0
13,Contra Costa,2006,0,0,0,0,0
13,Contra Costa,2006,3,0,1,4,3
13,Contra Costa,2006,0,0,0,0,0
13,Contra Costa,2007,19,10,6,35,8
13,Contra Costa,2007,22,13,15,50,11
13,Contra Costa,2007,6,4,17,27,0
13,Contra Costa,2007,0,0,0,0,0
13,Contra Costa,2007,16,6,1,23,5
13,Contra Costa,2007,1,0,1,2,0
13,Contra Costa,2007,2,2,0,4,0
13,Contra Costa,2007,1,1,0,2,1
13,Contra Costa,2007,3,0,1,4,2
13,Contra Costa,2007,3,1,8,12,0
13,Contra Costa,2007,17,26,2,45,3
13,Contra Costa,2007,5,0,0,5,0
13,Contra Costa,2007,0,1,8,9,1
13,Contra Costa,2007,0,0,0,0,0
13,Contra Costa,2007,0,0,0,0,0
13,Contra Costa,2007,0,0,0,0,0
13,Contra Costa,2007,0,0,3,3,0
13,Contra Costa,2007,1,0,10,11,1
13,Contra Costa,2007,0,0,2,2,0
13,Contra Costa,2007,0,0,1,1,0
13,Contra Costa,2007,1,0,2,3,0
13,Contra Costa,2007,1,0,2,3,0
13,Contra Costa,2007,0,0,0,0,0
13,Contra Costa,2007,4,2,4,10,4
13,Contra Costa,2007,0,0,0,0,0
13,Contra Costa,2008,10,11,6,27,3
13,Contra Costa,2008,11,17,10,38,2
13,Contra Costa,2008,1,1,6,8,2
13,Contra Costa,2008,0,0,0,0,0
13,Contra Costa,2008,15,10,0,25,1
13,Contra Costa,2008,5,1,1,7,2
13,Contra Costa,2008,3,0,0,3,1
13,Contra Costa,2008,1,1,0,2,2
13,Contra Costa,2008,4,3,1,8,2
13,Contra Costa,2008,2,0,0,2,0
13,Contra Costa,2008,18,18,2,38,1
13,Contra Costa,2008,2,3,0,5,1
13,Contra Costa,2008,1,1,4,6,0
13,Contra Costa,2008,0,0,2,2,0
13,Contra Costa,2008,0,0,0,0,0
13,Contra Costa,2008,2,0,0,2,0
13,Contra Costa,2008,1,0,1,2,0
13,Contra Costa,2008,2,0,4,6,0
13,Contra Costa,2008,0,0,0,0,0
13,Contra Costa,2008,4,0,1,5,1
13,Contra Costa,2008,8,1,0,9,3
13,Contra Costa,2008,1,0,0,1,0
13,Contra Costa,2008,0,0,0,0,0
13,Contra Costa,2008,2,2,0,4,0
13,Contra Costa,2008,0,0,0,0,0
13,Contra Costa,2009,6,7,0,13,0
13,Contra Costa,2009,15,10,15,40,12
13,Contra Costa,2009,2,0,13,15,2
13,Contra Costa,2009,0,1,0,1,0
13,Contra Costa,2009,6,3,4,13,2
13,Contra Costa,2009,10,2,2,14,1
13,Contra Costa,2009,1,0,1,2,0
13,Contra Costa,2009,0,2,1,3,0
13,Contra Costa,2009,1,4,0,5,0
13,Contra Costa,2009,7,1,3,11,2
13,Contra Costa,2009,8,31,3,42,0
13,Contra Costa,2009,5,10,1,16,2
13,Contra Costa,2009,1,0,11,12,2
13,Contra Costa,2009,0,0,0,0,0
13,Contra Costa,2009,0,0,0,0,0
13,Contra Costa,2009,0,0,0,0,0
13,Contra Costa,2009,0,0,1,1,0
13,Contra Costa,2009,1,0,2,3,1
13,Contra Costa,2009,0,1,0,1,0
13,Contra Costa,2009,0,0,0,0,0
13,Contra Costa,2009,11,2,1,14,1
13,Contra Costa,2009,1,0,0,1,0
13,Contra Costa,2009,0,0,0,0,0
13,Contra Costa,2009,4,2,0,6,0
13,Contra Costa,2009,0,0,0,0,0
13,Contra Costa,2010,9,9,5,23,4
13,Contra Costa,2010,11,8,17,36,6
13,Contra Costa,2010,4,1,16,21,3
13,Contra Costa,2010,2,0,0,2,0
13,Contra Costa,2010,4,0,2,6,2
13,Contra Costa,2010,1,0,3,4,0
13,Contra Costa,2010,2,2,0,4,0
13,Contra Costa,2010,0,1,0,1,0
13,Contra Costa,2010,1,1,0,2,2
13,Contra Costa,2010,7,2,4,13,2
13,Contra Costa,2010,12,37,2,51,1
13,Contra Costa,2010,0,6,0,6,0
13,Contra Costa,2010,0,0,5,5,0
13,Contra Costa,2010,0,0,0,0,0
13,Contra Costa,2010,0,0,0,0,0
13,Contra Costa,2010,0,1,0,1,0
13,Contra Costa,2010,1,0,0,1,0
13,Contra Costa,2010,2,0,1,3,0
13,Contra Costa,2010,0,2,1,3,0
13,Contra Costa,2010,1,0,2,3,0
13,Contra Costa,2010,5,0,2,7,1
13,Contra Costa,2010,0,0,0,0,0
13,Contra Costa,2010,0,0,0,0,0
13,Contra Costa,2010,4,0,0,4,2
13,Contra Costa,2010,0,0,0,0,0
13,Contra Costa,2011,5,4,9,18,1
13,Contra Costa,2011,17,17,22,56,7
13,Contra Costa,2011,4,2,12,18,6
13,Contra Costa,2011,0,0,2,2,1
13,Contra Costa,2011,1,3,5,9,3
13,Contra Costa,2011,1,0,0,1,0
13,Contra Costa,2011,0,0,1,1,0
13,Contra Costa,2011,1,1,1,3,0
13,Contra Costa,2011,0,0,2,2,0
13,Contra Costa,2011,3,0,7,10,1
13,Contra Costa,2011,9,23,0,32,1
13,Contra Costa,2011,3,1,2,6,1
13,Contra Costa,2011,3,1,2,6,1
13,Contra Costa,2011,0,0,0,0,0
13,Contra Costa,2011,1,0,0,1,1
13,Contra Costa,2011,0,0,0,0,0
13,Contra Costa,2011,2,0,0,2,0
13,Contra Costa,2011,0,0,1,1,0
13,Contra Costa,2011,0,0,0,0,0
13,Contra Costa,2011,4,0,0,4,2
13,Contra Costa,2011,5,0,0,5,1
13,Contra Costa,2011,0,0,1,1,1
13,Contra Costa,2011,0,0,0,0,0
13,Contra Costa,2011,3,0,1,4,1
13,Contra Costa,2011,0,0,0,0,0
13,Contra Costa,2012,7,4,2,13,3
13,Contra Costa,2012,11,13,27,51,4
13,Contra Costa,2012,2,0,9,11,2
13,Contra Costa,2012,1,0,0,1,0
13,Contra Costa,2012,2,3,12,17,1
13,Contra Costa,2012,0,0,1,1,0
13,Contra Costa,2012,1,0,1,2,0
13,Contra Costa,2012,1,2,0,3,0
13,Contra Costa,2012,0,1,3,4,1
13,Contra Costa,2012,2,0,3,5,0
13,Contra Costa,2012,6,18,0,24,0
13,Contra Costa,2012,2,1,0,3,1
13,Contra Costa,2012,1,2,2,5,0
13,Contra Costa,2012,0,1,1,2,0
13,Contra Costa,2012,0,0,0,0,0
13,Contra Costa,2012,0,0,0,0,0
13,Contra Costa,2012,0,0,1,1,0
13,Contra Costa,2012,1,0,4,5,0
13,Contra Costa,2012,1,0,0,1,0
13,Contra Costa,2012,0,0,0,0,0
13,Contra Costa,2012,5,0,5,10,1
13,Contra Costa,2012,0,0,0,0,0
13,Contra Costa,2012,1,0,0,1,0
13,Contra Costa,2012,2,2,0,4,0
13,Contra Costa,2012,0,0,0,0,0
13,Contra Costa,2013,10,6,2,18,1
13,Contra Costa,2013,17,22,18,57,6
13,Contra Costa,2013,1,2,2,5,1
13,Contra Costa,2013,0,0,0,0,0
13,Contra Costa,2013,4,4,1,9,3
13,Contra Costa,2013,1,0,0,1,1
13,Contra Costa,2013,0,0,0,0,0
13,Contra Costa,2013,0,1,1,2,0
13,Contra Costa,2013,0,5,0,5,0
13,Contra Costa,2013,0,1,2,3,0
13,Contra Costa,2013,7,14,2,23,0
13,Contra Costa,2013,1,2,1,4,1
13,Contra Costa,2013,0,0,1,1,0
13,Contra Costa,2013,1,0,1,2,0
13,Contra Costa,2013,0,0,0,0,0
13,Contra Costa,2013,0,0,0,0,0
13,Contra Costa,2013,0,0,1,1,0
13,Contra Costa,2013,0,1,0,1,0
13,Contra Costa,2013,0,0,2,2,0
13,Contra Costa,2013,2,0,0,2,0
13,Contra Costa,2013,10,0,0,10,0
13,Contra Costa,2013,0,0,0,0,0
13,Contra Costa,2013,0,0,0,0,0
13,Contra Costa,2013,1,2,0,3,0
13,Contra Costa,2013,0,0,0,0,0
13,Contra Costa,2014,7,2,5,14,1
13,Contra Costa,2014,13,17,13,43,8
13,Contra Costa,2014,0,0,3,3,1
13,Contra Costa,2014,1,0,0,1,0
13,Contra Costa,2014,4,2,2,8,1
13,Contra Costa,2014,7,0,1,8,1
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2014,1,0,0,1,0
13,Contra Costa,2014,2,10,6,18,1
13,Contra Costa,2014,1,1,3,5,2
13,Contra Costa,2014,8,19,0,27,1
13,Contra Costa,2014,0,4,3,7,1
13,Contra Costa,2014,1,0,0,1,1
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2014,0,0,2,2,0
13,Contra Costa,2014,2,0,4,6,0
13,Contra Costa,2014,0,1,0,1,0
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2014,2,0,3,5,0
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2014,0,2,1,3,0
13,Contra Costa,2014,0,0,0,0,0
13,Contra Costa,2015,8,6,4,18,2
13,Contra Costa,2015,7,19,10,36,6
13,Contra Costa,2015,3,1,3,7,3
13,Contra Costa,2015,1,0,0,1,0
13,Contra Costa,2015,4,0,4,8,3
13,Contra Costa,2015,2,0,0,2,0
13,Contra Costa,2015,0,0,0,0,0
13,Contra Costa,2015,2,0,0,2,1
13,Contra Costa,2015,3,5,4,12,2
13,Contra Costa,2015,1,2,5,8,1
13,Contra Costa,2015,9,15,1,25,1
13,Contra Costa,2015,2,2,2,6,1
13,Contra Costa,2015,0,1,3,4,2
13,Contra Costa,2015,0,0,0,0,0
13,Contra Costa,2015,0,0,0,0,0
13,Contra Costa,2015,0,0,0,0,0
13,Contra Costa,2015,1,0,0,1,1
13,Contra Costa,2015,1,0,0,1,0
13,Contra Costa,2015,3,1,3,7,0
13,Contra Costa,2015,1,0,1,2,0
13,Contra Costa,2015,7,0,2,9,1
13,Contra Costa,2015,0,0,0,0,0
13,Contra Costa,2015,0,0,0,0,0
13,Contra Costa,2015,2,0,2,4,1
13,Contra Costa,2015,0,0,0,0,0
13,Contra Costa,2016,10,6,4,20,6
13,Contra Costa,2016,11,27,18,56,8
13,Contra Costa,2016,1,1,4,6,0
13,Contra Costa,2016,0,0,2,2,1
13,Contra Costa,2016,8,4,5,17,5
13,Contra Costa,2016,3,0,0,3,0
13,Contra Costa,2016,0,0,0,0,0
13,Contra Costa,2016,2,0,4,6,0
13,Contra Costa,2016,9,8,9,26,3
13,Contra Costa,2016,1,2,1,4,2
13,Contra Costa,2016,6,24,3,33,1
13,Contra Costa,2016,3,6,2,11,0
13,Contra Costa,2016,1,1,2,4,1
13,Contra Costa,2016,0,0,0,0,0
13,Contra Costa,2016,0,0,0,0,0
13,Contra Costa,2016,4,0,0,4,0
13,Contra Costa,2016,0,0,0,0,0
13,Contra Costa,2016,0,0,0,0,0
13,Contra Costa,2016,0,1,0,1,0
13,Contra Costa,2016,1,0,0,1,0
13,Contra Costa,2016,2,0,0,2,0
13,Contra Costa,2016,0,0,2,2,0
13,Contra Costa,2016,0,0,0,0,0
