ID,YEAR,MONTH,DAY,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT08,WT11,WT14,WT16,WT18
USC00048025,1952,12,16,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1952,12,17,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1952,12,18,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1952,12,19,-9999.0,,-9999.0,,81.0,13.0,25.0,,,,,,,,,,,,,
USC00048025,1952,12,2,-9999.0,,-9999.0,,206.0,-9999.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,20,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1952,12,21,-9999.0,,-9999.0,,185.0,-9999.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,22,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,23,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,24,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,25,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,26,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,27,-9999.0,,-9999.0,,302.0,-9999.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,28,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,29,-9999.0,,-9999.0,,84.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,3,-9999.0,,-9999.0,,165.0,-9999.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,30,-9999.0,,-9999.0,,376.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,31,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1952,12,4,-9999.0,,-9999.0,,145.0,-9999.0,25.0,,,,,,,,,,,,,
USC00048025,1952,12,5,-9999.0,,-9999.0,,427.0,-9999.0,152.0,,,,,,,,,,,,,
USC00048025,1952,12,6,-9999.0,,-9999.0,,300.0,-9999.0,152.0,,,,,,,,,,,,,
USC00048025,1952,12,7,-9999.0,,-9999.0,,-9999.0,-9999.0,178.0,,,,,,,,,,,,,
USC00048025,1952,12,8,2.0,,978.0,,-9999.0,-9999.0,178.0,,,,,,,,,,,,,
USC00048025,1952,12,9,-9999.0,,-9999.0,,0.0,13.0,178.0,,,,,,,,,,,,,
USC00048025,1953,1,1,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,10,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,11,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,12,,,,,206.0,0.0,0.0,,,,,1.0,,,,,-9999.0,,,
USC00048025,1953,1,13,,,,,406.0,0.0,0.0,,,,,1.0,,,,,-9999.0,,,
USC00048025,1953,1,14,,,,,173.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,15,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,16,,,,,64.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,17,,,,,475.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,18,,,,,1166.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,19,,,,,419.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,2,,,,,193.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,20,,,,,533.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,21,,,,,99.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,22,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,23,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,24,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,25,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,26,,,,,28.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,27,,,,,20.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,28,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,29,,,,,28.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,3,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,30,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,31,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,4,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,5,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,6,,,,,23.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,7,,,,,239.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,8,,,,,173.0,0.0,0.0,,,,,-9999.0,,,,,-9999.0,,,
USC00048025,1953,1,9,,,,,330.0,0.0,0.0,,,,,-9999.0,,,,,1.0,,,
USC00048025,1953,2,1,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,10,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,11,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,12,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,13,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,14,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,15,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,16,-9999.0,,-9999.0,,18.0,0.0,0.0,,,,1.0,,,,,,,,,
USC00048025,1953,2,17,-9999.0,,-9999.0,,8.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,18,-9999.0,,-9999.0,,94.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,19,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,2,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,20,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,21,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,22,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,23,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,24,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,25,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,26,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,27,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,28,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,29,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,3,-9999.0,,-9999.0,,119.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,30,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,31,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,4,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,5,-9999.0,,-9999.0,,-9999.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,6,2.0,,455.0,,-9999.0,0.0,0.0,,,,1.0,,,,,,,,,
USC00048025,1953,2,7,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,8,-9999.0,,-9999.0,,170.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,2,9,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,-9999.0,,,,,,,,,
USC00048025,1953,3,1,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,10,,,,,36.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,11,,,,,173.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,12,,,,,74.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,13,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,14,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,15,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,16,,,,,18.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,17,,,,,165.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,18,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,19,,,,,254.0,13.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,2,,,,,33.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,20,,,,,259.0,51.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,21,,,,,137.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,22,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,23,,,,,0.0,0.0,,,,,,,,1.0,,,,,,
USC00048025,1953,3,24,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,25,,,,,69.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,26,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,27,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,28,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,29,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,3,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,30,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,31,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,4,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,5,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,6,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,7,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,8,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,3,9,,,,,0.0,0.0,,,,,,,,-9999.0,,,,,,
USC00048025,1953,4,1,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,10,-9999.0,,-9999.0,,28.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,11,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,12,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,13,-9999.0,,-9999.0,,137.0,13.0,25.0,,,,,,,,,,,,,
USC00048025,1953,4,14,-9999.0,,-9999.0,,117.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,15,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,16,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,17,-9999.0,,-9999.0,,124.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,18,-9999.0,,-9999.0,,20.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,19,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,2,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,20,-9999.0,,-9999.0,,5.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,21,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,22,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,23,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,24,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,25,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,26,-9999.0,,-9999.0,,-9999.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,27,2.0,,310.0,,-9999.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,28,-9999.0,,-9999.0,,61.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,29,-9999.0,,-9999.0,,69.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,3,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,30,-9999.0,,-9999.0,,89.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,31,-9999.0,,-9999.0,,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,4,4,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,5,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,6,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,7,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,4,8,-9999.0,,-9999.0,,25.0,-9999.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,4,9,-9999.0,,-9999.0,,36.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,1,-9999.0,,-9999.0,,28.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,10,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,11,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,12,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,13,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,14,-9999.0,,-9999.0,,79.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,15,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,16,-9999.0,,-9999.0,,20.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,17,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,18,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,19,-9999.0,,-9999.0,,328.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,2,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,20,-9999.0,,-9999.0,,46.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,21,-9999.0,,-9999.0,,246.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,22,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,23,-9999.0,,-9999.0,,-9999.0,102.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,24,-9999.0,,-9999.0,,-9999.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,25,3.0,,508.0,,-9999.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,26,-9999.0,,-9999.0,,61.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,27,-9999.0,,-9999.0,,99.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,28,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,29,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,3,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,30,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,31,-9999.0,,-9999.0,,0.0,0.0,-9999.0,,,,,,,,,,,,,
USC00048025,1953,5,4,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,5,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,6,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,7,-9999.0,,-9999.0,,94.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,8,-9999.0,,-9999.0,,30.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,5,9,-9999.0,,-9999.0,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,6,1,,,,,76.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,10,,,,,53.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,11,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,12,,,,,0.0,0.0,0.0,,,,,1.0,,,,,,,,
USC00048025,1953,6,13,,,,,28.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,14,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,15,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,16,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,17,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,18,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,19,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,2,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,20,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,21,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,22,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,23,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,24,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,25,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,26,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,27,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,28,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,29,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,3,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,30,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,31,,,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,4,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,5,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,6,,,,,188.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,7,,,,,124.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,8,,,,,48.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,6,9,,,,,36.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,7,1,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,10,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,11,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,12,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,13,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,14,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,15,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,16,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,17,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,18,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,19,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,2,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,20,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,21,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,22,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,23,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,24,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,25,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,26,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,27,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,28,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,29,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,3,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,30,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,31,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,4,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,5,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,6,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,7,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,8,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,7,9,,,,,0.0,0.0,0.0,,,,,,,,,,,,,
USC00048025,1953,8,1,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,10,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,11,,,,,28.0,0.0,0.0,,,,,1.0,,,,,,,,
USC00048025,1953,8,12,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,13,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,14,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,15,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,16,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,17,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,18,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,19,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,2,,,,,15.0,0.0,0.0,,,,,1.0,,,,,,,,
USC00048025,1953,8,20,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,21,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,22,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,23,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,24,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,25,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,26,,,,,46.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,27,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,28,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,29,,,,,97.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,3,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,30,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,31,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,4,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,5,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,6,,,,,109.0,0.0,0.0,,,,,1.0,,,,,,,,
USC00048025,1953,8,7,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,8,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,8,9,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,1,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,10,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,11,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,12,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,13,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,14,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,15,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
USC00048025,1953,9,16,,,,,0.0,0.0,0.0,,,,,-9999.0,,,,,,,,
