ID,YEAR,MONTH,DAY,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WDFG,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT05,WT07,WT08,WT09,WT10,WT16,WT18
USW00023136,1953,2,14,,,,0.0,0.0,0.0,,200.0,22.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,15,,,,0.0,0.0,0.0,,194.0,33.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,16,,,,0.0,0.0,0.0,,261.0,50.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,17,,,,0.0,0.0,0.0,,239.0,61.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,18,,,,0.0,0.0,0.0,,194.0,22.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,19,,,,0.0,0.0,0.0,,150.0,11.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,2,,,,0.0,0.0,0.0,,222.0,39.0,,,,,,,,-9999.0,,,,,1.0,,,,
USW00023136,1953,2,20,,,,0.0,0.0,0.0,,144.0,17.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,21,,,,0.0,0.0,0.0,,189.0,17.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,22,,,,0.0,0.0,0.0,,189.0,44.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,23,,,,0.0,0.0,0.0,,128.0,22.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,24,,,,0.0,0.0,0.0,,172.0,11.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,25,,,,0.0,0.0,0.0,,183.0,22.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,26,,,,0.0,0.0,0.0,,256.0,33.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,27,,,,0.0,0.0,0.0,,206.0,11.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,28,,,,0.0,0.0,0.0,,117.0,50.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,29,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,3,,,,0.0,0.0,0.0,,178.0,44.0,,,,,,,,1.0,,,,,1.0,,,,
USW00023136,1953,2,30,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,31,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,4,,,,0.0,0.0,0.0,,183.0,33.0,,,,,,,,1.0,,,,,1.0,,,,
USW00023136,1953,2,5,,,,0.0,0.0,0.0,,228.0,72.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,6,,,,0.0,0.0,0.0,,294.0,83.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,7,,,,0.0,0.0,0.0,,250.0,72.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,8,,,,0.0,0.0,0.0,,194.0,56.0,,,,,,,,-9999.0,,,,,-9999.0,,,,
USW00023136,1953,2,9,,,,0.0,0.0,0.0,,189.0,22.0,,,,,,,,-9999.0,,,,,1.0,,,,
USW00023136,1953,3,1,,,,0.0,0.0,0.0,,128.0,33.0,,,,,,,,-9999.0,,,,,-9999.0,,,1.0,
USW00023136,1953,3,10,,,,8.0,0.0,0.0,,144.0,61.0,,,,,,,,-9999.0,,,,,-9999.0,,,1.0,
USW00023136,1953,3,11,,,,0.0,0.0,0.0,,156.0,61.0,,,,,,,,1.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,12,,,,0.0,0.0,0.0,,167.0,61.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,13,,,,0.0,0.0,0.0,,167.0,33.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,14,,,,0.0,0.0,0.0,,178.0,33.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,15,,,,0.0,0.0,0.0,,194.0,28.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,16,,,,0.0,0.0,0.0,,189.0,44.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,17,,,,0.0,0.0,0.0,,167.0,56.0,,,,,,,,-9999.0,,,,,1.0,,,-9999.0,
USW00023136,1953,3,18,,,,0.0,0.0,0.0,,167.0,50.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,3,19,,,,74.0,0.0,0.0,,156.0,78.0,,,,,,,,-9999.0,,,,,1.0,,,1.0,
USW00023136,1953,3,2,,,,0.0,0.0,0.0,,139.0,-6.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,20,,,,0.0,0.0,0.0,,156.0,72.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,21,,,,0.0,0.0,0.0,,167.0,39.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,22,,,,0.0,0.0,0.0,,233.0,50.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,23,,,,0.0,0.0,0.0,,261.0,94.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,24,,,,0.0,0.0,0.0,,211.0,78.0,,,,,,,,1.0,,,,,1.0,,,1.0,
USW00023136,1953,3,25,,,,0.0,0.0,0.0,,172.0,72.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,3,26,,,,0.0,0.0,0.0,,172.0,56.0,,,,,,,,1.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,27,,,,0.0,0.0,0.0,,172.0,50.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,3,28,,,,0.0,0.0,0.0,,161.0,89.0,,,,,,,,-9999.0,,,,,1.0,,,-9999.0,
USW00023136,1953,3,29,,,,0.0,0.0,0.0,,156.0,67.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,3,,,,0.0,0.0,0.0,,206.0,6.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,30,,,,0.0,0.0,0.0,,161.0,50.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,31,,,,0.0,0.0,0.0,,183.0,50.0,,,,,,,,-9999.0,,,,,1.0,,,-9999.0,
USW00023136,1953,3,4,,,,0.0,0.0,0.0,,239.0,11.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,5,,,,0.0,0.0,0.0,,289.0,50.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,6,,,,0.0,0.0,0.0,,233.0,50.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,7,,,,0.0,0.0,0.0,,289.0,44.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,3,8,,,,0.0,0.0,0.0,,167.0,72.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,3,9,,,,0.0,0.0,0.0,,156.0,61.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,1,,,,0.0,0.0,0.0,,183.0,56.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,10,,,,0.0,0.0,0.0,,156.0,28.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,11,,,,0.0,0.0,0.0,,189.0,11.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,12,,,,0.0,0.0,0.0,,183.0,28.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,13,,,,0.0,0.0,0.0,,178.0,67.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,14,,,,0.0,0.0,0.0,,194.0,56.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,15,,,,0.0,0.0,0.0,,200.0,50.0,,,,,,,,1.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,16,,,,0.0,0.0,0.0,,167.0,67.0,,,,,,,,1.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,17,,,,0.0,0.0,0.0,,189.0,72.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,18,,,,0.0,0.0,0.0,,183.0,50.0,,,,,,,,1.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,19,,,,0.0,0.0,0.0,,183.0,100.0,,,,,,,,1.0,,,,,1.0,,,1.0,
USW00023136,1953,4,2,,,,0.0,0.0,0.0,,161.0,100.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,20,,,,3.0,0.0,0.0,,156.0,94.0,,,,,,,,-9999.0,,,,,-9999.0,,,1.0,
USW00023136,1953,4,21,,,,33.0,0.0,0.0,,178.0,89.0,,,,,,,,-9999.0,,,,,-9999.0,,,1.0,
USW00023136,1953,4,22,,,,0.0,0.0,0.0,,167.0,83.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,23,,,,0.0,0.0,0.0,,167.0,106.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,24,,,,0.0,0.0,0.0,,178.0,100.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,25,,,,0.0,0.0,0.0,,167.0,117.0,,,,,,,,1.0,,,,,1.0,,,1.0,
USW00023136,1953,4,26,,,,0.0,0.0,0.0,,150.0,117.0,,,,,,,,1.0,,,,,1.0,,,1.0,
USW00023136,1953,4,27,,,,152.0,0.0,0.0,,139.0,111.0,,,,,,,,1.0,,,,,1.0,,,1.0,
USW00023136,1953,4,28,,,,0.0,0.0,0.0,,178.0,72.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,29,,,,0.0,0.0,0.0,,172.0,83.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,3,,,,0.0,0.0,0.0,,161.0,106.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,30,,,,0.0,0.0,0.0,,172.0,67.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,31,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,4,,,,0.0,0.0,0.0,,156.0,94.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,5,,,,0.0,0.0,0.0,,150.0,111.0,,,,,,,,1.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,6,,,,0.0,0.0,0.0,,167.0,78.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,7,,,,0.0,0.0,0.0,,161.0,61.0,,,,,,,,-9999.0,,,,,1.0,,,-9999.0,
USW00023136,1953,4,8,,,,0.0,0.0,0.0,,144.0,33.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,4,9,,,,0.0,0.0,0.0,,150.0,6.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,5,1,,,,0.0,0.0,0.0,,189.0,44.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,10,,,,0.0,0.0,0.0,,233.0,50.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,11,,,,0.0,0.0,0.0,,256.0,78.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,12,,,,0.0,0.0,0.0,,267.0,67.0,,,,,,,,1.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,13,,,,0.0,0.0,0.0,,217.0,67.0,,,,,,,,1.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,14,,,,0.0,0.0,0.0,,183.0,94.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,15,,,,0.0,0.0,0.0,,172.0,89.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,16,,,,0.0,0.0,0.0,,183.0,83.0,,,,,,,,-9999.0,,,,-9999.0,1.0,,,-9999.0,
USW00023136,1953,5,17,,,,0.0,0.0,0.0,,200.0,67.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,18,,,,0.0,0.0,0.0,,200.0,78.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,19,,,,0.0,0.0,0.0,,200.0,94.0,,,,,,,,-9999.0,,,,-9999.0,1.0,,,-9999.0,
USW00023136,1953,5,2,,,,0.0,0.0,0.0,,267.0,67.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,20,,,,0.0,0.0,0.0,,200.0,100.0,,,,,,,,-9999.0,,,,-9999.0,1.0,,,-9999.0,
USW00023136,1953,5,21,,,,0.0,0.0,0.0,,200.0,83.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,22,,,,0.0,0.0,0.0,,211.0,83.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,23,,,,0.0,0.0,0.0,,194.0,89.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,24,,,,0.0,0.0,0.0,,183.0,67.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,25,,,,0.0,0.0,0.0,,172.0,78.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,26,,,,0.0,0.0,0.0,,183.0,67.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,27,,,,0.0,0.0,0.0,,189.0,83.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,28,,,,0.0,0.0,0.0,,161.0,83.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,1.0,
USW00023136,1953,5,29,,,,0.0,0.0,0.0,,189.0,61.0,,,,,,,,1.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,3,,,,0.0,0.0,0.0,,306.0,100.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,30,,,,0.0,0.0,0.0,,194.0,67.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,31,,,,0.0,0.0,0.0,,183.0,111.0,,,,,,,,1.0,,,,-9999.0,1.0,,,-9999.0,
USW00023136,1953,5,4,,,,0.0,0.0,0.0,,322.0,111.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,5,,,,0.0,0.0,0.0,,317.0,122.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,6,,,,0.0,0.0,0.0,,272.0,117.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,5,7,,,,0.0,0.0,0.0,,217.0,89.0,,,,,,,,-9999.0,,,,-9999.0,1.0,,,-9999.0,
USW00023136,1953,5,8,,,,0.0,0.0,0.0,,211.0,78.0,,,,,,,,-9999.0,,,,1.0,-9999.0,,,-9999.0,
USW00023136,1953,5,9,,,,0.0,0.0,0.0,,206.0,61.0,,,,,,,,-9999.0,,,,-9999.0,-9999.0,,,-9999.0,
USW00023136,1953,6,1,,,,0.0,0.0,0.0,,183.0,94.0,,,,,,,,-9999.0,,,,,-9999.0,,,1.0,
USW00023136,1953,6,10,,,,0.0,0.0,0.0,,200.0,78.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,11,,,,0.0,0.0,0.0,,233.0,56.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,12,,,,0.0,0.0,0.0,,244.0,94.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,13,,,,0.0,0.0,0.0,,278.0,94.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,14,,,,0.0,0.0,0.0,,250.0,100.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,15,,,,0.0,0.0,0.0,,211.0,94.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,6,16,,,,0.0,0.0,0.0,,189.0,122.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,6,17,,,,0.0,0.0,0.0,,200.0,128.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,18,,,,0.0,0.0,0.0,,183.0,133.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,19,,,,0.0,0.0,0.0,,206.0,111.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,2,,,,0.0,0.0,0.0,,206.0,67.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,20,,,,0.0,0.0,0.0,,228.0,83.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,21,,,,0.0,0.0,0.0,,250.0,94.0,,,,,,,,-9999.0,,,,,-9999.0,,,-9999.0,
USW00023136,1953,6,22,,,,0.0,0.0,0.0,,267.0,111.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
USW00023136,1953,6,23,,,,0.0,0.0,0.0,,261.0,133.0,,,,,,,,1.0,,,,,1.0,,,1.0,
USW00023136,1953,6,24,,,,0.0,0.0,0.0,,233.0,133.0,,,,,,,,1.0,,,,,1.0,,,-9999.0,
