ID,YEAR,MONTH,DAY,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT01,WT03,WT04,WT05,WT11
USC00044405,1960,2,17,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,18,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,19,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,2,,,5.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,20,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,21,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,22,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,23,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,24,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,25,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,26,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,27,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,28,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,29,,,33.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,3,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,30,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,
USC00044405,1960,2,31,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,
USC00044405,1960,2,4,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,5,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,6,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,7,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,8,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,2,9,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,1,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,10,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,11,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,12,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,13,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,14,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,15,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,16,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,17,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,18,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,19,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,2,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,20,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,21,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,22,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,23,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,24,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,25,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,26,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,27,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,28,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,29,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,3,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,30,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,31,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,4,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,5,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,6,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,7,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,8,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,3,9,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,1,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,10,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,11,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,12,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,13,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,14,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,15,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,16,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,17,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,18,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,19,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,2,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,20,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,21,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,22,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,23,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,24,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,25,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,26,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,27,,,51.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,28,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,29,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,3,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,30,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,31,,,-9999.0,-9999.0,-9999.0,,,,,,,,,,
USC00044405,1960,4,4,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,5,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,6,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,7,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,8,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,4,9,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,1,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,10,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,11,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,12,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,13,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,14,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,15,,,0.0,0.0,0.0,,,,,,,,,,
USC00044405,1960,5,16,,,0.0,0.0,0.0,,,,,,,,,,
