ID,YEAR,MONTH,DAY,PGTM,PRCP,SNOW,SNWD,TMAX,TMIN,WDFG,WSFG,WT01,WT03,WT04,WT05,WT07,WT08,WT09,WT16,WT18
USW00023119,1949,1,1,1036.0,0.0,0.0,0.0,100.0,6.0,135.0,67.0,1.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1949,1,10,1318.0,38.0,23.0,25.0,28.0,-44.0,248.0,94.0,1.0,,,,,1.0,,-9999.0,1.0
USW00023119,1949,1,11,312.0,84.0,76.0,51.0,44.0,-28.0,90.0,94.0,1.0,,,,,-9999.0,,1.0,1.0
USW00023119,1949,1,12,1636.0,137.0,0.0,25.0,61.0,-39.0,90.0,139.0,-9999.0,,,,,-9999.0,,1.0,1.0
USW00023119,1949,1,13,1148.0,127.0,0.0,0.0,44.0,17.0,180.0,139.0,-9999.0,,,,,-9999.0,,1.0,-9999.0
USW00023119,1949,1,14,100.0,28.0,0.0,0.0,61.0,6.0,180.0,72.0,1.0,,,,,-9999.0,,1.0,-9999.0
USW00023119,1949,1,15,1630.0,0.0,0.0,0.0,94.0,-22.0,23.0,152.0,1.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,16,1206.0,0.0,0.0,0.0,72.0,22.0,45.0,237.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,17,112.0,0.0,0.0,0.0,111.0,-6.0,23.0,134.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,18,1712.0,0.0,0.0,0.0,122.0,-6.0,180.0,63.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,19,0.0,20.0,0.0,0.0,67.0,22.0,135.0,67.0,1.0,,,,,-9999.0,,1.0,-9999.0
USW00023119,1949,1,2,1424.0,0.0,0.0,0.0,100.0,28.0,23.0,237.0,1.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,20,1448.0,25.0,0.0,0.0,94.0,56.0,315.0,89.0,1.0,,,,,1.0,,1.0,-9999.0
USW00023119,1949,1,21,1224.0,5.0,0.0,0.0,83.0,50.0,225.0,67.0,1.0,,,,,1.0,,1.0,-9999.0
USW00023119,1949,1,22,1354.0,48.0,0.0,0.0,78.0,39.0,225.0,98.0,-9999.0,,,,,1.0,,1.0,-9999.0
USW00023119,1949,1,23,1206.0,41.0,0.0,0.0,78.0,11.0,315.0,152.0,-9999.0,,,,,-9999.0,,1.0,1.0
USW00023119,1949,1,24,2224.0,0.0,0.0,0.0,78.0,-17.0,338.0,125.0,-9999.0,,,,,-9999.0,,1.0,-9999.0
USW00023119,1949,1,25,300.0,0.0,0.0,0.0,94.0,6.0,360.0,161.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,26,1554.0,0.0,0.0,0.0,106.0,-6.0,315.0,89.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,27,1706.0,0.0,0.0,0.0,111.0,22.0,338.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,28,1430.0,0.0,0.0,0.0,133.0,-6.0,23.0,232.0,1.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,29,112.0,0.0,0.0,0.0,122.0,-11.0,45.0,139.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,3,1236.0,0.0,0.0,0.0,50.0,-22.0,45.0,152.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,30,1730.0,0.0,0.0,0.0,133.0,-11.0,338.0,80.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,31,1024.0,0.0,0.0,0.0,128.0,0.0,113.0,103.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,4,1124.0,0.0,0.0,0.0,67.0,-50.0,23.0,98.0,-9999.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1949,1,5,1554.0,0.0,0.0,0.0,133.0,-39.0,23.0,85.0,-9999.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1949,1,6,1412.0,0.0,0.0,0.0,172.0,-22.0,90.0,112.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,7,230.0,0.0,0.0,0.0,183.0,0.0,45.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1949,1,8,1530.0,0.0,0.0,0.0,133.0,-17.0,338.0,80.0,-9999.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1949,1,9,1342.0,30.0,25.0,0.0,67.0,-6.0,248.0,130.0,-9999.0,,,,,-9999.0,,1.0,1.0
USW00023119,1949,2,1,1512.0,0.0,0.0,0.0,139.0,-22.0,315.0,98.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,10,742.0,0.0,0.0,0.0,211.0,44.0,90.0,103.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,11,2130.0,8.0,0.0,0.0,133.0,28.0,315.0,148.0,-9999.0,,,-9999.0,,-9999.0,,1.0,
USW00023119,1949,2,12,1236.0,0.0,0.0,0.0,89.0,0.0,293.0,89.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,13,1518.0,0.0,0.0,0.0,83.0,-11.0,68.0,125.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,14,1100.0,0.0,0.0,0.0,117.0,-17.0,203.0,94.0,-9999.0,,,-9999.0,,1.0,,-9999.0,
USW00023119,1949,2,15,1736.0,0.0,0.0,0.0,144.0,-28.0,315.0,72.0,-9999.0,,,-9999.0,,1.0,,-9999.0,
USW00023119,1949,2,16,1754.0,0.0,0.0,0.0,217.0,17.0,45.0,76.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,17,1700.0,0.0,0.0,0.0,261.0,44.0,315.0,80.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,18,1500.0,0.0,0.0,0.0,228.0,39.0,315.0,98.0,-9999.0,,,-9999.0,,1.0,,-9999.0,
USW00023119,1949,2,19,1354.0,0.0,0.0,0.0,189.0,33.0,315.0,85.0,1.0,,,-9999.0,,1.0,,-9999.0,
USW00023119,1949,2,2,1354.0,0.0,0.0,0.0,111.0,22.0,293.0,85.0,1.0,,,-9999.0,,-9999.0,,1.0,
USW00023119,1949,2,20,1642.0,0.0,0.0,0.0,144.0,67.0,315.0,72.0,1.0,,,-9999.0,,1.0,,-9999.0,
USW00023119,1949,2,21,1712.0,0.0,0.0,0.0,222.0,44.0,315.0,72.0,1.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,22,1524.0,0.0,0.0,0.0,261.0,56.0,315.0,98.0,-9999.0,,,-9999.0,,1.0,,-9999.0,
USW00023119,1949,2,23,1712.0,0.0,0.0,0.0,222.0,56.0,360.0,94.0,1.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,24,1254.0,23.0,0.0,0.0,117.0,83.0,180.0,98.0,1.0,,,-9999.0,,1.0,,1.0,
USW00023119,1949,2,25,2130.0,5.0,0.0,0.0,133.0,78.0,315.0,80.0,1.0,,,-9999.0,,1.0,,1.0,
USW00023119,1949,2,26,1700.0,0.0,0.0,0.0,106.0,72.0,180.0,89.0,1.0,,,-9999.0,,1.0,,1.0,
USW00023119,1949,2,27,1442.0,28.0,0.0,0.0,111.0,56.0,180.0,89.0,-9999.0,,,1.0,,-9999.0,,1.0,
USW00023119,1949,2,28,1830.0,0.0,0.0,0.0,139.0,61.0,338.0,67.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,29,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,3,1248.0,20.0,0.0,0.0,78.0,11.0,315.0,112.0,-9999.0,,,-9999.0,,1.0,,1.0,
USW00023119,1949,2,30,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,4,1918.0,0.0,0.0,0.0,94.0,44.0,338.0,63.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,5,1148.0,3.0,0.0,0.0,83.0,33.0,338.0,63.0,-9999.0,,,-9999.0,,-9999.0,,1.0,
USW00023119,1949,2,6,1930.0,0.0,0.0,0.0,128.0,0.0,338.0,72.0,1.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,2,7,1812.0,81.0,0.0,0.0,83.0,44.0,270.0,80.0,-9999.0,,,-9999.0,,-9999.0,,1.0,
USW00023119,1949,2,8,424.0,0.0,0.0,0.0,117.0,11.0,23.0,112.0,-9999.0,,,-9999.0,,-9999.0,,1.0,
USW00023119,1949,2,9,1854.0,0.0,0.0,0.0,172.0,-6.0,45.0,85.0,-9999.0,,,-9999.0,,-9999.0,,-9999.0,
USW00023119,1949,3,1,1518.0,0.0,0.0,0.0,183.0,39.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,10,1724.0,0.0,0.0,0.0,189.0,22.0,315.0,89.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,11,236.0,8.0,0.0,0.0,150.0,61.0,315.0,107.0,-9999.0,,,,,-9999.0,,1.0,
USW00023119,1949,3,12,1248.0,0.0,0.0,0.0,139.0,28.0,315.0,76.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,13,1312.0,0.0,0.0,0.0,194.0,28.0,315.0,80.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,14,1430.0,0.0,0.0,0.0,233.0,56.0,315.0,63.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,15,1430.0,0.0,0.0,0.0,211.0,72.0,338.0,98.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,16,1518.0,0.0,0.0,0.0,167.0,61.0,315.0,85.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,17,1500.0,0.0,0.0,0.0,200.0,83.0,315.0,72.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,18,1418.0,0.0,0.0,0.0,200.0,61.0,315.0,80.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,19,1342.0,15.0,0.0,0.0,189.0,50.0,270.0,107.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,3,2,1054.0,0.0,0.0,0.0,150.0,72.0,180.0,85.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,20,1830.0,0.0,0.0,0.0,167.0,72.0,338.0,89.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,21,1530.0,0.0,0.0,0.0,222.0,39.0,315.0,103.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,22,1612.0,0.0,0.0,0.0,156.0,67.0,270.0,143.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,3,23,1300.0,0.0,0.0,0.0,133.0,50.0,315.0,116.0,-9999.0,,,,,-9999.0,,1.0,
USW00023119,1949,3,24,1206.0,0.0,0.0,0.0,117.0,39.0,203.0,89.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,3,25,1530.0,0.0,0.0,0.0,172.0,28.0,315.0,121.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,26,1348.0,0.0,0.0,0.0,172.0,61.0,315.0,72.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,27,1506.0,0.0,0.0,0.0,200.0,50.0,315.0,80.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,28,1200.0,0.0,0.0,0.0,139.0,50.0,293.0,134.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,3,29,1030.0,0.0,0.0,0.0,161.0,33.0,45.0,143.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,3,1542.0,0.0,0.0,0.0,172.0,39.0,315.0,85.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,30,1642.0,0.0,0.0,0.0,167.0,17.0,203.0,152.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,31,1430.0,0.0,0.0,0.0,122.0,22.0,315.0,94.0,-9999.0,,,,,-9999.0,,1.0,
USW00023119,1949,3,4,1712.0,64.0,0.0,0.0,167.0,39.0,315.0,107.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,3,5,1354.0,0.0,0.0,0.0,144.0,61.0,315.0,80.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,6,1542.0,0.0,0.0,0.0,194.0,28.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,3,7,1612.0,0.0,0.0,0.0,133.0,56.0,293.0,94.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,3,8,1730.0,0.0,0.0,0.0,161.0,44.0,338.0,85.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,3,9,1418.0,0.0,0.0,0.0,200.0,39.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,1,1754.0,0.0,0.0,0.0,150.0,50.0,315.0,98.0,-9999.0,,,,,-9999.0,,1.0,
USW00023119,1949,4,10,1548.0,0.0,0.0,0.0,317.0,72.0,293.0,116.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,11,918.0,0.0,0.0,0.0,311.0,83.0,113.0,121.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,12,1536.0,0.0,0.0,0.0,278.0,89.0,338.0,116.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,13,1642.0,0.0,0.0,0.0,244.0,67.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,14,1548.0,0.0,0.0,0.0,183.0,83.0,315.0,89.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,4,15,1830.0,0.0,0.0,0.0,178.0,78.0,315.0,98.0,-9999.0,,,,,1.0,,1.0,
USW00023119,1949,4,16,1548.0,0.0,0.0,0.0,239.0,61.0,315.0,89.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,17,1524.0,0.0,0.0,0.0,222.0,100.0,315.0,121.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,4,18,1318.0,0.0,0.0,0.0,178.0,111.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,19,1754.0,0.0,0.0,0.0,156.0,94.0,315.0,85.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,2,1712.0,0.0,0.0,0.0,117.0,67.0,338.0,76.0,-9999.0,,,,,1.0,,1.0,
USW00023119,1949,4,20,1448.0,0.0,0.0,0.0,294.0,67.0,293.0,134.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,21,1648.0,0.0,0.0,0.0,333.0,117.0,315.0,134.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,22,1518.0,0.0,0.0,0.0,333.0,122.0,315.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,23,1530.0,0.0,0.0,0.0,311.0,122.0,315.0,116.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,24,1324.0,0.0,0.0,0.0,250.0,94.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,25,1706.0,0.0,0.0,0.0,261.0,111.0,315.0,85.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,26,1624.0,0.0,0.0,0.0,244.0,106.0,315.0,107.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,27,1636.0,0.0,0.0,0.0,256.0,94.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,28,1548.0,0.0,0.0,0.0,244.0,78.0,315.0,125.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,29,1548.0,0.0,0.0,0.0,200.0,106.0,338.0,107.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,3,1636.0,0.0,0.0,0.0,228.0,33.0,315.0,143.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,30,1800.0,0.0,0.0,0.0,256.0,72.0,315.0,103.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,4,1706.0,0.0,0.0,0.0,267.0,44.0,315.0,112.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,5,1442.0,0.0,0.0,0.0,261.0,83.0,315.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,6,1330.0,0.0,0.0,0.0,228.0,133.0,315.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,7,1330.0,0.0,0.0,0.0,211.0,89.0,315.0,139.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,4,8,1730.0,0.0,0.0,0.0,206.0,33.0,315.0,94.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,4,9,1442.0,0.0,0.0,0.0,300.0,56.0,338.0,134.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,1,1500.0,0.0,0.0,0.0,267.0,83.0,315.0,103.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,10,1454.0,0.0,0.0,0.0,228.0,100.0,293.0,112.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,11,1630.0,0.0,0.0,0.0,256.0,89.0,315.0,80.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,12,1512.0,0.0,0.0,0.0,256.0,117.0,293.0,94.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,13,1600.0,0.0,0.0,0.0,194.0,117.0,315.0,112.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,5,14,2012.0,0.0,0.0,0.0,150.0,100.0,315.0,94.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,5,15,1548.0,36.0,0.0,0.0,150.0,111.0,180.0,67.0,-9999.0,,,,,1.0,,1.0,
USW00023119,1949,5,16,1518.0,20.0,0.0,0.0,150.0,106.0,315.0,80.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,5,17,1606.0,3.0,0.0,0.0,144.0,106.0,180.0,85.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,5,18,1142.0,0.0,0.0,0.0,161.0,100.0,203.0,116.0,-9999.0,,,,,-9999.0,,1.0,
USW00023119,1949,5,19,1330.0,0.0,0.0,0.0,150.0,89.0,315.0,125.0,-9999.0,,,,,-9999.0,,1.0,
USW00023119,1949,5,2,1524.0,0.0,0.0,0.0,217.0,106.0,315.0,98.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,5,20,1554.0,0.0,0.0,0.0,200.0,44.0,315.0,76.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,21,1600.0,0.0,0.0,0.0,278.0,78.0,315.0,103.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,22,1636.0,0.0,0.0,0.0,311.0,106.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,23,1436.0,0.0,0.0,0.0,350.0,122.0,315.0,121.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,24,1624.0,0.0,0.0,0.0,344.0,139.0,338.0,107.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,25,1330.0,0.0,0.0,0.0,306.0,144.0,315.0,112.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,26,1512.0,0.0,0.0,0.0,278.0,128.0,315.0,94.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,27,1542.0,0.0,0.0,0.0,272.0,133.0,315.0,103.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,28,1418.0,0.0,0.0,0.0,222.0,128.0,315.0,103.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,29,1424.0,0.0,0.0,0.0,211.0,117.0,315.0,107.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,3,1336.0,0.0,0.0,0.0,200.0,111.0,315.0,107.0,-9999.0,,,,,1.0,,1.0,
USW00023119,1949,5,30,1400.0,0.0,0.0,0.0,222.0,100.0,338.0,112.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,31,1354.0,0.0,0.0,0.0,233.0,83.0,338.0,103.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,4,1612.0,0.0,0.0,0.0,222.0,106.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,5,5,1148.0,0.0,0.0,0.0,306.0,83.0,45.0,134.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,6,1436.0,0.0,0.0,0.0,300.0,139.0,360.0,139.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,7,1506.0,0.0,0.0,0.0,294.0,100.0,315.0,130.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,8,1436.0,0.0,0.0,0.0,267.0,94.0,315.0,125.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,5,9,1554.0,0.0,0.0,0.0,217.0,89.0,338.0,116.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,1,1348.0,0.0,0.0,0.0,267.0,89.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,10,1548.0,0.0,0.0,0.0,339.0,150.0,315.0,89.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,11,1542.0,0.0,0.0,0.0,289.0,128.0,315.0,94.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,12,1506.0,0.0,0.0,0.0,300.0,133.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,13,1618.0,0.0,0.0,0.0,306.0,139.0,315.0,103.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,14,1430.0,0.0,0.0,0.0,317.0,139.0,315.0,94.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,15,1600.0,0.0,0.0,0.0,339.0,139.0,315.0,103.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,16,1512.0,0.0,0.0,0.0,311.0,144.0,315.0,94.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,17,1742.0,0.0,0.0,0.0,283.0,139.0,315.0,112.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,6,18,1500.0,0.0,0.0,0.0,244.0,139.0,315.0,112.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,19,1706.0,0.0,0.0,0.0,278.0,128.0,315.0,98.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,2,1512.0,0.0,0.0,0.0,317.0,117.0,315.0,116.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,20,1736.0,0.0,0.0,0.0,322.0,117.0,315.0,103.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,21,1548.0,0.0,0.0,0.0,356.0,144.0,315.0,98.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,22,1418.0,0.0,0.0,0.0,367.0,194.0,315.0,143.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,23,1606.0,0.0,0.0,0.0,328.0,178.0,338.0,103.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,24,1712.0,0.0,0.0,0.0,283.0,139.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,25,1554.0,0.0,0.0,0.0,278.0,133.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,26,1554.0,0.0,0.0,0.0,228.0,144.0,315.0,112.0,1.0,,,,,1.0,,1.0,
USW00023119,1949,6,27,1454.0,0.0,0.0,0.0,244.0,150.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,28,1730.0,0.0,0.0,0.0,261.0,139.0,315.0,98.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1949,6,29,1454.0,0.0,0.0,0.0,294.0,111.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,3,748.0,0.0,0.0,0.0,294.0,150.0,360.0,201.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,30,1612.0,0.0,0.0,0.0,328.0,128.0,315.0,103.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,4,1324.0,0.0,0.0,0.0,300.0,106.0,315.0,121.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,5,1618.0,0.0,0.0,0.0,306.0,139.0,315.0,116.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,6,1354.0,0.0,0.0,0.0,306.0,133.0,315.0,98.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,7,854.0,0.0,0.0,0.0,294.0,117.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,6,8,1630.0,0.0,0.0,0.0,300.0,122.0,315.0,94.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,6,9,1500.0,0.0,0.0,0.0,317.0,122.0,315.0,98.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,1,1606.0,0.0,0.0,0.0,333.0,156.0,315.0,98.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,10,1324.0,0.0,0.0,0.0,339.0,139.0,315.0,89.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,11,1524.0,0.0,0.0,0.0,300.0,144.0,315.0,107.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,12,1524.0,0.0,0.0,0.0,317.0,150.0,315.0,94.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,13,1706.0,0.0,0.0,0.0,328.0,150.0,315.0,103.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,14,1518.0,0.0,0.0,0.0,344.0,167.0,315.0,98.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,7,15,1600.0,0.0,0.0,0.0,361.0,178.0,315.0,103.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,7,16,1630.0,0.0,0.0,0.0,378.0,172.0,338.0,103.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,17,1742.0,0.0,0.0,0.0,356.0,183.0,315.0,89.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,7,18,1700.0,0.0,0.0,0.0,339.0,183.0,315.0,107.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,7,19,1612.0,0.0,0.0,0.0,328.0,178.0,315.0,116.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1949,7,2,1530.0,0.0,0.0,0.0,344.0,178.0,315.0,121.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1949,7,20,1530.0,0.0,0.0,0.0,322.0,161.0,315.0,112.0,-9999.0,,,,,-9999.0,,-9999.0,
