ID,YEAR,MONTH,DAY,PGTM,PRCP,SNOW,SNWD,TMAX,TMIN,WDFG,WSFG,WT01,WT03,WT04,WT05,WT07,WT08,WT09,WT16,WT18
USW00023119,1950,10,14,1506.0,0.0,0.0,0.0,322.0,150.0,315.0,80.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,15,1536.0,0.0,0.0,0.0,311.0,122.0,315.0,80.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,16,1506.0,0.0,0.0,0.0,300.0,111.0,315.0,85.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,17,1612.0,0.0,0.0,0.0,283.0,100.0,315.0,76.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,18,1648.0,0.0,0.0,0.0,300.0,89.0,315.0,63.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,19,1430.0,0.0,0.0,0.0,306.0,94.0,315.0,63.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,2,1712.0,0.0,0.0,0.0,328.0,72.0,315.0,76.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,20,1436.0,0.0,0.0,0.0,261.0,89.0,315.0,85.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,21,1300.0,3.0,0.0,0.0,222.0,100.0,315.0,80.0,1.0,,,,,1.0,,1.0,
USW00023119,1950,10,22,1148.0,0.0,0.0,0.0,261.0,72.0,338.0,85.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,23,1430.0,0.0,0.0,0.0,283.0,139.0,203.0,107.0,-9999.0,,,,,1.0,,1.0,
USW00023119,1950,10,24,1606.0,0.0,0.0,0.0,239.0,111.0,315.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,25,1430.0,0.0,0.0,0.0,217.0,111.0,293.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,26,1312.0,0.0,0.0,0.0,228.0,106.0,315.0,107.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,27,1718.0,0.0,0.0,0.0,217.0,111.0,315.0,85.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1950,10,28,1842.0,0.0,0.0,0.0,278.0,89.0,315.0,72.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,29,1600.0,0.0,0.0,0.0,283.0,89.0,315.0,85.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,3,1542.0,0.0,0.0,0.0,333.0,94.0,315.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,30,1618.0,0.0,0.0,0.0,211.0,106.0,315.0,80.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,31,1424.0,0.0,0.0,0.0,211.0,111.0,338.0,72.0,-9999.0,,,,,1.0,,1.0,
USW00023119,1950,10,4,1600.0,0.0,0.0,0.0,322.0,117.0,338.0,85.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,5,1606.0,0.0,0.0,0.0,317.0,111.0,315.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,10,6,1612.0,0.0,0.0,0.0,283.0,106.0,315.0,72.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,7,1548.0,0.0,0.0,0.0,361.0,122.0,315.0,85.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,8,1600.0,0.0,0.0,0.0,322.0,133.0,338.0,89.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,10,9,1248.0,0.0,0.0,0.0,289.0,122.0,315.0,72.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,1,1624.0,0.0,0.0,0.0,306.0,83.0,23.0,85.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,10,1342.0,0.0,0.0,0.0,206.0,106.0,90.0,192.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,11,1430.0,0.0,0.0,0.0,261.0,39.0,315.0,67.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,12,1606.0,0.0,0.0,0.0,222.0,-11.0,315.0,80.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,13,1530.0,185.0,0.0,0.0,144.0,50.0,180.0,116.0,-9999.0,,,,,-9999.0,,1.0,
USW00023119,1950,11,14,1000.0,28.0,0.0,0.0,139.0,72.0,270.0,85.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1950,11,15,1630.0,0.0,0.0,0.0,178.0,39.0,338.0,54.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,16,1442.0,0.0,0.0,0.0,211.0,44.0,315.0,63.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,17,1324.0,0.0,0.0,0.0,194.0,50.0,315.0,72.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,18,2306.0,8.0,0.0,0.0,150.0,100.0,315.0,54.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1950,11,19,2000.0,71.0,0.0,0.0,161.0,133.0,180.0,54.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1950,11,2,1348.0,0.0,0.0,0.0,311.0,106.0,338.0,161.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,20,1618.0,89.0,0.0,0.0,189.0,128.0,315.0,36.0,1.0,,,,,1.0,,1.0,
USW00023119,1950,11,21,1630.0,0.0,0.0,0.0,256.0,100.0,315.0,36.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,22,1212.0,0.0,0.0,0.0,289.0,122.0,45.0,98.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,23,1354.0,0.0,0.0,0.0,289.0,94.0,315.0,63.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,24,1718.0,0.0,0.0,0.0,311.0,61.0,338.0,72.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,25,1548.0,0.0,0.0,0.0,317.0,61.0,315.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,26,1418.0,0.0,0.0,0.0,267.0,61.0,338.0,54.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,27,1442.0,0.0,0.0,0.0,244.0,56.0,315.0,63.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,28,1642.0,0.0,0.0,0.0,317.0,61.0,315.0,58.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,29,1448.0,0.0,0.0,0.0,267.0,61.0,315.0,54.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,3,1248.0,0.0,0.0,0.0,311.0,167.0,90.0,116.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,30,1330.0,0.0,0.0,0.0,211.0,50.0,315.0,63.0,1.0,,,,,1.0,,1.0,
USW00023119,1950,11,31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,4,812.0,0.0,0.0,0.0,333.0,144.0,90.0,89.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,5,1606.0,0.0,0.0,0.0,289.0,100.0,293.0,89.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,11,6,1418.0,0.0,0.0,0.0,283.0,89.0,315.0,67.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,7,1312.0,0.0,0.0,0.0,294.0,89.0,338.0,63.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,8,1530.0,0.0,0.0,0.0,278.0,78.0,315.0,94.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,11,9,1542.0,0.0,0.0,0.0,278.0,56.0,90.0,116.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,1,-9999.0,0.0,0.0,0.0,161.0,89.0,-9999.0,-9999.0,1.0,,,,,1.0,,1.0,
USW00023119,1950,12,10,1424.0,0.0,0.0,0.0,322.0,72.0,135.0,31.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,11,1948.0,0.0,0.0,0.0,294.0,72.0,338.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,12,1354.0,0.0,0.0,0.0,278.0,94.0,315.0,54.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,13,1636.0,0.0,0.0,0.0,244.0,83.0,315.0,45.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,14,1442.0,0.0,0.0,0.0,211.0,78.0,293.0,67.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,15,1500.0,0.0,0.0,0.0,211.0,100.0,315.0,54.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,16,1412.0,0.0,0.0,0.0,267.0,67.0,315.0,58.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,17,1154.0,0.0,0.0,0.0,256.0,94.0,68.0,76.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,18,1542.0,0.0,0.0,0.0,278.0,72.0,315.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,19,1500.0,0.0,0.0,0.0,233.0,50.0,338.0,45.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,2,-9999.0,0.0,0.0,0.0,172.0,56.0,-9999.0,-9999.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,20,1524.0,0.0,0.0,0.0,256.0,39.0,315.0,49.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,21,1718.0,0.0,0.0,0.0,244.0,56.0,338.0,49.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,22,1000.0,0.0,0.0,0.0,256.0,61.0,203.0,49.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,23,1424.0,0.0,0.0,0.0,267.0,72.0,360.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,24,736.0,0.0,0.0,0.0,261.0,61.0,338.0,49.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,25,1424.0,0.0,0.0,0.0,256.0,28.0,315.0,45.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,26,1618.0,0.0,0.0,0.0,161.0,56.0,338.0,63.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,27,1106.0,0.0,0.0,0.0,200.0,17.0,315.0,58.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,28,1424.0,0.0,0.0,0.0,194.0,0.0,338.0,63.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,29,1518.0,0.0,0.0,0.0,239.0,33.0,23.0,72.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,3,-9999.0,0.0,0.0,0.0,172.0,67.0,-9999.0,-9999.0,-9999.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,30,1830.0,0.0,0.0,0.0,200.0,39.0,315.0,89.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,31,1206.0,0.0,0.0,0.0,128.0,56.0,23.0,161.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1950,12,4,-9999.0,3.0,0.0,0.0,156.0,100.0,-9999.0,-9999.0,1.0,,,,,1.0,,1.0,
USW00023119,1950,12,5,-9999.0,0.0,0.0,0.0,233.0,61.0,-9999.0,-9999.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,6,1054.0,0.0,0.0,0.0,256.0,78.0,113.0,76.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,7,1642.0,0.0,0.0,0.0,233.0,83.0,338.0,45.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,8,1630.0,0.0,0.0,0.0,250.0,39.0,315.0,40.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1950,12,9,1524.0,0.0,0.0,0.0,294.0,67.0,68.0,98.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,1,1254.0,0.0,0.0,0.0,122.0,17.0,338.0,165.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,10,1030.0,53.0,0.0,0.0,106.0,50.0,158.0,98.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1951,1,11,1600.0,56.0,0.0,0.0,89.0,44.0,270.0,183.0,1.0,,,,,1.0,,1.0,
USW00023119,1951,1,12,1236.0,0.0,0.0,0.0,117.0,17.0,360.0,143.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,13,1718.0,0.0,0.0,0.0,167.0,-6.0,315.0,54.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,14,1600.0,0.0,0.0,0.0,211.0,11.0,315.0,40.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,15,2124.0,0.0,0.0,0.0,206.0,22.0,315.0,76.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1951,1,16,1212.0,28.0,0.0,0.0,111.0,39.0,315.0,72.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1951,1,17,1424.0,0.0,0.0,0.0,128.0,17.0,315.0,45.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,18,2254.0,0.0,0.0,0.0,139.0,61.0,158.0,36.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1951,1,19,1336.0,18.0,0.0,0.0,150.0,50.0,338.0,63.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1951,1,2,1712.0,0.0,0.0,0.0,139.0,-17.0,338.0,49.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,20,1342.0,0.0,0.0,0.0,150.0,17.0,315.0,76.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,21,1412.0,0.0,0.0,0.0,200.0,39.0,315.0,36.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,22,1230.0,0.0,0.0,0.0,200.0,44.0,315.0,40.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,23,936.0,0.0,0.0,0.0,283.0,61.0,90.0,72.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,24,1654.0,0.0,0.0,0.0,278.0,67.0,45.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,25,1712.0,0.0,0.0,0.0,283.0,78.0,23.0,58.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,26,1254.0,0.0,0.0,0.0,222.0,56.0,45.0,45.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1951,1,27,12.0,0.0,0.0,0.0,122.0,72.0,158.0,40.0,1.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,28,1230.0,0.0,0.0,0.0,111.0,89.0,315.0,36.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1951,1,29,1306.0,71.0,0.0,0.0,122.0,72.0,293.0,103.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1951,1,3,1106.0,0.0,0.0,0.0,144.0,33.0,293.0,63.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,30,1806.0,10.0,0.0,0.0,89.0,50.0,360.0,107.0,1.0,,,,,-9999.0,,1.0,
USW00023119,1951,1,31,124.0,0.0,0.0,0.0,128.0,0.0,45.0,107.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,4,1530.0,3.0,0.0,0.0,167.0,28.0,315.0,58.0,-9999.0,,,,,1.0,,1.0,
USW00023119,1951,1,5,1542.0,0.0,0.0,0.0,167.0,17.0,315.0,54.0,1.0,,,,,1.0,,-9999.0,
USW00023119,1951,1,6,1342.0,0.0,0.0,0.0,206.0,28.0,45.0,107.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,7,1218.0,0.0,0.0,0.0,228.0,50.0,45.0,112.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,8,1624.0,0.0,0.0,0.0,211.0,6.0,338.0,76.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,1,9,1612.0,0.0,0.0,0.0,206.0,-6.0,315.0,45.0,-9999.0,,,,,-9999.0,,-9999.0,
USW00023119,1951,2,1,2130.0,0.0,0.0,0.0,156.0,33.0,90.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,10,1300.0,0.0,0.0,0.0,250.0,67.0,315.0,89.0,1.0,,,,,1.0,,1.0,-9999.0
USW00023119,1951,2,11,1512.0,0.0,0.0,0.0,133.0,78.0,315.0,49.0,1.0,,,,,1.0,,1.0,-9999.0
USW00023119,1951,2,12,1800.0,0.0,0.0,0.0,172.0,72.0,315.0,63.0,1.0,,,,,1.0,,1.0,-9999.0
USW00023119,1951,2,13,1506.0,0.0,0.0,0.0,217.0,22.0,338.0,103.0,1.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,14,1018.0,0.0,0.0,0.0,211.0,67.0,90.0,139.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,15,1542.0,0.0,0.0,0.0,222.0,44.0,293.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,16,1230.0,0.0,0.0,0.0,150.0,56.0,180.0,76.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,17,1530.0,0.0,0.0,0.0,167.0,17.0,315.0,76.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,18,2348.0,0.0,0.0,0.0,150.0,56.0,23.0,116.0,1.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,19,1048.0,0.0,0.0,0.0,172.0,56.0,23.0,139.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,2,54.0,0.0,0.0,0.0,217.0,61.0,90.0,116.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,20,1848.0,0.0,0.0,0.0,206.0,17.0,338.0,72.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,21,1454.0,0.0,0.0,0.0,172.0,6.0,315.0,94.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,22,1512.0,0.0,0.0,0.0,122.0,33.0,270.0,80.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,23,1442.0,0.0,0.0,0.0,117.0,6.0,-9999.0,98.0,-9999.0,,,,,-9999.0,,1.0,-9999.0
USW00023119,1951,2,24,1500.0,0.0,0.0,0.0,161.0,11.0,293.0,89.0,-9999.0,,,,,-9999.0,,1.0,-9999.0
USW00023119,1951,2,25,1624.0,0.0,0.0,0.0,156.0,22.0,270.0,98.0,1.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,26,2054.0,79.0,0.0,0.0,111.0,11.0,225.0,107.0,1.0,,,,,-9999.0,,1.0,-9999.0
USW00023119,1951,2,27,1236.0,10.0,0.0,0.0,89.0,11.0,270.0,130.0,-9999.0,,,,,-9999.0,,1.0,1.0
USW00023119,1951,2,28,1436.0,0.0,0.0,0.0,111.0,-6.0,270.0,45.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,29,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,3,1542.0,0.0,0.0,0.0,233.0,17.0,315.0,54.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,30,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,31,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,4,1542.0,0.0,0.0,0.0,222.0,17.0,315.0,49.0,-9999.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,2,5,1442.0,0.0,0.0,0.0,172.0,39.0,315.0,67.0,1.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,2,6,1700.0,0.0,0.0,0.0,267.0,17.0,45.0,45.0,1.0,,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,2,7,1448.0,0.0,0.0,0.0,272.0,83.0,315.0,63.0,1.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,2,8,1536.0,0.0,0.0,0.0,256.0,72.0,315.0,54.0,-9999.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,2,9,2030.0,0.0,0.0,0.0,300.0,67.0,360.0,49.0,1.0,,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,1,1806.0,135.0,0.0,0.0,56.0,11.0,270.0,107.0,-9999.0,1.0,,,,-9999.0,,1.0,1.0
USW00023119,1951,3,10,1706.0,0.0,0.0,0.0,167.0,61.0,293.0,80.0,-9999.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,11,1648.0,0.0,0.0,0.0,233.0,33.0,90.0,103.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,12,1130.0,0.0,0.0,0.0,256.0,67.0,90.0,112.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,13,1742.0,0.0,0.0,0.0,294.0,67.0,23.0,63.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,14,1454.0,0.0,0.0,0.0,278.0,94.0,113.0,98.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,15,1500.0,0.0,0.0,0.0,272.0,56.0,315.0,80.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,16,1448.0,0.0,0.0,0.0,194.0,67.0,315.0,85.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,17,1342.0,0.0,0.0,0.0,228.0,83.0,158.0,94.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,18,1530.0,0.0,0.0,0.0,211.0,72.0,68.0,107.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,19,1624.0,0.0,0.0,0.0,256.0,56.0,315.0,89.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,2,1206.0,3.0,0.0,0.0,106.0,0.0,270.0,107.0,-9999.0,-9999.0,,,,-9999.0,,1.0,-9999.0
USW00023119,1951,3,20,1448.0,0.0,0.0,0.0,261.0,78.0,315.0,89.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,21,1600.0,0.0,0.0,0.0,239.0,61.0,315.0,76.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,22,1718.0,0.0,0.0,0.0,239.0,44.0,315.0,89.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,23,1518.0,0.0,0.0,0.0,228.0,28.0,315.0,156.0,-9999.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,24,1630.0,0.0,0.0,0.0,283.0,67.0,293.0,94.0,-9999.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,25,1524.0,0.0,0.0,0.0,256.0,44.0,293.0,94.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,26,1612.0,0.0,0.0,0.0,183.0,89.0,315.0,98.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,27,1624.0,0.0,0.0,0.0,222.0,100.0,315.0,112.0,-9999.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,28,1630.0,0.0,0.0,0.0,256.0,78.0,338.0,116.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,29,1542.0,0.0,0.0,0.0,211.0,89.0,315.0,112.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,3,1000.0,0.0,0.0,0.0,139.0,17.0,23.0,121.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,30,1412.0,0.0,0.0,0.0,161.0,89.0,180.0,107.0,-9999.0,-9999.0,,,,1.0,,1.0,-9999.0
USW00023119,1951,3,31,1630.0,0.0,0.0,0.0,178.0,61.0,315.0,98.0,-9999.0,-9999.0,,,,-9999.0,,1.0,-9999.0
USW00023119,1951,3,4,1718.0,0.0,0.0,0.0,156.0,0.0,315.0,76.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,5,1406.0,0.0,0.0,0.0,139.0,22.0,270.0,67.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,-9999.0
USW00023119,1951,3,6,1330.0,0.0,0.0,0.0,156.0,44.0,293.0,58.0,1.0,-9999.0,,,,1.0,,1.0,-9999.0
USW00023119,1951,3,7,1412.0,0.0,0.0,0.0,189.0,28.0,338.0,67.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,8,1048.0,0.0,0.0,0.0,211.0,33.0,315.0,63.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,3,9,1630.0,0.0,0.0,0.0,178.0,67.0,315.0,80.0,1.0,-9999.0,,,,1.0,,-9999.0,-9999.0
USW00023119,1951,4,1,1624.0,0.0,0.0,0.0,222.0,28.0,293.0,94.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,
USW00023119,1951,4,10,1712.0,0.0,0.0,0.0,222.0,106.0,315.0,72.0,1.0,-9999.0,,,,1.0,,1.0,
USW00023119,1951,4,11,954.0,0.0,0.0,0.0,306.0,100.0,90.0,89.0,1.0,-9999.0,,,,1.0,,-9999.0,
USW00023119,1951,4,12,930.0,0.0,0.0,0.0,311.0,89.0,113.0,130.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,
USW00023119,1951,4,13,1554.0,0.0,0.0,0.0,306.0,89.0,315.0,139.0,1.0,-9999.0,,,,1.0,,-9999.0,
USW00023119,1951,4,14,1642.0,0.0,0.0,0.0,239.0,83.0,315.0,67.0,1.0,-9999.0,,,,1.0,,-9999.0,
USW00023119,1951,4,15,1812.0,0.0,0.0,0.0,211.0,106.0,315.0,63.0,1.0,-9999.0,,,,-9999.0,,1.0,
USW00023119,1951,4,16,1954.0,0.0,0.0,0.0,194.0,106.0,315.0,85.0,1.0,-9999.0,,,,-9999.0,,1.0,
USW00023119,1951,4,17,1442.0,0.0,0.0,0.0,194.0,106.0,315.0,94.0,-9999.0,-9999.0,,,,1.0,,-9999.0,
USW00023119,1951,4,18,1512.0,5.0,0.0,0.0,189.0,89.0,315.0,80.0,-9999.0,-9999.0,,,,-9999.0,,1.0,
USW00023119,1951,4,19,1500.0,0.0,0.0,0.0,183.0,106.0,315.0,89.0,1.0,-9999.0,,,,1.0,,1.0,
USW00023119,1951,4,2,1336.0,0.0,0.0,0.0,233.0,67.0,293.0,107.0,-9999.0,-9999.0,,,,-9999.0,,-9999.0,
USW00023119,1951,4,20,1830.0,0.0,0.0,0.0,172.0,111.0,315.0,49.0,-9999.0,-9999.0,,,,1.0,,1.0,
USW00023119,1951,4,21,1654.0,0.0,0.0,0.0,228.0,111.0,315.0,85.0,-9999.0,-9999.0,,,,1.0,,-9999.0,
