ID,YEAR,MONTH,DAY,DAPR,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT11
USC00043669,1949,2,1,-9999.0,-9999.0,,13.0,,,,,,,,,,,
USC00043669,1949,2,10,-9999.0,-9999.0,,64.0,,,,,,,,,,,
USC00043669,1949,2,11,-9999.0,-9999.0,,244.0,,,,,,,,,,,
USC00043669,1949,2,12,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,13,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,14,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,15,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,16,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,17,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,18,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,19,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,2,-9999.0,-9999.0,,10.0,,,,,,,,,,,
USC00043669,1949,2,20,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,21,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,22,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,23,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,24,-9999.0,-9999.0,,69.0,,,,,,,,,,,
USC00043669,1949,2,25,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,26,-9999.0,-9999.0,,107.0,,,,,,,,,,,
USC00043669,1949,2,27,-9999.0,-9999.0,,8.0,,,,,,,,,,,
USC00043669,1949,2,28,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,29,-9999.0,-9999.0,,-9999.0,,,,,,,,,,,
USC00043669,1949,2,3,-9999.0,-9999.0,,173.0,,,,,,,,,,,
USC00043669,1949,2,30,-9999.0,-9999.0,,-9999.0,,,,,,,,,,,
USC00043669,1949,2,31,-9999.0,-9999.0,,-9999.0,,,,,,,,,,,
USC00043669,1949,2,4,-9999.0,-9999.0,,124.0,,,,,,,,,,,
USC00043669,1949,2,5,-9999.0,-9999.0,,69.0,,,,,,,,,,,
USC00043669,1949,2,6,-9999.0,-9999.0,,-9999.0,,,,,,,,,,,
USC00043669,1949,2,7,2.0,305.0,,-9999.0,,,,,,,,,,,
USC00043669,1949,2,8,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,2,9,-9999.0,-9999.0,,0.0,,,,,,,,,,,
USC00043669,1949,3,1,,,,8.0,,,,,,,,,,,
USC00043669,1949,3,10,,,,168.0,,,,,,,,,,,
USC00043669,1949,3,11,,,,287.0,,,,,,,,,,,
USC00043669,1949,3,12,,,,119.0,,,,,,,,,,,
USC00043669,1949,3,13,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,14,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,15,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,16,,,,76.0,,,,,,,,,,,
USC00043669,1949,3,17,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,18,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,19,,,,318.0,,,,,,,,,,,
USC00043669,1949,3,2,,,,145.0,,,,,,,,,,,
USC00043669,1949,3,20,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,21,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,22,,,,229.0,,,,,,,,,,,
USC00043669,1949,3,23,,,,89.0,,,,,,,,,,,
USC00043669,1949,3,24,,,,25.0,,,,,,,,,,,
USC00043669,1949,3,25,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,26,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,27,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,28,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,29,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,3,,,,716.0,,,,,,,,,,,
USC00043669,1949,3,30,,,,43.0,,,,,,,,,,,
USC00043669,1949,3,31,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,4,,,,5.0,,,,,,,,,,,
USC00043669,1949,3,5,,,,5.0,,,,,,,,,,,
USC00043669,1949,3,6,,,,0.0,,,,,,,,,,,
USC00043669,1949,3,7,,,,43.0,,,,,,,,,,,
USC00043669,1949,3,8,,,,3.0,,,,,,,,,,,
USC00043669,1949,3,9,,,,122.0,,,,,,,,,,,
USC00043669,1949,4,1,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,10,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,11,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,12,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,13,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,14,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,15,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,16,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,17,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,18,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,19,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,2,,,,10.0,,,,,,,,,,,
USC00043669,1949,4,20,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,21,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,22,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,23,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,24,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,25,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,26,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,27,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,28,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,29,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,3,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,30,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,31,,,,-9999.0,,,,,,,,,,,
USC00043669,1949,4,4,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,5,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,6,,,,13.0,,,,,,,,,,,
USC00043669,1949,4,7,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,8,,,,0.0,,,,,,,,,,,
USC00043669,1949,4,9,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,1,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,10,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,11,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,12,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,13,,,,48.0,,,,,,,,,,,
USC00043669,1949,5,14,,,,5.0,,,,,,,,,,,
USC00043669,1949,5,15,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,16,,,,5.0,,,,,,,,,,,
USC00043669,1949,5,17,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,18,,,,38.0,,,,,,,,,,,
USC00043669,1949,5,19,,,,102.0,,,,,,,,,,,
USC00043669,1949,5,2,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,20,,,,5.0,,,,,,,,,,,
USC00043669,1949,5,21,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,22,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,23,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,24,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,25,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,26,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,27,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,28,,,,3.0,,,,,,,,,,,
USC00043669,1949,5,29,,,,5.0,,,,,,,,,,,
USC00043669,1949,5,3,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,30,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,31,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,4,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,5,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,6,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,7,,,,0.0,,,,,,,,,,,
USC00043669,1949,5,8,,,,5.0,,,,,,,,,,,
USC00043669,1949,5,9,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,1,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,10,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,11,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,12,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,13,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,14,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,15,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,16,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,17,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,18,,,,8.0,,,,,,,,,,,
USC00043669,1949,6,19,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,2,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,20,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,21,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,22,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,23,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,24,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,25,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,26,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,27,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,28,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,29,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,3,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,30,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,31,,,,-9999.0,,,,,,,,,,,
USC00043669,1949,6,4,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,5,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,6,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,7,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,8,,,,0.0,,,,,,,,,,,
USC00043669,1949,6,9,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,1,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,10,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,11,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,12,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,13,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,14,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,15,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,16,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,17,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,18,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,19,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,2,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,20,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,21,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,22,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,23,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,24,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,25,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,26,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,27,,,,8.0,,,,,,,,,,,
USC00043669,1949,8,28,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,29,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,3,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,30,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,31,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,4,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,5,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,6,,,,0.0,,,,,,,,,,,
USC00043669,1949,8,7,,,,0.0,,,,,,,,,,,
