ID,YEAR,MONTH,DAY,PRCP,SNWD,TAVG,TMAX,TMIN,TOBS,WESD
USS0019L38S,1989,8,1,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,10,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,11,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,12,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,13,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,14,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,15,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,16,,,107.0,107.0,107.0,-9999.0,
USS0019L38S,1989,8,17,,,78.0,106.0,64.0,48.0,
USS0019L38S,1989,8,18,,,97.0,159.0,38.0,68.0,
USS0019L38S,1989,8,19,,,94.0,169.0,49.0,78.0,
USS0019L38S,1989,8,2,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,20,,,67.0,114.0,34.0,42.0,
USS0019L38S,1989,8,21,,,90.0,164.0,31.0,78.0,
USS0019L38S,1989,8,22,,,93.0,148.0,57.0,41.0,
USS0019L38S,1989,8,23,,,52.0,83.0,25.0,-20.0,
USS0019L38S,1989,8,24,,,40.0,120.0,-33.0,9.0,
USS0019L38S,1989,8,25,,,66.0,138.0,4.0,39.0,
USS0019L38S,1989,8,26,,,85.0,150.0,31.0,61.0,
USS0019L38S,1989,8,27,,,109.0,178.0,52.0,65.0,
USS0019L38S,1989,8,28,,,116.0,175.0,63.0,90.0,
USS0019L38S,1989,8,29,,,111.0,146.0,84.0,38.0,
USS0019L38S,1989,8,3,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,30,,,69.0,126.0,30.0,17.0,
USS0019L38S,1989,8,31,,,74.0,171.0,5.0,69.0,
USS0019L38S,1989,8,4,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,5,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,6,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,7,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,8,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,8,9,,,-9999.0,-9999.0,-9999.0,-9999.0,
USS0019L38S,1989,9,1,,,99.0,164.0,58.0,82.0,-9999.0
USS0019L38S,1989,9,10,,,91.0,159.0,40.0,57.0,-9999.0
USS0019L38S,1989,9,11,,,93.0,161.0,40.0,20.0,-9999.0
USS0019L38S,1989,9,12,,,56.0,129.0,0.0,35.0,-9999.0
USS0019L38S,1989,9,13,,,74.0,151.0,28.0,72.0,-9999.0
USS0019L38S,1989,9,14,,,100.0,153.0,63.0,79.0,-9999.0
USS0019L38S,1989,9,15,,,108.0,177.0,71.0,79.0,-9999.0
USS0019L38S,1989,9,16,,,109.0,174.0,64.0,2.0,-9999.0
USS0019L38S,1989,9,17,,,54.0,134.0,-30.0,-22.0,-9999.0
USS0019L38S,1989,9,18,,,-15.0,0.0,-28.0,-24.0,-9999.0
USS0019L38S,1989,9,19,,,-12.0,26.0,-25.0,-10.0,-9999.0
USS0019L38S,1989,9,2,,,104.0,157.0,61.0,84.0,-9999.0
USS0019L38S,1989,9,20,,,0.0,49.0,-23.0,16.0,-9999.0
USS0019L38S,1989,9,21,,,51.0,121.0,-17.0,40.0,-9999.0
USS0019L38S,1989,9,22,,,75.0,137.0,8.0,82.0,-9999.0
USS0019L38S,1989,9,23,,,101.0,179.0,28.0,76.0,-9999.0
USS0019L38S,1989,9,24,,,104.0,144.0,65.0,92.0,-9999.0
USS0019L38S,1989,9,25,,,84.0,109.0,64.0,67.0,-9999.0
USS0019L38S,1989,9,26,,,70.0,95.0,48.0,67.0,-9999.0
USS0019L38S,1989,9,27,,,77.0,115.0,49.0,58.0,-9999.0
USS0019L38S,1989,9,28,,,71.0,116.0,41.0,-3.0,-9999.0
USS0019L38S,1989,9,29,,,26.0,60.0,-3.0,9.0,-9999.0
USS0019L38S,1989,9,3,,,114.0,173.0,64.0,79.0,-9999.0
USS0019L38S,1989,9,30,,,23.0,73.0,-10.0,22.0,0.0
USS0019L38S,1989,9,31,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
USS0019L38S,1989,9,4,,,119.0,184.0,66.0,88.0,-9999.0
USS0019L38S,1989,9,5,,,120.0,182.0,79.0,69.0,-9999.0
USS0019L38S,1989,9,6,,,96.0,167.0,59.0,22.0,-9999.0
USS0019L38S,1989,9,7,,,53.0,121.0,14.0,18.0,-9999.0
USS0019L38S,1989,9,8,,,59.0,130.0,9.0,44.0,-9999.0
USS0019L38S,1989,9,9,,,91.0,163.0,44.0,56.0,-9999.0
USS0019L38S,1989,10,1,0.0,,50.0,104.0,-2.0,-4.0,0.0
USS0019L38S,1989,10,10,0.0,,94.0,142.0,64.0,62.0,0.0
USS0019L38S,1989,10,11,0.0,,86.0,148.0,40.0,60.0,0.0
USS0019L38S,1989,10,12,0.0,,76.0,119.0,42.0,51.0,0.0
USS0019L38S,1989,10,13,0.0,,73.0,129.0,41.0,51.0,0.0
USS0019L38S,1989,10,14,0.0,,63.0,104.0,31.0,9.0,0.0
USS0019L38S,1989,10,15,0.0,,36.0,112.0,-12.0,15.0,0.0
USS0019L38S,1989,10,16,0.0,,37.0,109.0,-2.0,2.0,0.0
USS0019L38S,1989,10,17,0.0,,44.0,136.0,0.0,66.0,0.0
USS0019L38S,1989,10,18,0.0,,74.0,134.0,38.0,57.0,0.0
USS0019L38S,1989,10,19,0.0,,70.0,133.0,36.0,36.0,0.0
USS0019L38S,1989,10,2,102.0,,-8.0,24.0,-59.0,-57.0,0.0
USS0019L38S,1989,10,20,0.0,,47.0,117.0,28.0,-8.0,0.0
USS0019L38S,1989,10,21,330.0,,7.0,60.0,-18.0,-24.0,178.0
USS0019L38S,1989,10,22,76.0,,-14.0,10.0,-30.0,-2.0,229.0
USS0019L38S,1989,10,23,381.0,,-2.0,7.0,-17.0,-5.0,559.0
USS0019L38S,1989,10,24,432.0,,-14.0,-1.0,-28.0,-78.0,762.0
USS0019L38S,1989,10,25,76.0,,-49.0,2.0,-86.0,-83.0,787.0
USS0019L38S,1989,10,26,0.0,,-66.0,-1.0,-109.0,-37.0,787.0
USS0019L38S,1989,10,27,0.0,,-21.0,18.0,-47.0,-1.0,787.0
USS0019L38S,1989,10,28,0.0,,-11.0,18.0,-54.0,-103.0,787.0
USS0019L38S,1989,10,29,0.0,,-59.0,56.0,-126.0,-6.0,787.0
USS0019L38S,1989,10,3,0.0,,-18.0,63.0,-66.0,-36.0,0.0
USS0019L38S,1989,10,30,0.0,,22.0,119.0,-26.0,-12.0,787.0
USS0019L38S,1989,10,31,0.0,,5.0,85.0,-60.0,-54.0,787.0
USS0019L38S,1989,10,4,0.0,,8.0,88.0,-52.0,0.0,0.0
USS0019L38S,1989,10,5,0.0,,45.0,116.0,-21.0,26.0,0.0
USS0019L38S,1989,10,6,0.0,,57.0,125.0,18.0,1.0,0.0
USS0019L38S,1989,10,7,0.0,,48.0,125.0,-5.0,41.0,0.0
USS0019L38S,1989,10,8,0.0,,86.0,165.0,23.0,47.0,0.0
USS0019L38S,1989,10,9,0.0,,96.0,168.0,45.0,81.0,0.0
USS0019L38S,1989,11,1,0.0,,14.0,115.0,-61.0,-3.0,787.0
USS0019L38S,1989,11,10,0.0,,62.0,144.0,19.0,55.0,787.0
USS0019L38S,1989,11,11,0.0,,67.0,116.0,34.0,52.0,787.0
USS0019L38S,1989,11,12,0.0,,52.0,74.0,27.0,13.0,787.0
