ID,YEAR,MONTH,DAY,AWND,DAPR,FMTM,FRGT,MDPR,MDSF,PGTM,PRCP,SNOW,SNWD,THIC,TMAX,TMIN,TOBS,WDF1,WDFG,WDFM,WESD,WSF1,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT14,WT16,WT18
USC00045983,1948,4,9,,,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,1,,,,,,,,0.0,0.0,0.0,,117.0,-33.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,10,,,,,,,,0.0,0.0,0.0,,167.0,11.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,11,,,,,,,,0.0,0.0,0.0,,206.0,0.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,12,,,,,,,,0.0,0.0,0.0,,139.0,67.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,13,,,,,,,,0.0,0.0,0.0,,161.0,33.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,14,,,,,,,,0.0,0.0,0.0,,194.0,0.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,15,,,,,,,,0.0,0.0,0.0,,244.0,44.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,16,,,,,,,,64.0,0.0,0.0,,156.0,72.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,17,,,,,,,,43.0,0.0,0.0,,128.0,28.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,18,,,,,,,,119.0,0.0,0.0,,61.0,11.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0
USC00045983,1948,5,19,,,,,,,,48.0,0.0,0.0,,83.0,6.0,,,,,,,,,1.0,,,,,,,,,,1.0,1.0
USC00045983,1948,5,2,,,,,,,,0.0,0.0,0.0,,139.0,6.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,20,,,,,,,,36.0,0.0,0.0,,117.0,22.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,21,,,,,,,,30.0,0.0,0.0,,144.0,28.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,22,,,,,,,,0.0,0.0,0.0,,211.0,17.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,23,,,,,,,,0.0,0.0,0.0,,272.0,56.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,24,,,,,,,,0.0,0.0,0.0,,267.0,72.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,25,,,,,,,,0.0,0.0,0.0,,278.0,83.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,26,,,,,,,,0.0,0.0,0.0,,228.0,111.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,27,,,,,,,,109.0,0.0,0.0,,133.0,17.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,28,,,,,,,,3.0,0.0,0.0,,94.0,17.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,29,,,,,,,,36.0,0.0,0.0,,89.0,39.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,3,,,,,,,,5.0,0.0,0.0,,122.0,17.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,30,,,,,,,,0.0,0.0,0.0,,133.0,33.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,31,,,,,,,,3.0,0.0,0.0,,189.0,67.0,,,,,,,,,1.0,,,,,,,,,,1.0,-9999.0
USC00045983,1948,5,4,,,,,,,,0.0,0.0,0.0,,183.0,-6.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,5,,,,,,,,0.0,0.0,0.0,,233.0,44.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,6,,,,,,,,0.0,0.0,0.0,,211.0,39.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,5,7,,,,,,,,0.0,0.0,0.0,,100.0,-6.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,1.0
USC00045983,1948,5,8,,,,,,,,0.0,0.0,0.0,,128.0,6.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,1.0
USC00045983,1948,5,9,,,,,,,,0.0,0.0,0.0,,144.0,-17.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,-9999.0
USC00045983,1948,6,1,,,,,,,,0.0,0.0,0.0,,256.0,72.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,10,,,,,,,,137.0,0.0,0.0,,117.0,44.0,,,,,,,,,1.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,11,,,,,,,,3.0,0.0,0.0,,183.0,44.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,12,,,,,,,,0.0,0.0,0.0,,194.0,89.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,13,,,,,,,,0.0,0.0,0.0,,189.0,72.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,14,,,,,,,,0.0,0.0,0.0,,206.0,44.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,15,,,,,,,,0.0,0.0,0.0,,211.0,67.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,16,,,,,,,,58.0,0.0,0.0,,206.0,67.0,,,,,,,,,-9999.0,,1.0,,1.0,,,,,,1.0,
USC00045983,1948,6,17,,,,,,,,0.0,0.0,0.0,,206.0,78.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,18,,,,,,,,5.0,0.0,0.0,,144.0,61.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,19,,,,,,,,3.0,0.0,0.0,,239.0,94.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,2,,,,,,,,0.0,0.0,0.0,,278.0,117.0,,,,,,,,,-9999.0,,1.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,20,,,,,,,,10.0,0.0,0.0,,211.0,117.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,21,,,,,,,,0.0,0.0,0.0,,211.0,78.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,22,,,,,,,,0.0,0.0,0.0,,244.0,56.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,23,,,,,,,,0.0,0.0,0.0,,267.0,89.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,24,,,,,,,,0.0,0.0,0.0,,278.0,111.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,25,,,,,,,,0.0,0.0,0.0,,278.0,106.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,26,,,,,,,,0.0,0.0,-9999.0,,278.0,106.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,27,,,,,,,,0.0,0.0,0.0,,317.0,100.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,28,,,,,,,,0.0,0.0,0.0,,361.0,117.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,29,,,,,,,,0.0,0.0,0.0,,356.0,128.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,3,,,,,,,,23.0,0.0,0.0,,183.0,78.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,
USC00045983,1948,6,30,,,,,,,,3.0,0.0,0.0,,322.0,133.0,,,,,,,,,-9999.0,,1.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,31,,,,,,,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,4,,,,,,,,124.0,0.0,0.0,,178.0,56.0,,,,,,,,,1.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,6,5,,,,,,,,160.0,0.0,0.0,,206.0,50.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,
USC00045983,1948,6,6,,,,,,,,0.0,0.0,0.0,,256.0,44.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,7,,,,,,,,0.0,0.0,0.0,,267.0,89.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,8,,,,,,,,0.0,0.0,0.0,,289.0,100.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,6,9,,,,,,,,0.0,0.0,0.0,,200.0,111.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,1,,,,,,,,15.0,0.0,0.0,,272.0,106.0,,,,,,,,,-9999.0,,1.0,,1.0,,,,,,1.0,
USC00045983,1948,7,10,,,,,,,,0.0,0.0,0.0,,272.0,122.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,11,,,,,,,,0.0,0.0,0.0,,244.0,111.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,12,,,,,,,,0.0,0.0,0.0,,261.0,94.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,13,,,,,,,,0.0,0.0,0.0,,278.0,106.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,14,,,,,,,,0.0,0.0,0.0,,294.0,128.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,15,,,,,,,,0.0,0.0,0.0,,311.0,139.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,16,,,,,,,,0.0,0.0,0.0,,317.0,128.0,,,,,,,,,-9999.0,,1.0,,-9999.0,,,,,,1.0,
USC00045983,1948,7,17,,,,,,,,0.0,0.0,0.0,,306.0,128.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,18,,,,,,,,0.0,0.0,0.0,,300.0,144.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,19,,,,,,,,0.0,0.0,0.0,,261.0,117.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,2,,,,,,,,84.0,0.0,0.0,,244.0,78.0,,,,,,,,,-9999.0,,1.0,,-9999.0,,,,,,1.0,
USC00045983,1948,7,20,,,,,,,,0.0,0.0,0.0,,294.0,122.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,21,,,,,,,,0.0,0.0,0.0,,300.0,100.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,22,,,,,,,,0.0,0.0,0.0,,283.0,106.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,23,,,,,,,,0.0,0.0,0.0,,256.0,94.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,24,,,,,,,,0.0,0.0,0.0,,267.0,56.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,25,,,,,,,,0.0,0.0,0.0,,294.0,89.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,26,,,,,,,,0.0,0.0,0.0,,289.0,106.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,27,,,,,,,,0.0,0.0,0.0,,217.0,122.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,28,,,,,,,,0.0,0.0,0.0,,233.0,72.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,29,,,,,,,,0.0,0.0,0.0,,311.0,78.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,3,,,,,,,,18.0,0.0,0.0,,222.0,50.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,30,,,,,,,,0.0,0.0,0.0,,300.0,106.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,31,,,,,,,,152.0,0.0,0.0,,294.0,111.0,,,,,,,,,-9999.0,,1.0,,1.0,,,,,,1.0,
USC00045983,1948,7,4,,,,,,,,0.0,0.0,0.0,,211.0,33.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,7,5,,,,,,,,64.0,0.0,0.0,,106.0,72.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,7,6,,,,,,,,0.0,0.0,0.0,,183.0,61.0,,,,,,,,,1.0,,-9999.0,,-9999.0,,,,,,1.0,
USC00045983,1948,7,7,,,,,,,,0.0,0.0,0.0,,211.0,44.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,8,,,,,,,,0.0,0.0,0.0,,239.0,44.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,7,9,,,,,,,,0.0,0.0,0.0,,267.0,78.0,,,,,,,,,-9999.0,,-9999.0,,-9999.0,,,,,,-9999.0,
USC00045983,1948,8,1,,,,,,,,48.0,0.0,0.0,,311.0,106.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,10,,,,,,,,0.0,0.0,0.0,,261.0,61.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,11,,,,,,,,0.0,0.0,0.0,,278.0,78.0,,,,,,,,,,,1.0,,,,,,,-9999.0,1.0,
USC00045983,1948,8,12,,,,,,,,0.0,0.0,0.0,,289.0,106.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,1.0,
USC00045983,1948,8,13,,,,,,,,0.0,0.0,0.0,,278.0,117.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,14,,,,,,,,0.0,0.0,0.0,,261.0,72.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,15,,,,,,,,0.0,0.0,0.0,,239.0,50.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,16,,,,,,,,0.0,0.0,0.0,,244.0,44.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,17,,,,,,,,0.0,0.0,0.0,,233.0,67.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,18,,,,,,,,0.0,0.0,0.0,,233.0,61.0,,,,,,,,,,,1.0,,,,,,,-9999.0,1.0,
USC00045983,1948,8,19,,,,,,,,28.0,0.0,0.0,,211.0,78.0,,,,,,,,,,,1.0,,,,,,,-9999.0,1.0,
USC00045983,1948,8,2,,,,,,,,0.0,0.0,0.0,,306.0,128.0,,,,,,,,,,,1.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,20,,,,,,,,0.0,0.0,0.0,,267.0,61.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,21,,,,,,,,0.0,0.0,0.0,,239.0,72.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,22,,,,,,,,0.0,0.0,0.0,,150.0,117.0,,,,,,,,,,,-9999.0,,,,,,,1.0,1.0,
USC00045983,1948,8,23,,,,,,,,36.0,0.0,0.0,,206.0,61.0,,,,,,,,,,,-9999.0,,,,,,,1.0,-9999.0,
USC00045983,1948,8,24,,,,,,,,0.0,0.0,0.0,,233.0,72.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,25,,,,,,,,0.0,0.0,0.0,,306.0,122.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,26,,,,,,,,0.0,0.0,0.0,,278.0,94.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,27,,,,,,,,0.0,0.0,0.0,,289.0,83.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,28,,,,,,,,0.0,0.0,0.0,,272.0,94.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,29,,,,,,,,0.0,0.0,0.0,,267.0,83.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,3,,,,,,,,0.0,0.0,0.0,,294.0,100.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,30,,,,,,,,0.0,0.0,0.0,,278.0,94.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,31,,,,,,,,0.0,0.0,0.0,,283.0,78.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,4,,,,,,,,0.0,0.0,0.0,,272.0,100.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,5,,,,,,,,0.0,0.0,0.0,,278.0,78.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,6,,,,,,,,0.0,0.0,0.0,,294.0,83.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,7,,,,,,,,0.0,0.0,0.0,,278.0,83.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,8,,,,,,,,0.0,0.0,0.0,,250.0,72.0,,,,,,,,,,,-9999.0,,,,,,,-9999.0,-9999.0,
USC00045983,1948,8,9,,,,,,,,0.0,0.0,0.0,,250.0,61.0,,,,,,,,,,,1.0,,,,,,,-9999.0,1.0,
USC00045983,1948,9,1,,,,,,,,0.0,0.0,0.0,,300.0,72.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,10,,,,,,,,0.0,0.0,0.0,,333.0,100.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,11,,,,,,,,0.0,0.0,0.0,,333.0,100.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,12,,,,,,,,0.0,0.0,0.0,,317.0,94.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,13,,,,,,,,0.0,0.0,0.0,,300.0,83.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,14,,,,,,,,0.0,0.0,0.0,,256.0,156.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,15,,,,,,,,0.0,0.0,0.0,,211.0,56.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,16,,,,,,,,0.0,0.0,0.0,,156.0,67.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,
USC00045983,1948,9,17,,,,,,,,160.0,0.0,0.0,,128.0,78.0,,,,,,,,,1.0,,,,,,,,,,1.0,
USC00045983,1948,9,18,,,,,,,,300.0,0.0,0.0,,167.0,83.0,,,,,,,,,1.0,,,,,,,,,,1.0,
USC00045983,1948,9,19,,,,,,,,0.0,0.0,0.0,,222.0,22.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,2,,,,,,,,0.0,0.0,0.0,,300.0,78.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,20,,,,,,,,0.0,0.0,0.0,,211.0,28.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,21,,,,,,,,0.0,0.0,0.0,,217.0,22.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,22,,,,,,,,36.0,0.0,0.0,,111.0,78.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,
USC00045983,1948,9,23,,,,,,,,0.0,0.0,0.0,,139.0,11.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,
USC00045983,1948,9,24,,,,,,,,13.0,0.0,0.0,,100.0,6.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,
USC00045983,1948,9,25,,,,,,,,36.0,0.0,0.0,,100.0,17.0,,,,,,,,,-9999.0,,,,,,,,,,1.0,
USC00045983,1948,9,26,,,,,,,,0.0,0.0,0.0,,139.0,-11.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,27,,,,,,,,0.0,0.0,0.0,,228.0,6.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,28,,,,,,,,0.0,0.0,0.0,,217.0,28.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
USC00045983,1948,9,29,,,,,,,,0.0,0.0,0.0,,206.0,22.0,,,,,,,,,-9999.0,,,,,,,,,,-9999.0,
