ID,YEAR,MONTH,DAY,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT11
USC00041534,1959,1,31,,,0.0,0.0,0.0,167.0,-6.0,100.0,,,,,-9999.0
USC00041534,1959,1,4,,,0.0,0.0,0.0,150.0,-22.0,106.0,,,,,-9999.0
USC00041534,1959,1,5,,,361.0,0.0,0.0,133.0,56.0,106.0,,,,,1.0
USC00041534,1959,1,6,,,457.0,0.0,0.0,156.0,72.0,106.0,,,,,-9999.0
USC00041534,1959,1,7,,,0.0,0.0,0.0,156.0,-6.0,133.0,,,,,-9999.0
USC00041534,1959,1,8,,,8.0,0.0,0.0,172.0,78.0,144.0,,,,,-9999.0
USC00041534,1959,1,9,,,267.0,0.0,0.0,189.0,111.0,144.0,,,,,-9999.0
USC00041534,1959,2,1,,,0.0,0.0,0.0,161.0,0.0,89.0,,-9999.0,,,-9999.0
USC00041534,1959,2,10,,,119.0,0.0,0.0,139.0,67.0,106.0,,1.0,,,-9999.0
USC00041534,1959,2,11,,,257.0,0.0,0.0,122.0,11.0,61.0,,-9999.0,,,-9999.0
USC00041534,1959,2,12,,,107.0,0.0,0.0,133.0,6.0,100.0,,-9999.0,,,-9999.0
USC00041534,1959,2,13,,,0.0,0.0,0.0,150.0,-6.0,106.0,,-9999.0,,,-9999.0
USC00041534,1959,2,14,,,0.0,0.0,0.0,172.0,28.0,128.0,,-9999.0,,,-9999.0
USC00041534,1959,2,15,,,114.0,0.0,0.0,172.0,44.0,144.0,,-9999.0,,,1.0
USC00041534,1959,2,16,,,353.0,0.0,0.0,183.0,117.0,133.0,,-9999.0,,,1.0
USC00041534,1959,2,17,,,20.0,0.0,0.0,172.0,67.0,139.0,,-9999.0,,,-9999.0
USC00041534,1959,2,18,,,99.0,0.0,0.0,150.0,72.0,133.0,,-9999.0,,,-9999.0
USC00041534,1959,2,19,,,15.0,0.0,0.0,161.0,56.0,128.0,,-9999.0,,,-9999.0
USC00041534,1959,2,2,,,0.0,0.0,0.0,172.0,-6.0,100.0,,-9999.0,,,-9999.0
USC00041534,1959,2,20,,,145.0,0.0,0.0,144.0,61.0,78.0,,-9999.0,,,-9999.0
USC00041534,1959,2,21,,,201.0,0.0,0.0,94.0,44.0,83.0,,-9999.0,,,-9999.0
USC00041534,1959,2,22,,,15.0,0.0,0.0,150.0,17.0,122.0,,-9999.0,,,-9999.0
USC00041534,1959,2,23,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,,,-9999.0
USC00041534,1959,2,24,,,0.0,0.0,0.0,183.0,22.0,150.0,,-9999.0,,,-9999.0
USC00041534,1959,2,25,,,0.0,0.0,0.0,211.0,22.0,161.0,,-9999.0,,,-9999.0
USC00041534,1959,2,26,,,0.0,0.0,0.0,217.0,39.0,172.0,,-9999.0,,,-9999.0
USC00041534,1959,2,27,,,0.0,0.0,0.0,233.0,50.0,189.0,,-9999.0,,,-9999.0
USC00041534,1959,2,28,,,0.0,0.0,0.0,250.0,56.0,167.0,,-9999.0,,,-9999.0
