Unnamed: 0,ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN FLAG,HCN/CRN FLAG,WMO ID,geometry,x2,y2
89181,USC00042713,32.7669,-115.5617,-9.1,CA,EL CENTRO 2 SSW,,,,POINT (-12864269.59920504 3864404.552467348),-12864269.599205041,3864404.5524673476
89190,USC00042805,33.6861,-117.3458,386.5,CA,ELSINORE,,,,POINT (-13062874.70272932 3986730.402125302),-13062874.702729322,3986730.402125302
89194,USC00042863,33.1211,-117.09,182.9,CA,ESCONDIDO #2,,,,POINT (-13034399.1769844 3911389.016496865),-13034399.176984401,3911389.0164968646
89198,USC00042920,37.585,-120.2672,134.7,CA,EXCHEQUER DAM,,,,POINT (-13388083.46313279 4520964.978577487),-13388083.463132791,4520964.978577487
89202,USC00042934,38.2736,-122.0678,12.2,CA,FAIRFIELD,,,,POINT (-13588525.33825516 4618148.743015665),-13588525.338255161,4618148.743015665
89203,USC00042941,34.705,-118.4297,932.7,CA,FAIRMONT,,HCN,,POINT (-13183533.89880015 4123863.737347825),-13183533.89880015,4123863.737347825
89218,USC00043083,36.3642,-120.1561,86.9,CA,FIVE POINTS 5 SSW,,,,POINT (-13375715.86770566 4350851.14559093),-13375715.867705658,4350851.14559093
89228,USC00043157,41.8714,-120.1575,1444.4,CA,FT BIDWELL,,,,POINT (-13375871.71499277 5141735.210859697),-13375871.714992769,5141735.210859697
89229,USC00043161,39.5092,-123.7567,37.5,CA,FT BRAGG 5 N,,HCN,,POINT (-13776532.82625592 4794874.79771906),-13776532.826255918,4794874.79771906
89233,USC00043182,41.6,-122.8478,830.6,CA,FT JONES RS,,,,POINT (-13675354.54107391 5101248.438166104),-13675354.541073915,5101248.438166104
89234,USC00043191,38.515,-123.2447,34.1,CA,FT ROSS,,,,POINT (-13719537.24696976 4652435.683994637),-13719537.246969763,4652435.683994637
89242,USC00043261,36.9969,-119.7072,125.0,CA,FRIANT GOVERNMENT CAMP,,,,POINT (-13325744.54828856 4438674.696036755),-13325744.548288558,4438674.696036755
89254,USC00043384,38.9331,-120.8008,914.7,CA,GEORGETOWN RS,,,,POINT (-13447483.54342008 4712093.24698624),-13447483.543420082,4712093.24698624
89259,USC00043402,34.5225,-119.6822,474.9,CA,GIBRALTAR DAM #2,,,,POINT (-13322961.56101873 4099178.655864894),-13322961.561018726,4099178.655864894
89262,USC00043417,37.0031,-121.5608,59.1,CA,GILROY,,,,POINT (-13532086.35642297 4439538.896081651),-13532086.35642297,4439538.896081651
89271,USC00043463,35.7269,-118.7006,957.1,CA,GLENNVILLE,,,,POINT (-13213690.34885605 4263108.009383515),-13213690.348856049,4263108.009383515
89283,USC00043573,39.2042,-121.0681,731.5,CA,GRASS VALLEY #2,,,,POINT (-13477239.24330912 4750963.822188318),-13477239.243309123,4750963.822188318
89284,USC00043578,38.4306,-122.8647,61.0,CA,GRATON,,,,POINT (-13677235.84046832 4640435.014936222),-13677235.84046832,4640435.014936222
89303,USC00043714,37.4725,-122.4433,8.2,CA,HALF MOON BAY,,,,POINT (-13630325.80704803 4505173.436758921),-13630325.807048032,4505173.4367589215
89306,USC00043747,36.3158,-119.6369,72.2,CA,HANFORD 1 S,,HCN,,POINT (-13317918.78808579 4344162.424535038),-13317918.78808579,4344162.424535038
89308,USC00043761,41.8042,-123.3758,341.4,CA,HAPPY CAMP RS,,HCN,,POINT (-13734131.23221276 5131694.528445954),-13734131.23221276,5131694.5284459535
89314,USC00043824,40.9317,-121.5433,919.0,CA,HAT CREEK,,,,POINT (-13530138.26533409 5002272.643125129),-13530138.265334086,5002272.643125129
89315,USC00043855,33.7044,-115.6289,417.6,CA,HAYFIELD PUMPING PLT,,,,POINT (-12871750.26898635 3989178.895406425),-12871750.268986352,3989178.895406425
89319,USC00043875,38.6214,-122.8581,53.0,CA,HEALDSBURG,,HCN,,POINT (-13676501.13182908 4667584.556537241),-13676501.131829081,4667584.556537241
89322,USC00043896,33.7381,-116.8939,552.0,CA,HEMET,,,,POINT (-13012569.42483984 3993689.234675359),-13012569.424839841,3993689.2346753585
89324,USC00043914,33.2372,-116.7614,823.0,CA,HENSHAW DAM,,,,POINT (-12997819.59230973 3926830.785129953),-12997819.592309732,3926830.785129953
89329,USC00043939,37.9614,-119.7831,1179.6,CA,HETCH HETCHY,,,,POINT (-13334193.69763977 4573974.361602984),-13334193.697639767,4573974.361602984
89337,USC00044025,36.8483,-121.4214,83.8,CA,HOLLISTER 2,,,,POINT (-13516568.41940639 4417982.804769542),-13516568.41940639,4417982.804769542
89357,USC00044211,33.7572,-116.7067,1639.8,CA,IDYLLWILD FIRE DEPT,,,,POINT (-12991730.41616334 3996246.326353832),-12991730.41616334,3996246.326353832
89358,USC00044223,32.8489,-115.5667,-19.5,CA,IMPERIAL,,,,POINT (-12864826.19665901 3875265.096900474),-12864826.196659008,3875265.0969004743
89364,USC00044259,33.7086,-116.2153,-6.4,CA,INDIO FIRE STN,,HCN,,POINT (-12937028.01838753 3989740.918273657),-12937028.018387528,3989740.918273657
89369,USC00044297,34.1472,-115.1219,281.0,CA,IRON MTN,,,,POINT (-12815311.28715416 4048584.556981693),-12815311.28715416,4048584.5569816926
89371,USC00044374,41.2683,-120.2947,1645.9,CA,JESS VALLEY,,,,POINT (-13391144.74912961 5051996.763059541),-13391144.749129606,5051996.763059541
89377,USC00044412,33.0764,-116.5925,1284.7,CA,JULIAN CDF,,,,POINT (-12979017.73031475 3905449.181792689),-12979017.73031475,3905449.181792689
89385,USC00044500,37.9567,-122.5447,44.2,CA,KENTFIELD,,,,POINT (-13641613.60341447 4573310.779604483),-13641613.603414474,4573310.779604483
89391,USC00044534,36.0067,-119.96,73.2,CA,KETTLEMAN CITY,,,,POINT (-13353886.1155611 4301543.320878732),-13353886.115561096,4301543.320878732
89394,USC00044555,36.2069,-121.1378,97.5,CA,KING CITY,,,,POINT (-13484998.21181742 4329127.966400027),-13484998.211817415,4329127.966400027
89424,USC00044712,38.4919,-122.0039,57.0,CA,LAKE SOLANO,,,,POINT (-13581412.02279347 4649149.743988601),-13581412.022793468,4649149.7439886015
89436,USC00044838,41.7019,-121.5011,1453.9,CA,LAVA BEDS NAT MON,,,,POINT (-13525440.58282261 5116429.577896074),-13525440.582822612,5116429.577896074
89443,USC00044881,37.9567,-119.1194,2071.7,CA,LEE VINING,,,,POINT (-13260310.95160027 4573310.779604483),-13260310.95160027,4573310.779604483
89446,USC00044890,36.3817,-119.0264,156.4,CA,LEMON COVE,,HCN,,POINT (-13249958.2389565 4353270.611973477),-13249958.238956496,4353270.611973477
89447,USC00044957,36.2033,-119.0545,132.6,CA,LINDSAY,,,,POINT (-13253086.31664779 4328631.31709543),-13253086.316647789,4328631.31709543
89452,USC00044997,37.6922,-121.7692,146.3,CA,LIVERMORE,,HCN,,POINT (-13555285.33830429 4536034.783568662),-13555285.338304289,4536034.783568662
89458,USC00045026,36.6044,-118.7325,2052.8,CA,LODGEPOLE,,,,POINT (-13217241.44061236 4384107.766836516),-13217241.440612355,4384107.766836516
89461,USC00045064,34.6539,-120.4514,22.9,CA,LOMPOC,,,,POINT (-13408588.51333691 4116946.440558151),-13408588.513336912,4116946.440558151
89475,USC00045118,37.0564,-120.8667,36.6,CA,LOS BANOS,,,,POINT (-13454819.49786336 4446971.138320578),-13454819.497863358,4446971.138320578
89492,USC00045233,36.9539,-120.0378,82.3,CA,MADERA,,,,POINT (-13362546.77194482 4432682.988270127),-13362546.771944815,4432682.988270127
89498,USC00045311,40.5411,-121.5767,1752.6,CA,MANZANITA LAKE,,,,POINT (-13533856.33632658 4944887.847088099),-13533856.336326582,4944887.8470880985
89506,USC00045360,38.4917,-122.1242,146.3,CA,MARKLEY COVE,,,,POINT (-13594803.7575359 4649121.298892612),-13594803.7575359,4649121.298892612
89514,USC00045449,41.2514,-122.1383,999.7,CA,MCCLOUD,,,,POINT (-13596373.36235609 5049494.124733737),-13596373.362356085,5049494.124733737
89519,USC00045532,37.2889,-120.5158,46.9,CA,MERCED,,HCN,,POINT (-13415757.488544 4479452.590525922),-13415757.488543998,4479452.590525922
89532,USC00045679,40.3458,-121.6092,1485.9,CA,MINERAL,,,,POINT (-13537474.21977736 4916320.972650654),-13537474.219777364,4916320.972650654
89536,USC00045756,35.0492,-118.1619,833.6,CA,MOJAVE,,,,POINT (-13153722.53916571 4170569.239237322),-13153722.539165713,4170569.239237322
89561,USC00045915,37.8792,-121.9303,661.4,CA,MT DIABLO JUNCTION,,,,POINT (-13573218.90827109 4562374.851264562),-13573218.908271085,4562374.8512645615
89562,USC00045933,37.3436,-121.6425,1282.0,CA,MT HAMILTON,,,,POINT (-13541181.15882078 4487109.027773041),-13541181.15882078,4487109.027773041
89564,USC00045941,41.7836,-122.0447,1295.4,CA,MT HEBRON RS,,,,POINT (-13585953.85801783 5128618.69060884),-13585953.858017834,5128618.69060884
89569,USC00045983,41.3217,-122.3172,1102.5,CA,MT SHASTA,,HCN,,POINT (-13616288.419259 5059908.76818945),-13616288.419259,5059908.76818945
89576,USC00046074,38.2778,-122.2647,10.7,CA,NAPA STATE HOSPITAL,,HCN,,POINT (-13610444.14599236 4618744.308035679),-13610444.145992355,4618744.308035679
89580,USC00046136,39.2467,-121.0008,847.6,CA,NEVADA CITY,,,,POINT (-13469747.44157873 4757071.090120855),-13469747.441578735,4757071.090120855
89582,USC00046144,37.5147,-122.0325,3.0,CA,NEWARK,,,,POINT (-13584595.76023016 4511094.228824255),-13584595.760230158,4511094.228824255
89584,USC00046154,34.9456,-119.6828,658.4,CA,NEW CUYAMA FIRE STN,,,,POINT (-13323028.3527132 4156490.856577337),-13323028.352713203,4156490.856577337
89589,USC00046168,37.2811,-121.0178,27.4,CA,NEWMAN,,,,POINT (-13471639.87292222 4478361.267000186),-13471639.872922223,4478361.267000186
89593,USC00046175,33.6031,-117.8836,3.0,CA,NEWPORT BEACH HARBOR,,HCN,,POINT (-13122742.32487795 3975631.750096275),-13122742.324877946,3975631.7500962755
89601,USC00046252,37.2328,-119.5097,806.2,CA,N FK RS,,,,POINT (-13303758.94885689 4471605.972715708),-13303758.948856886,4471605.972715708
89611,USC00046336,37.7983,-122.2642,9.1,CA,OAKLAND MUSEUM,,,,POINT (-13610388.48624696 4550971.421171038),-13610388.486246958,4550971.421171038
89615,USC00046377,33.2097,-117.395,3.0,CA,OCEANSIDE MARINA,,,,POINT (-13068351.62167635 3923171.324075425),-13068351.62167635,3923171.3240754246
89619,USC00046399,34.4478,-119.2275,227.1,CA,OJAI,,HCN,,POINT (-13272344.58855502 4089090.29013986),-13272344.588555025,4089090.29013986
89630,USC00046506,39.7458,-122.1997,77.4,CA,ORLAND,,HCN,,POINT (-13603208.37909079 4829071.096420428),-13603208.379090793,4829071.096420428
89632,USC00046521,39.5178,-121.5531,52.1,CA,OROVILLE,,,,POINT (-13531229.19634386 4796115.729710588),-13531229.196343863,4796115.729710588
89648,USC00046624,34.5883,-118.0939,796.1,CA,PALMDALE,,,,POINT (-13146152.81379177 4108072.557898505),-13146152.81379177,4108072.5578985047
89654,USC00046657,33.3781,-116.84,1691.6,CA,PALOMAR MTN OBSY,,,,POINT (-13006569.30428609 3945598.625956974),-13006569.304286085,3945598.625956974
89659,USC00046685,39.7539,-121.6242,533.4,CA,PARADISE,,,,POINT (-13539144.01213926 4830243.88108992),-13539144.012139264,4830243.88108992
89660,USC00046699,34.2903,-114.1708,224.9,CA,PARKER RESRVOIR,,,,POINT (-12709435.31946068 4067849.15103325),-12709435.319460679,4067849.15103325
89663,USC00046719,34.1483,-118.1447,263.3,CA,PASADENA,,HCN,,POINT (-13151807.84392407 4048732.517957037),-13151807.84392407,4048732.5179570373
89665,USC00046730,35.6278,-120.6856,222.5,CA,PASO ROBLES,,HCN,,POINT (-13434659.5380807 4249527.346818494),-13434659.538080698,4249527.346818494
89669,USC00046773,34.5025,-117.8969,945.2,CA,PEARBLOSSOM,,,,POINT (-13124222.87410549 4096476.734970049),-13124222.874105494,4096476.7349700495
89673,USC00046826,38.2578,-122.6078,6.1,CA,PETALUMA AP,,HCN,,POINT (-13648637.86328353 4615908.592590184),-13648637.863283528,4615908.592590184
89680,USC00046926,36.4819,-121.1822,398.4,CA,PINNACLES NM,,,,POINT (-13489940.79720864 4367134.284161415),-13489940.797208635,4367134.284161415
89700,USC00047085,39.8053,-120.4719,1478.3,CA,PORTOLA,,,,POINT (-13410870.56289818 4837689.212938929),-13410870.562898176,4837689.212938929
89706,USC00047109,39.3619,-123.1286,310.3,CA,POTTER VALLEY POWERHOUSE,,,,POINT (-13706613.05408867 4773644.018302512),-13706613.054088665,4773644.018302512
89710,USC00047195,39.9367,-120.9475,1042.4,CA,QUINCY,,HCN,,POINT (-13463814.11271945 4856747.955200162),-13463814.112719454,4856747.955200162
89718,USC00047253,35.3692,-117.6525,1088.1,CA,RANDSBURG,,,,POINT (-13097016.39055562 4214167.82914213),-13097016.390555618,4214167.82914213
89731,USC00047339,37.4767,-122.2386,9.4,CA,REDWOOD CITY,,,,POINT (-13607538.70728265 4505762.560035696),-13607538.707282653,4505762.560035696
89735,USC00047414,37.9192,-122.3772,6.1,CA,RICHMOND,,,,POINT (-13622967.5887066 4568017.762480604),-13622967.588706598,4568017.762480604
89747,USC00047643,38.5067,-122.4714,68.6,CA,SAINT HELENA,,,,POINT (-13633453.88473932 4651254.900252501),-13633453.884739324,4651254.9002525015
89776,USC00047767,37.7281,-122.5053,2.4,CA,SAN FRANCISCO OCEANSIDE,,,,POINT (-13637227.61547722 4541086.348655206),-13637227.615477217,4541086.348655206
89783,USC00047813,33.7964,-116.9753,464.8,CA,SAN JACINTO,,,,POINT (-13021630.83139042 4001496.174184023),-13021630.831390416,4001496.1741840234
89790,USC00047851,35.3056,-120.6619,93.9,CA,SAN LUIS OBISPO POLY,,HCN,,POINT (-13432021.2661489 4205488.905864889),-13432021.266148897,4205488.905864889
89797,USC00047888,33.7442,-117.8667,41.1,CA,SANTA ANA FIRE STN,,,,POINT (-13120861.02548354 3994505.83556669),-13120861.025483537,3994505.8355666897
89801,USC00047902,34.4167,-119.6844,4.9,CA,SANTA BARBARA,,HCN,,POINT (-13323206.46389847 4084892.841425257),-13323206.463898472,4084892.8414252573
89805,USC00047916,36.9878,-121.9994,21.3,CA,SANTA CRUZ,,HCN,,POINT (-13580911.0850849 4437406.400984094),-13580911.085084898,4437406.400984094
89815,USC00047965,38.4558,-122.7133,50.6,CA,SANTA ROSA,,HCN,,POINT (-13660382.06956222 4644016.68249853),-13660382.069562217,4644016.68249853
89821,USC00048045,40.4833,-124.1039,41.5,CA,SCOTIA,,,,POINT (-13815182.95345934 4936424.68658982),-13815182.953459343,4936424.68658982
89831,USC00048135,40.7142,-122.4161,327.7,CA,SHASTA DAM,,,,POINT (-13627297.91689846 4970277.187667394),-13627297.916898455,4970277.187667394
89841,USC00048218,39.5833,-120.3706,1516.4,CA,SIERRAVILLE RS,,,,POINT (-13399593.89848082 4805572.060378866),-13399593.898480816,4805572.060378866
89862,USC00048351,38.2994,-122.4622,29.6,CA,SONOMA,,,,POINT (-13632429.74542402 4621807.758209317),-13632429.745424025,4621807.758209317
89863,USC00048353,37.9672,-120.3872,510.5,CA,SONORA,,,,POINT (-13401441.80202799 4574793.308571677),-13401441.802027985,4574793.308571677
89865,USC00048380,37.5122,-119.6331,1538.3,CA,SO ENTRANCE YOSEMITE NP,,,,POINT (-13317495.77402078 4510743.377748371),-13317495.774020776,4510743.377748371
89894,USC00048587,39.5861,-122.5342,243.8,CA,STONY GORGE RSVR,,,,POINT (-13640444.74876114 4805976.499558609),-13640444.748761142,4805976.499558609
89895,USC00048606,39.5631,-121.1078,1160.7,CA,STRAWBERRY VALLEY,,,,POINT (-13481658.62709362 4802654.804618169),-13481658.627093617,4802654.804618169
89903,USC00048702,40.4167,-120.6631,1283.8,CA,SUSANVILLE 2SW,,HCN,,POINT (-13432154.84953785 4926682.048283203),-13432154.849537848,4926682.048283203
89905,USC00048713,38.3772,-120.8008,483.4,CA,SUTTER HILL CDF,,,,POINT (-13447483.54342008 4632849.418843094),-13447483.543420082,4632849.418843094
89908,USC00048758,39.1678,-120.1428,1898.9,CA,TAHOE CITY,,HCN,,POINT (-13374235.31847811 4745736.063993333),-13374235.318478106,4745736.063993333
89914,USC00048839,35.0233,-118.7497,434.3,CA,TEJON RANCHO,,HCN,,POINT (-13219156.135854 4167047.971976653),-13219156.135853998,4167047.971976653
89922,USC00048917,36.465,-118.8619,347.5,CA,THREE RIVERS EDISON PH 1,,,,POINT (-13231646.18272101 4364794.744809249),-13231646.182721006,4364794.744809249
89930,USC00048999,37.6819,-121.3467,41.1,CA,TRACY CARBONA,,,,POINT (-13508252.85344413 4534585.900314866),-13508252.85344413,4534585.900314866
89931,USC00049001,37.7958,-121.5831,18.6,CA,TRACY PUMPING PLT,,,,POINT (-13534568.78106766 4550619.227476247),-13534568.781067662,4550619.227476247
89934,USC00049026,40.7264,-122.7947,567.2,CA,TRINITY RVR HATCHERY,,,,POINT (-13669443.47611279 4972069.102131302),-13669443.47611279,4972069.102131302
89935,USC00049035,35.7636,-117.3908,516.6,CA,TRONA,,,,POINT (-13067884.07981502 4268141.662197025),-13067884.079815019,4268141.6621970255
89942,USC00049053,41.96,-121.4744,1229.9,CA,TULELAKE,,,,POINT (-13522468.35241843 5154989.519990882),-13522468.35241843,5154989.519990882
89946,USC00049073,37.5006,-120.855,35.1,CA,TURLOCK #2,,,,POINT (-13453517.05982108 4509115.582503273),-13453517.059821079,4509115.582503273
89949,USC00049099,34.1281,-116.0369,602.0,CA,TWENTYNINE PALMS,,,,POINT (-12917168.62123001 4046015.723486491),-12917168.621230008,4046015.7234864915
89952,USC00049111,34.9881,-120.3211,177.4,CA,TWITCHELL DAM,,,,POINT (-13394083.58368655 4162264.099165882),-13394083.583686547,4162264.099165882
89958,USC00049152,34.0697,-118.4428,131.1,CA,U C L A,,,,POINT (-13184992.18412954 4038164.877324008),-13184992.184129544,4038164.877324008
89979,USC00049325,34.5292,-117.2928,877.8,CA,VICTORVILLE,,,,POINT (-13056974.76971728 4100083.944419682),-13056974.76971728,4100083.944419682
89982,USC00049367,36.3283,-119.2997,92.4,CA,VISALIA,,,,POINT (-13280381.8557903 4345889.485436716),-13280381.855790298,4345889.485436716
89984,USC00049378,33.2353,-117.2322,131.1,CA,VISTA,,,,POINT (-13050228.80857521 3926577.912636565),-13050228.808575207,3926577.912636565
89998,USC00049452,35.5892,-119.3519,88.7,CA,WASCO,,HCN,,POINT (-13286192.73320971 4244242.160542208),-13286192.733209709,4244242.160542208
90001,USC00049473,36.9308,-121.7692,29.0,CA,WATSONVILLE WTR WKS,,,,POINT (-13555285.33830429 4429465.58397218),-13555285.338304289,4429465.58397218
90004,USC00049490,40.7367,-122.9403,627.3,CA,WEAVERVILLE,,HCN,,POINT (-13685651.59397229 4973582.203703076),-13685651.59397229,4973582.203703076
90021,USC00049621,40.6117,-122.5281,394.7,CA,WHISKEYTOWN RSVR,,,,POINT (-13639765.6998673 4955235.11591919),-13639765.699867304,4955235.1159191895
90031,USC00049694,40.9467,-123.6364,141.4,CA,WILLOW CREEK 1 NW,,,,POINT (-13763141.09151349 5004483.101918418),-13763141.091513488,5004483.101918418
90032,USC00049699,39.5231,-122.3047,71.3,CA,WILLOWS 6 W,,HCN,,POINT (-13614896.92562409 4796880.566643091),-13614896.925624087,4796880.566643091
90035,USC00049742,38.5253,-121.9778,41.1,CA,WINTERS,,,,POINT (-13578506.58408376 4653901.183247193),-13578506.584083764,4653901.183247193
90039,USC00049781,38.6828,-121.7939,20.4,CA,WOODLAND 1 WNW,,,,POINT (-13558034.92972688 4676336.707862113),-13558034.929726882,4676336.707862113
90040,USC00049785,34.1819,-118.5744,240.8,CA,WOODLAND HILLS PIERCE COLLEGE,,,,POINT (-13199641.82911794 4053252.981989707),-13199641.829117937,4053252.981989707
90046,USC00049855,37.7503,-119.5897,1224.7,CA,YOSEMITE PARK HQ,,HCN,,POINT (-13312664.50812035 4544211.383088214),-13312664.508120349,4544211.383088214
90048,USC00049866,41.7036,-122.6408,800.1,CA,YREKA,,HCN,,POINT (-13652311.40647971 5116683.049031215),-13652311.406479707,5116683.049031215
